Rank,Institution,All R&D expenditures,Unnamed: 3,Source of funds,Federal government,Unnamed: 6,State and local government,Unnamed: 8,Institution funds,Unnamed: 10,Business,Unnamed: 12,Nonprofit organizations,Unnamed: 14,All other sources
22.0,"Purdue U., West Lafayette",558611,,217330,,74782,,180326.0,,42017.0,,38400.0,,5756,
23.0,Michigan State U.,558248,,272838,,38158,,205119.0,,9199.0,,18636.0,,14298,
24.0,U. Utah,518928,,274375,,16549,,125107.0,,69856.0,,32739.0,,302,
25.0,"U. Alabama, Birmingham",516229,,328531,,3401,,111925.0,,48540.0,,21832.0,,2000,
26.0,"U. Maryland, College Park",505699,,332393,,19435,,132545.0,,8144.0,,7459.0,,5723,
27.0,Virginia Polytechnic Institute and State U.,504282,,196096,,52475,,218691.0,,30292.0,,2739.0,,3989,
28.0,"U. South Florida, Tampa",485354,,218338,,26313,,190526.0,,28327.0,,19012.0,,2838,
29.0,"Indiana U., Bloomington",485076,,210899,,3158,,205578.0,,19616.0,,44307.0,,1518,
30.0,North Carolina State U.,468293,,199862,,99165,,115230.0,,52836.0,,1114.0,,86,
31.0,Arizona State U.,458412,,196528,,26029,,178152.0,,14312.0,,19311.0,,24080,
32.0,U. Iowa,443218,,225587,,8674,,169427.0,,19873.0,,19457.0,,200,
33.0,U. Texas Southwestern Medical Center,438824,,183787,,78617,,54932.0,,20906.0,,56387.0,,44195,
34.0,U. Cincinnati,436028,,251717,,10648,,121238.0,,26109.0,,26069.0,,247,
35.0,U. Colorado Boulder,420775,,353341,,1983,,32266.0,,10961.0,,22224.0,,0,
36.0,U. Colorado Denver and Anschutz Medical Campus,410081,,274345,,19001,,31228.0,,40956.0,,40452.0,,4099,
37.0,"U. Maryland, Baltimore",397695,,216687,,27868,,113386.0,,13244.0,,23407.0,,3103,
38.0,"SUNY, U. Buffalo",382935,,177441,,31156,,111688.0,,27077.0,,20326.0,,15247,
39.0,U. Georgia,374264,,132118,,31373,,161929.0,,14737.0,,27299.0,,6808,
40.0,"U. Virginia, Charlottesville",373218,,203401,,3768,,122572.0,,17404.0,,22951.0,,3122,
41.0,Uniformed Services U. of the Health Sciences,361173,,299007,,0,,58599.0,,0.0,,3567.0,,0,
42.0,"U. Illinois, Chicago",354560,,196010,,10863,,112874.0,,6519.0,,24786.0,,3508,
43.0,Washington State U.,333134,,134889,,56775,,115560.0,,12548.0,,9593.0,,3769,
44.0,U. Kentucky,331705,,146548,,45761,,100866.0,,10574.0,,13379.0,,14577,
45.0,"U. California, Irvine",329798,,174875,,20810,,64650.0,,15369.0,,23572.0,,30522,
46.0,Oregon Health and Science U.,326915,,245509,,189,,29458.0,,18816.0,,29924.0,,3019,
47.0,"Colorado State U., Fort Collins",317219,,219321,,16803,,46484.0,,11345.0,,15635.0,,7631,
48.0,"U. Hawaii, Manoa",316497,,200202,,13969,,84190.0,,6502.0,,9547.0,,2087,
49.0,U. Kansas,311383,,155835,,16080,,101932.0,,14017.0,,23092.0,,427,
50.0,Iowa State U.,306125,,114518,,44056,,118479.0,,16319.0,,9737.0,,3016,
51.0,"SUNY, Polytechnic Institute",295313,,14641,,27531,,39434.0,,187237.0,,26379.0,,91,
52.0,"U. Nebraska, Lincoln",284438,,95831,,4906,,159693.0,,12085.0,,3401.0,,8522,
53.0,"Louisiana State U., Baton Rouge",281154,,83644,,73766,,102379.0,,10535.0,,9755.0,,1075,
54.0,U. Connecticut,259397,,137980,,8965,,87332.0,,10073.0,,10146.0,,4901,
55.0,Florida State U.,256449,,139597,,4985,,98315.0,,1563.0,,11024.0,,965,
56.0,"U. Massachusetts, Medical School",250338,,183588,,4615,,32641.0,,9452.0,,17609.0,,2433,
57.0,"U. Missouri, Columbia",246684,,105015,,2029,,118193.0,,5429.0,,9713.0,,6305,
58.0,Oregon State U.,245317,,153017,,43165,,25320.0,,9792.0,,2085.0,,11938,
59.0,Medical U. South Carolina,243534,,117255,,4519,,91169.0,,15021.0,,8022.0,,7548,
60.0,"U. Oklahoma, Norman and Health Science Center",242367,,127709,,28961,,59364.0,,9114.0,,8893.0,,8326,
61.0,"U. Texas Health Science Center, Houston",234299,,125890,,39270,,25195.0,,9850.0,,20728.0,,13366,
62.0,U. New Mexico,232271,,154794,,2895,,58782.0,,3729.0,,10313.0,,1758,
63.0,Temple U.,227468,,129499,,2816,,63462.0,,7632.0,,17315.0,,6744,
64.0,Mississippi State U.,226359,,80097,,77189,,57142.0,,10854.0,,705.0,,372,
65.0,"U. California, Santa Barbara",222870,,116232,,4778,,43393.0,,20689.0,,20046.0,,17732,
66.0,"SUNY, Stony Brook U.",220580,,115150,,6251,,83173.0,,6957.0,,7457.0,,1592,
67.0,Virginia Commonwealth U.,218925,,142447,,6698,,51736.0,,6924.0,,11120.0,,0,
68.0,U. Central Florida,215519,,88814,,7504,,100841.0,,8175.0,,3127.0,,7058,
69.0,"U. Massachusetts, Amherst",213902,,103417,,26172,,69756.0,,7393.0,,5278.0,,1886,
70.0,Wayne State U.,213878,,109586,,2744,,78172.0,,6596.0,,12123.0,,4657,
71.0,"U. South Carolina, Columbia",208736,,90453,,980,,100890.0,,9411.0,,7002.0,,0,
72.0,Kansas State U.,188721,,69918,,39492,,65000.0,,4676.0,,6210.0,,3425,
73.0,U. Louisville,179499,,68069,,11038,,70150.0,,4999.0,,8844.0,,16399,
74.0,U. Delaware,175724,,114245,,10594,,38322.0,,5415.0,,4061.0,,3087,
75.0,Utah State U.,175353,,120369,,26650,,18025.0,,4404.0,,566.0,,5339,
76.0,"U. Tennessee, Knoxville",173533,,105417,,14061,,44246.0,,6333.0,,1784.0,,1692,
77.0,U. Texas Medical Branch,173506,,98050,,2806,,50863.0,,3378.0,,18409.0,,0,
78.0,Clemson U.,171215,,53136,,20935,,73959.0,,18265.0,,4147.0,,773,
79.0,"U. Texas Health Science Center, San Antonio",170277,,85940,,10817,,45250.0,,7856.0,,20414.0,,0,
80.0,West Virginia U.,170145,,68731,,11426,,63673.0,,12107.0,,2281.0,,11927,
81.0,Texas Tech U.,163897,,32987,,24767,,86682.0,,11033.0,,7566.0,,862,
82.0,Florida International U.,163033,,76528,,9330,,69238.0,,2545.0,,4721.0,,671,
83.0,North Dakota State U.,153542,,35482,,51839,,58394.0,,1761.0,,1406.0,,4660,
84.0,"U. California, Santa Cruz",151713,,92870,,3262,,27921.0,,8571.0,,8595.0,,10494,
85.0,U. Houston,150628,,58458,,32478,,38995.0,,9604.0,,7449.0,,3644,
86.0,U. New Hampshire,144735,,92040,,4153,,36254.0,,8568.0,,3072.0,,648,
87.0,"U. California, Riverside",144511,,63515,,6270,,44435.0,,6726.0,,9683.0,,13882,
88.0,"U. Nebraska, Medical Center",143999,,71920,,3058,,38596.0,,7585.0,,22840.0,,0,
89.0,"U. Alaska, Fairbanks",142742,,81586,,8540,,45229.0,,4853.0,,1125.0,,1409,
90.0,Georgia State U.,139596,,50122,,9953,,68931.0,,280.0,,10183.0,,127,
91.0,"Auburn U., Auburn",135899,,48352,,31207,,42853.0,,6165.0,,1434.0,,5888,
92.0,"U. Arkansas, Fayetteville",133660,,34288,,52041,,31782.0,,11097.0,,1514.0,,2938,
93.0,U. Arkansas for Medical Sciences,132451,,50603,,5261,,53200.0,,1167.0,,0.0,,22220,
94.0,New Mexico State U.,132377,,78903,,19122,,20732.0,,3846.0,,1941.0,,7833,
95.0,"Oklahoma State U., Stillwater",129968,,38585,,28183,,56712.0,,5676.0,,569.0,,243,
96.0,U. Vermont,114547,,83733,,224,,22150.0,,2193.0,,5304.0,,943,
97.0,"SUNY, U. Albany",111705,,79681,,2058,,16846.0,,866.0,,984.0,,11270,
98.0,New Jersey Institute of Technology,110512,,55094,,3355,,44038.0,,1687.0,,4741.0,,1597,
99.0,"Montana State U., Bozeman",108414,,69136,,3540,,28817.0,,1662.0,,2490.0,,2769,
100.0,George Mason U.,106410,,63600,,1711,,31775.0,,2858.0,,5593.0,,873,
101.0,"U. Texas, Dallas",98551,,31068,,10753,,33424.0,,6357.0,,16949.0,,0,
102.0,U. Idaho,97493,,50559,,26571,,15077.0,,1745.0,,1404.0,,2137,
103.0,U. Mississippi,94040,,59978,,2108,,19260.0,,8476.0,,3112.0,,1106,
104.0,U. Rhode Island,93828,,64711,,7629,,15599.0,,2890.0,,1026.0,,1973,
105.0,San Diego State U.,93572,,46870,,5445,,36941.0,,311.0,,2469.0,,1536,
106.0,"U. Nevada, Reno",90138,,51724,,10797,,20917.0,,1491.0,,1551.0,,3658,
107.0,"U. Texas, El Paso",89418,,41897,,18282,,17205.0,,1359.0,,2906.0,,7769,
108.0,Naval Postgraduate School,89170,,78780,,70,,9123.0,,439.0,,0.0,,758,
109.0,"U. Alabama, Huntsville",88439,,67451,,1450,,18099.0,,1403.0,,9.0,,27,
110.0,"SUNY, Binghamton U.",79895,,16171,,2339,,57308.0,,3096.0,,388.0,,593,
111.0,U. Oregon,79698,,69723,,1106,,4497.0,,593.0,,3779.0,,0,
112.0,U. Maine,79500,,35369,,15619,,23601.0,,2700.0,,1217.0,,994,
113.0,"U. Texas, Arlington",77798,,27712,,16253,,23837.0,,8751.0,,978.0,,267,
114.0,"U. Louisiana, Lafayette",77300,,15799,,3221,,38354.0,,14462.0,,4607.0,,857,
115.0,"U. Massachusetts, Lowell",70384,,31059,,3215,,28958.0,,4634.0,,1568.0,,950,
116.0,Michigan Technological U.,69607,,28692,,680,,30791.0,,6876.0,,940.0,,1628,
117.0,"U. Maryland, Baltimore County",68688,,47954,,2587,,15194.0,,1638.0,,1138.0,,177,
118.0,Georgia Regents U.,67737,,50585,,380,,9412.0,,2778.0,,4161.0,,421,
119.0,"U. Tennessee, Knoxville, Institute of Agriculture",67059,,15320,,2457,,42176.0,,4047.0,,1656.0,,1403,
120.0,"U. Tennessee, Health Science Center",65771,,39356,,3187,,11229.0,,2544.0,,4810.0,,4645,
121.0,Old Dominion U.,65092,,40002,,3456,,17960.0,,1247.0,,808.0,,1619,
122.0,U. North Dakota,64384,,37697,,8154,,5436.0,,12180.0,,549.0,,368,
123.0,U. Wisconsin-Milwaukee,63414,,25587,,23783,,9529.0,,1963.0,,1572.0,,980,
124.0,"U. Massachusetts, Boston",62374,,28653,,4394,,24456.0,,1499.0,,2991.0,,381,
125.0,C. of William and Mary and Virginia Institute of Marine Science,61554,,33129,,4513,,18563.0,,1262.0,,3670.0,,417,
126.0,Ohio U.,61078,,17303,,1238,,33270.0,,6118.0,,3059.0,,90,
127.0,"U. Montana, Missoula",60485,,33718,,1796,,21315.0,,1012.0,,714.0,,1930,
128.0,Wichita State U.,59940,,7728,,8547,,12238.0,,31257.0,,157.0,,13,
129.0,U. Akron,58512,,14676,,3739,,29908.0,,5284.0,,3106.0,,1799,
130.0,South Dakota State U.,58373,,28670,,15908,,5473.0,,1175.0,,5354.0,,1793,
131.0,Colorado School of Mines,58349,,34266,,1220,,2929.0,,16570.0,,2173.0,,1191,
132.0,"U. Alabama, Tuscaloosa",58234,,28988,,7220,,18828.0,,2252.0,,375.0,,571,
133.0,Cleveland State U.,57662,,41851,,1416,,5805.0,,4069.0,,4318.0,,203,
134.0,"Southern Illinois U., Carbondale",57509,,14895,,4929,,29371.0,,6807.0,,1507.0,,0,
135.0,U. Wyoming,56996,,48970,,3362,,1803.0,,1993.0,,631.0,,237,
136.0,"Indiana U.-Purdue U., Indianapolis",55973,,18479,,944,,27587.0,,2743.0,,5791.0,,429,
137.0,"U. Texas, San Antonio",54949,,23511,,16467,,9341.0,,941.0,,1038.0,,3651,
138.0,Wright State U.,54289,,26931,,9376,,14343.0,,1983.0,,1628.0,,28,
139.0,Portland State U.,53872,,29987,,9781,,8923.0,,624.0,,4287.0,,270,
140.0,"CUNY, City C.",53223,,38434,,2833,,9306.0,,1683.0,,33.0,,934,
141.0,U. Toledo,52354,,27085,,4547,,16519.0,,3453.0,,744.0,,6,
142.0,"U. Maryland, Center for Environmental Science",52235,,14096,,3968,,30242.0,,1525.0,,2311.0,,93,
143.0,U. Southern Mississippi,51840,,25005,,11538,,9492.0,,2862.0,,2915.0,,28,
144.0,"U. California, Office of the President",48341,,181,,14374,,28766.0,,0.0,,4856.0,,164,
145.0,Texas State U.,47694,,18289,,7145,,16827.0,,1843.0,,3590.0,,0,
146.0,"Louisiana State U., Health Sciences Center – New Orleans",46840,,36027,,934,,4598.0,,2307.0,,2693.0,,281,
147.0,U. Memphis,46675,,18825,,3784,,18354.0,,2835.0,,2262.0,,615,
148.0,Florida A&M U.,46522,,36975,,1079,,7955.0,,474.0,,39.0,,0,
149.0,"U. North Texas, Health Science Center",46335,,22422,,11055,,9002.0,,2375.0,,1479.0,,2,
150.0,San Jose State U.,45037,,33782,,5974,,3680.0,,607.0,,674.0,,320,
151.0,U. South Alabama,43722,,15106,,1031,,25489.0,,1711.0,,385.0,,0,
152.0,"U. North Texas, Denton",43628,,15470,,953,,23143.0,,2086.0,,1609.0,,367,
153.0,"U. Puerto Rico, Medical Sciences Campus",43316,,31889,,3119,,5925.0,,2383.0,,0.0,,0,
154.0,"U. Nevada, Las Vegas",42000,,27493,,2930,,7662.0,,781.0,,244.0,,2890,
155.0,"Texas Tech U., Health Sciences Center",40438,,10251,,15640,,9303.0,,235.0,,2976.0,,2033,
156.0,U.S. Air Force Academy,38326,,30637,,39,,5898.0,,510.0,,75.0,,1167,
157.0,Kent State U.,38069,,11158,,1737,,22947.0,,752.0,,1217.0,,258,
158.0,"CUNY, Hunter C.",36368,,19193,,1450,,12457.0,,212.0,,2522.0,,534,
159.0,Missouri U. of Science and Technology,35842,,17632,,161,,10748.0,,5171.0,,1164.0,,966,
160.0,Northern Arizona U.,35206,,20285,,4787,,8438.0,,623.0,,981.0,,92,
161.0,North Carolina Agricultural and Technical State U.,35172,,22413,,94,,12068.0,,55.0,,542.0,,0,
162.0,"SUNY, Upstate Medical U.",32453,,19213,,2200,,6680.0,,1755.0,,2197.0,,408,
163.0,Boise State U.,31341,,18296,,2112,,9827.0,,247.0,,755.0,,104,
164.0,U. West Florida,31232,,10935,,3480,,14195.0,,1823.0,,799.0,,0,
165.0,"U. California, Merced",29688,,12648,,779,,13217.0,,574.0,,1134.0,,1336,
166.0,Alabama A&M U.,29202,,21982,,607,,4347.0,,158.0,,0.0,,2108,
167.0,"SUNY, Downstate Medical Center",28652,,20779,,608,,4679.0,,803.0,,1308.0,,475,
168.0,"U. Puerto Rico, Rio Piedras",28579,,18922,,50,,9266.0,,66.0,,211.0,,64,
169.0,"U. Puerto Rico, Mayaguez",28100,,15700,,492,,9268.0,,1572.0,,932.0,,136,
170.0,"U. Minnesota, Duluth",27550,,10025,,4406,,11948.0,,551.0,,399.0,,221,
171.0,Air Force Institute of Technology,26866,,16727,,30,,9905.0,,198.0,,6.0,,0,
172.0,"U. Massachusetts, Dartmouth",26776,,7321,,1327,,17478.0,,365.0,,201.0,,84,
173.0,"U. Missouri, Kansas City",26595,,13327,,153,,10533.0,,735.0,,1238.0,,609,
174.0,East Carolina U.,26549,,15079,,1512,,6790.0,,1733.0,,1372.0,,63,
175.0,San Francisco State U.,26345,,14336,,1761,,9452.0,,7.0,,789.0,,0,
176.0,New Mexico Institute of Mining and Technology,26265,,20018,,4361,,926.0,,954.0,,6.0,,0,
177.0,U. South Dakota,25661,,9214,,1191,,13570.0,,2.0,,1684.0,,0,
178.0,"U. North Carolina, Charlotte",24870,,19132,,955,,618.0,,2058.0,,2064.0,,43,
179.0,Texas A&M U.-Corpus Christi,24507,,9491,,4440,,5022.0,,623.0,,2088.0,,2843,
180.0,"Rutgers, State U. New Jersey, Newark",24387,,12611,,4021,,5239.0,,312.0,,1859.0,,345,
181.0,"Louisiana State U., Health Sciences Center - Shreveport",24069,,6321,,360,,10637.0,,1677.0,,5074.0,,0,
182.0,Jackson State U.,23908,,19656,,1313,,2011.0,,0.0,,898.0,,30,
183.0,Louisiana Tech U.,23827,,5776,,3501,,12492.0,,708.0,,0.0,,1350,
184.0,"U. North Carolina, Greensboro",23026,,14978,,1313,,5345.0,,561.0,,600.0,,229,
185.0,Desert Research Institute,22103,,16511,,2050,,2240.0,,674.0,,457.0,,171,
186.0,"SUNY, C. of Environmental Science and Forestry",22051,,7784,,6233,,5792.0,,881.0,,1133.0,,228,
187.0,Florida Atlantic U.,21214,,11574,,1520,,3030.0,,607.0,,2544.0,,1939,
188.0,Texas A&M U.-Kingsville,20894,,7080,,4332,,3500.0,,821.0,,5161.0,,0,
189.0,U. of the Virgin Islands,20630,,19456,,254,,0.0,,0.0,,0.0,,920,
190.0,Tennessee State U.,19955,,11145,,783,,7533.0,,470.0,,24.0,,0,
191.0,Marshall U.,19936,,11154,,1544,,4975.0,,725.0,,1538.0,,0,
192.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,19679,,11869,,463,,4014.0,,1754.0,,387.0,,1192,
193.0,"CUNY, Queens C.",19092,,14080,,817,,3710.0,,193.0,,292.0,,0,
194.0,"Southern Illinois U., Edwardsville",19051,,2175,,489,,13568.0,,2389.0,,423.0,,7,
195.0,U. New Orleans,18960,,7492,,1750,,5077.0,,988.0,,1198.0,,2455,
196.0,"Texas Tech U., Health Sciences Center, El Paso",18889,,2893,,13877,,1362.0,,248.0,,441.0,,68,
197.0,Illinois State U.,18742,,4424,,823,,12298.0,,60.0,,1118.0,,19,
198.0,"California State U., Sacramento",17930,,5697,,7701,,2610.0,,699.0,,1191.0,,32,
199.0,Idaho State U.,17866,,11738,,1365,,3232.0,,1143.0,,120.0,,268,
200.0,Northern Illinois U.,17722,,9158,,355,,7107.0,,804.0,,193.0,,105,
201.0,"U. Alaska, Anchorage",17436,,8575,,3071,,4637.0,,614.0,,505.0,,34,
202.0,Georgia Southern U.,17152,,3004,,164,,6437.0,,7419.0,,128.0,,0,
203.0,Oakland U.,17108,,6161,,53,,9600.0,,920.0,,309.0,,65,
204.0,Northeast Ohio Medical U.,17103,,7607,,236,,6748.0,,134.0,,1802.0,,576,
205.0,"California Polytechnic State U., San Luis Obispo",16312,,9796,,2794,,1617.0,,1163.0,,942.0,,0,
206.0,Miami U.,16108,,10008,,1377,,3645.0,,534.0,,361.0,,183,
207.0,Delaware State U.,15980,,12091,,173,,3342.0,,369.0,,5.0,,0,
208.0,"U. North Carolina, Wilmington",15564,,5819,,5839,,2665.0,,655.0,,558.0,,28,
209.0,"California State U., San Bernardino",15317,,5959,,6040,,3229.0,,52.0,,37.0,,0,
210.0,U.S. Military Academy,15312,,15312,,0,,0.0,,0.0,,0.0,,0,
211.0,South Dakota School of Mines and Technology,14970,,9286,,1978,,1872.0,,1651.0,,151.0,,32,
212.0,"U. Hawaii, Hilo",14495,,12772,,136,,1349.0,,51.0,,187.0,,0,
213.0,Fayetteville State U.,13746,,9243,,596,,3643.0,,163.0,,101.0,,0,
214.0,Morgan State U.,13577,,12805,,553,,,,93.0,,108.0,,18,
215.0,"California State U., Northridge",13333,,12060,,810,,123.0,,135.0,,204.0,,1,
216.0,Prairie View A&M U.,13123,,7994,,2938,,1957.0,,7.0,,60.0,,167,
217.0,Central Michigan U.,12880,,5464,,48,,6696.0,,180.0,,479.0,,13,
218.0,South Carolina State U.,12607,,4456,,4852,,3290.0,,0.0,,0.0,,9,
219.0,North Carolina Central U.,12448,,10874,,371,,,,158.0,,781.0,,264,
220.0,"U. Texas Health Science Center, Tyler",12191,,3713,,4385,,2318.0,,0.0,,1775.0,,0,
221.0,"U. Missouri, Saint Louis",12061,,4369,,206,,6060.0,,164.0,,660.0,,602,
222.0,U. Southern Maine,11930,i,4365,i,5552,i,1422.0,i,6.0,i,534.0,i,51,i
223.0,Montana Tech of U. Montana,11595,,3420,,5736,,1788.0,,651.0,,0.0,,0,
224.0,U. Texas Pan American,11266,,6054,,1212,,2794.0,,498.0,,690.0,,18,
225.0,Humboldt State U.,11218,,3280,,2235,,2243.0,,999.0,,1106.0,,1355,
226.0,Tennessee Technological U.,11082,,3578,,3216,,3364.0,,99.0,,29.0,,796,
227.0,C. Charleston,10607,,6200,,383,,2692.0,,407.0,,906.0,,19,
228.0,Ball State U.,10548,,2291,,51,,7426.0,,522.0,,258.0,,0,
229.0,Winthrop U.,10156,,5802,,1297,,3052.0,,0.0,,5.0,,0,
230.0,Rhode Island C.,10080,,7258,,1613,,886.0,,0.0,,323.0,,0,
231.0,Western Washington U.,9921,,4546,,444,,4057.0,,357.0,,499.0,,18,
232.0,Tarleton State U.,9825,,3927,,2637,,2857.0,,29.0,,375.0,,0,
233.0,"U. Maryland, Eastern Shore",9700,,9284,,174,,0.0,,5.0,,5.0,,232,
234.0,"Purdue U., Calumet",9669,,4664,,739,,3634.0,,391.0,,235.0,,6,
235.0,U.S. Naval Academy,9609,,8978,,0,,467.0,,0.0,,164.0,,0,
236.0,"U. Nebraska, Omaha",9422,,6066,,351,,2740.0,,85.0,,170.0,,10,
237.0,Alcorn State U.,9396,,6784,,121,,2261.0,,178.0,,52.0,,0,
238.0,"CUNY, Brooklyn C.",9091,,5771,,46,,2184.0,,191.0,,96.0,,803,
239.0,Florida Gulf Coast U.,8992,,4501,,2117,,256.0,,87.0,,2031.0,,0,
240.0,"California State U., Long Beach",8830,,6198,,625,,,,599.0,,613.0,,795,
241.0,"CUNY, John Jay C. of Criminal Justice",8689,,3392,,62,,1854.0,,2371.0,,316.0,,694,
242.0,"California State U., Fresno",8624,,3573,,2159,,2198.0,,176.0,,477.0,,41,
243.0,"Arkansas State U., Jonesboro",8453,,4347,,3067,,1007.0,,9.0,,23.0,,0,
244.0,"U. Arkansas, Pine Bluff",8425,,3912,,1978,,2459.0,,0.0,,76.0,,0,
245.0,Langston U.,8126,,5621,,2505,,0.0,,0.0,,0.0,,0,
246.0,Rowan U.,8044,,4674,,634,,1109.0,,666.0,,862.0,,99,
247.0,Bowling Green State U.,7995,,5544,,731,,1405.0,,63.0,,243.0,,9,
248.0,Salisbury U.,7960,,2727,,2813,,1937.0,,51.0,,432.0,,0,
249.0,Western Kentucky U.,7854,,3450,,499,,3219.0,,220.0,,466.0,,0,
250.0,Virginia State U.,7808,,4951,,85,,2749.0,,0.0,,0.0,,23,
251.0,"U. Michigan, Dearborn",7802,,1844,,91,,3919.0,,1668.0,,214.0,,66,
252.0,U. Central Oklahoma,7691,,3193,,1398,,2607.0,,14.0,,479.0,,0,
253.0,"U. Washington, Bothell",7657,,2236,,638,,661.0,,188.0,,3814.0,,120,
254.0,Grand Valley State U.,7453,,2033,,51,,3554.0,,13.0,,1479.0,,323,
255.0,West Virginia State U.,7365,,5562,,1438,,193.0,,0.0,,0.0,,172,
256.0,"U. South Florida, Saint Petersburg",7292,,2650,,3,,4412.0,,164.0,,44.0,,19,
257.0,"Indiana U.-Purdue U., Fort Wayne",7052,,1650,,449,,3603.0,,90.0,,235.0,,1025,
258.0,"U. Arkansas, Little Rock",7003,,4259,,621,,1273.0,,248.0,,602.0,,0,
259.0,U. Colorado Colorado Springs,6988,,4244,,388,,1100.0,,959.0,,297.0,,0,
260.0,East Tennessee State U.,6930,,5135,,194,,283.0,,502.0,,774.0,,42,
261.0,"U. Tennessee, Chattanooga",6817,,1949,,775,,2878.0,,326.0,,127.0,,762,
262.0,"California State U., San Marcos",6432,,4573,,1091,,637.0,,3.0,,128.0,,0,
263.0,"Lincoln U., Jefferson City",6296,,5492,,804,,0.0,,0.0,,0.0,,0,
264.0,"CUNY, Graduate Center",6175,,2106,,96,,1533.0,,5.0,,1376.0,,1059,
265.0,U. Guam,6062,,5586,,82,,340.0,,42.0,,12.0,,0,
266.0,Kentucky State U.,6017,,4590,,1391,,0.0,,34.0,,2.0,,0,
267.0,"U. Texas, Brownsville",5827,,3977,,1647,,95.0,,0.0,,108.0,,0,
268.0,"California State U., Fullerton",5611,,4784,,136,,374.0,,93.0,,224.0,,0,
269.0,National Defense U.,5542,,5542,,0,,0.0,,0.0,,0.0,,0,
270.0,"California State U., Monterey Bay",5492,,3459,,1218,,716.0,,19.0,,80.0,,0,
271.0,Southern Connecticut State U.,5482,,1626,,910,,2347.0,,0.0,,599.0,,0,
272.0,Norfolk State U.,5348,,5104,,11,,0.0,,0.0,,26.0,,207,
273.0,Stephen F. Austin State U.,5170,,2340,,1756,,750.0,,125.0,,152.0,,47,
274.0,"Rutgers, State U. New Jersey, Camden",5123,,2215,,460,,1410.0,,29.0,,999.0,,10,
275.0,"U. Massachusetts, central office",5056,,1445,,2071,,483.0,,221.0,,814.0,,22,
276.0,U. Baltimore,5022,,2998,,1504,,0.0,,0.0,,486.0,,34,
277.0,"California State U., Los Angeles",5010,,4291,,279,,315.0,,0.0,,125.0,,0,
278.0,West Chester U. Pennsylvania,5009,,511,,34,,4315.0,,92.0,,33.0,,24,
279.0,Texas Southern U.,5005,,3458,,284,,926.0,,84.0,,253.0,,0,
280.0,"Southern U. and A&M C., Baton Rouge",4766,,3258,,92,,1359.0,,57.0,,0.0,,0,
281.0,Kennesaw State U.,4762,,2329,,78,,822.0,,223.0,,1194.0,,116,
282.0,"Southern U. and A&M C., Agricultural Research and Extension Center",4761,,2514,,2214,,33.0,,0.0,,0.0,,0,
283.0,"California State Polytechnic U., Pomona",4611,,1881,,1341,,895.0,,410.0,,84.0,,0,
284.0,"U. Texas, Tyler",4610,,2570,,339,,1490.0,,211.0,,0.0,,0,
