Rank,Institution,2006,Unnamed: 3,2007,Unnamed: 5,2008,Unnamed: 7,2009,Unnamed: 9,2010,Unnamed: 11,2011,Unnamed: 13,2012,Unnamed: 15,2013,Unnamed: 17,2014,Unnamed: 19,2015,Unnamed: 21,shift
462.0,Fayetteville State U.,632,,1743,,1304,,1613,,2188,,2378,,1771,,2050,,2499,,2092.0,,0
463.0,Grinnell C.,699,,787,,955,,627,,1797,,1072,,2001,,2603,,2336,,2091.0,,0
464.0,"U. North Carolina, Asheville",3192,,5202,,4039,,2933,,2322,,2603,,2575,,2189,,1597,,2046.0,,0
465.0,U. of the District of Columbia,5065,,5165,,5629,,3818,,5012,,3700,,4011,,3073,,2361,,2043.0,,0
466.0,"U. Illinois, Springfield",1083,,1321,,1622,,1347,,1808,,1536,,2155,,2205,,1852,,2040.0,,0
467.0,Hofstra U.,730,,687,,651,,868,,1151,,1095,,1546,,955,,1354,,2039.0,,0
468.0,U. Central Arkansas,7002,,7036,,1638,,1515,,1700,,1457,,1563,,1444,,2201,,2037.0,,0
469.0,Southeastern Louisiana U.,2150,,1650,,2302,,1609,,2172,,1638,,1733,,1642,,1408,,1984.0,,0
470.0,Seattle U.,930,i,1096,i,1262,,1107,,1190,i,1274,,642,,ne,,1500,,1975.0,,0
471.0,Texas A&M U.-Commerce,858,,1616,,1653,,2052,,2147,,1316,,1550,,1758,,1606,,1972.0,,0
472.0,Florida Gulf Coast U.,3133,,3479,,3344,,3915,,3841,,3611,,3190,,2943,,2150,,1967.0,,0
473.0,Middle Tennessee State U.,2015,,2135,,1590,,2482,,3370,,2825,,5491,,3384,,1522,,1965.0,,0
474.0,Lawrence Technological U.,2137,,2001,,1689,,1855,,3103,,3158,,1471,,1666,,1393,,1962.0,,0
475.0,"CUNY, C. Staten Island",2282,,3494,,3027,,3341,,3137,,2162,,3151,,2477,i,2089,,1907.0,,0
476.0,Connecticut C.,1127,,1020,,867,,1112,,1532,,1801,,1740,,1842,,1966,,1900.0,,0
477.0,U. Detroit Mercy,466,,480,i,ne,,1392,,1084,,1127,,933,,ne,,1305,,1872.0,,0
478.0,Tougaloo C.,461,,1675,,2381,,2783,,2978,,2542,,1865,,1857,,1894,,1868.0,,0
479.0,U. San Francisco,798,,1096,,1390,,1281,,1546,,1734,,3405,,2233,,2208,,1848.0,,0
480.0,Elizabeth City State U.,703,,1892,,2979,,3421,,5366,,10229,,3811,,3843,,2434,,1837.0,,0
481.0,Texas Woman's U.,1975,,2047,,2253,,2211,,2155,,2576,,3196,,2067,,1970,,1812.0,,0
481.0,"U. Washington, Tacoma",,,,,,,,,106,,142,,261,,23,,1,,1812.0,,0
483.0,Oberlin C.,810,,773,,726,,869,,1940,,1652,,1778,,1599,,1755,,1801.0,,0
483.0,Savannah State U.,2342,,2301,,1902,,1651,,1874,,2700,,1996,,2613,,2210,,1801.0,,0
485.0,U. del Turabo,864,,417,,532,,423,,1054,,410,,615,,566,,2319,,1780.0,,0
486.0,Norwich U.,ne,,ne,,ne,,ne,,ne,,1393,i,1218,,1543,,1497,,1761.0,,0
487.0,Coastal Carolina U.,1210,,1095,,1969,,1444,,2383,,2035,,2232,,2411,,2079,,1750.0,,0
488.0,Furman U.,1433,,1042,,1359,,1855,,2202,,2023,,1889,,1994,,1513,,1748.0,,0
489.0,Pepperdine U.,ne,,ne,,556,,606,,239,,1134,i,1455,i,1107,i,1298,,1725.0,,0
490.0,Northern Kentucky U.,1820,,1584,,1659,,1769,,2188,,2214,,1970,,1641,,1867,,1715.0,,0
491.0,Keck Graduate Institute,ne,,ne,,ne,,ne,,ne,,2313,,1920,,2357,,2132,,1708.0,,0
492.0,"Palmer C. of Chiropractic, Davenport",ne,,ne,,3340,,3415,,4693,,4861,,4507,,3774,,2736,i,1698.0,,0
493.0,"California State U., Chico",2208,i,1796,i,1384,,1889,,2710,,2288,,2430,,2833,,2284,,1676.0,,0
494.0,Santa Clara U.,3700,i,3814,i,3986,,4066,,3812,,2327,,3082,,2201,,2772,,1654.0,,0
495.0,Willamette U.,375,,377,,455,,951,,1161,,1161,,1825,,1484,,1183,,1643.0,,0
496.0,"California State U., Channel Islands",ne,,ne,,ne,,ne,,ne,,363,,ne,,1101,,3324,,1640.0,,0
496.0,"U. Louisiana, Monroe",4376,,4674,,16997,,4794,,2869,,2801,,2439,,2753,,2267,,1640.0,,0
498.0,"Minnesota State U., Mankato",880,,964,,1521,,3133,,3344,,1990,,1614,,1945,,1798,,1632.0,,0
499.0,"Oklahoma State U., Center for Health Sciences",,,,,,,,,4398,,2815,,2122,,2137,,1805,,1625.0,,0
500.0,Skidmore C.,772,,726,,782,,1411,,2632,,1941,,1758,,1733,,1646,,1620.0,,0
501.0,U. Central Oklahoma,841,,406,,865,,935,,1786,,1537,,998,,1058,,1207,,1619.0,,0
502.0,Valparaiso U.,699,,763,,866,,780,,703,,1250,,1997,,1032,,1392,,1590.0,,0
503.0,"U. Alaska, Southeast",720,,1338,,2435,,1787,,1620,,1147,,1107,,1241,,1484,,1588.0,,0
504.0,Middlebury C.,1767,i,1830,,1789,,1852,,2284,,2358,,3015,,2083,,1371,,1574.0,,0
505.0,Colby C.,1482,,1131,,1216,,1433,,1515,,1528,,1709,,1571,,1475,,1573.0,,0
506.0,Saint Michael's C.,ne,,ne,,ne,,613,,623,,703,,ne,,1497,,1500,,1532.0,,0
507.0,Plymouth State U.,ne,,ne,,1193,,1087,,1241,i,2010,i,1550,,1391,,1550,,1531.0,,0
508.0,California Maritime Academy,ne,,ne,,ne,,ne,,ne,,3005,i,2342,,2180,,1011,,1522.0,,0
509.0,"U. Puerto Rico, Cayey",ne,,411,,1057,,1237,,713,,1067,,1817,,1726,,1795,,1521.0,,0
510.0,"Indiana U., South Bend",,,,,,,,,1037,,992,,1098,,1271,,1413,,1514.0,,0
511.0,Eastern Michigan U.,3580,,3027,,4341,,5757,,5388,,5044,,5428,,2655,,1244,,1509.0,,0
512.0,Central State U.,2320,,2320,,2553,,3244,,3060,,3694,,3490,,2769,,2025,,1508.0,,0
513.0,Bowie State U.,1951,,1960,,ne,,ne,,ne,,1910,,1739,,1422,,1761,,1497.0,,0
514.0,U. of the Pacific,4161,,4131,,5946,,5528,,4429,,3241,,3753,,3479,,1877,,1488.0,,0
515.0,Siena C.,630,i,585,i,567,,1069,,1061,,1714,,1662,,1913,,1724,,1478.0,,0
516.0,Marshall B. Ketchum U.,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,1030,,1468.0,,0
517.0,Indiana State U.,2271,,1697,,1689,,1503,,1526,,1980,,1857,,1230,,1434,,1459.0,,0
518.0,Bradley U.,1905,,1860,,1760,,1598,,1123,,1856,,2354,,2840,,1483,,1452.0,,0
519.0,Roger Williams U.,1050,,867,,945,,636,,1174,,1616,,1369,,1283,,1927,,1450.0,,0
520.0,"Union C., Schenectady",1992,,2086,,2557,,1865,,1957,,1527,,1378,,2312,,1807,,1431.0,,0
521.0,Occidental C.,1449,,1652,,2110,,2625,,2154,,1803,,1592,,1634,,2177,,1426.0,,0
522.0,Colorado C.,ne,,ne,,644,,476,,543,,751,,701,,398,,896,,1423.0,,0
523.0,Morehead State U.,1332,,1758,,2822,,1777,,1882,,2000,,2064,,2376,,1433,,1420.0,,0
524.0,Bastyr U.,ne,,ne,,ne,,1485,,1572,,2121,,2844,,2728,,3857,,1409.0,,0
525.0,Rhode Island C.,ne,,ne,,ne,,ne,,ne,,2316,,1569,,1167,,907,,1396.0,,0
526.0,"CUNY, Baruch C.",1118,,1030,,1161,,1047,,1860,,1342,,2143,,967,,900,,1379.0,,0
527.0,Eastern Kentucky U.,894,,614,,540,,1087,,3017,,3169,,2965,,2182,,1858,,1375.0,,0
528.0,Benedict C.,1314,,1604,,1352,,1279,,1533,,3009,,2754,,2664,,2479,,1373.0,,0
529.0,U. Hartford,1633,,1923,,2427,,4338,,1137,,2414,,1736,,1448,,1305,,1350.0,,0
530.0,American Samoa Community C.,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,1337.0,,0
531.0,"SUNY, C. Brockport",839,,1025,,706,,651,,831,,1248,,1487,,1183,,1130,,1329.0,,0
532.0,Kennesaw State U.,361,,548,,634,,592,,1401,,1374,,1738,i,2100,,1881,,1316.0,,0
533.0,Providence C.,432,,558,,555,,661,,895,,758,,ne,,887,,ne,,1311.0,,0
534.0,Stockton U.,ne,,ne,,ne,,ne,,ne,,1226,,609,,ne,,1155,,1297.0,,0
535.0,Salus U.,1642,,1587,,1851,,1380,,1359,,1493,,1337,,1368,,1190,,1257.0,,0
536.0,Albany State U.,1455,,1331,,2441,,1206,,740,,1416,,2213,,1658,,1549,,1233.0,,0
537.0,Hawaii Pacific U.,ne,,ne,,ne,,ne,,ne,,592,,1016,,983,,1524,,1221.0,,0
538.0,"Trinity C., Hartford",593,,951,,669,,885,,1292,,1449,,1675,,1369,,1654,,1217.0,,0
539.0,"U. Nebraska, Kearney",758,,1306,,688,,1116,,1441,,2137,,948,,1234,,1275,,1216.0,,0
540.0,Claflin U.,930,,1261,i,1592,,3328,,3241,,5202,,5255,,2574,,1618,,1204.0,,0
541.0,Lafayette C.,1612,,1472,,1785,,1411,,1544,,1720,,1308,,1269,,973,,1201.0,,0
542.0,Black Hills State U.,2628,,2935,,2539,,1719,,1741,,1568,,1909,,1983,,1322,,1197.0,,0
543.0,Salish Kootenai C.,ne,,ne,,446,,519,,382,,658,,1019,,1042,,1399,i,1186.0,,0
544.0,U. del Este,432,,407,,416,,709,,1328,,1166,,1147,,1518,,1367,,1173.0,,0
545.0,Winthrop U.,ne,,ne,,ne,,ne,,ne,,1350,,1465,,1207,,1211,,1163.0,,0
546.0,"SUNY, Geneseo",1036,,1743,,2139,,1912,,1174,,2239,,1989,,1082,,957,,1162.0,,0
547.0,"U. South Carolina, Aiken",,,,,,,,,337,i,750,,ne,,1309,,1133,i,1154.0,,0
548.0,Dakota State U.,ne,,ne,,ne,,ne,,ne,,1015,,5709,,1574,,1446,,1152.0,,0
549.0,Sonoma State U.,637,,408,,652,,525,,858,,787,,ne,,1938,,1714,,1146.0,,0
550.0,Western Carolina U.,1905,,2602,,3329,,2693,,2353,,1419,,1768,,1011,,1048,,1145.0,,0
551.0,Shaw U.,1815,,1826,,2090,,2314,,2042,i,1769,,1777,i,ne,,1378,i,1136.0,i,0
552.0,Gonzaga U.,ne,,ne,,844,,705,,1048,,1696,,1710,,1186,,1084,,1134.0,,0
553.0,"U. Texas, Permian Basin",ne,,995,,2556,,797,,1274,,1024,,969,,716,,1216,,1132.0,,0
554.0,Lake Superior State U.,ne,,ne,,ne,,ne,,ne,,752,,ne,,ne,,ne,,1122.0,,0
555.0,St. Olaf C.,854,,1060,,1321,,1067,,1545,,1078,,1415,,1209,,1191,,1118.0,,0
556.0,Heidelberg U.,ne,,ne,,ne,,ne,,ne,,1219,i,ne,,1129,,1537,,1107.0,,0
557.0,Central Connecticut State U.,573,,523,,363,,297,,659,,1083,,1248,,1416,,971,,1106.0,,0
558.0,Grambling State U.,567,,428,,643,,818,i,993,,2085,,1523,,1327,,1165,,1098.0,,0
559.0,Macalester C.,2351,,2349,,2457,,2560,,3080,,3343,,1518,,1241,,1256,,1096.0,,0
560.0,C. Wooster,966,,944,,611,,880,,938,,1110,,880,,ne,,1135,,1092.0,i,0
561.0,"SUNY, C. Plattsburgh",1985,,1190,,425,,1464,,1613,,1098,,913,,ne,,1008,,1087.0,,0
562.0,"California State U., Stanislaus",ne,,ne,,ne,,ne,,ne,,1419,i,1758,,1104,,892,,1078.0,,0
563.0,New England C. of Optometry,1711,,1356,,1604,,1596,,1457,,1751,,2237,,2172,,1234,,1077.0,,0
563.0,U. Western States,ne,,ne,,907,,810,,996,,858,,ne,,1238,,1383,,1077.0,,0
565.0,Kean U.,ne,,ne,,ne,,ne,,ne,,550,,1191,,473,,ne,,1064.0,,0
565.0,U. Tampa,ne,,ne,,ne,,ne,,ne,,ne,,ne,,666,,1061,,1064.0,,0
567.0,Elon U.,ne,,ne,,ne,,ne,,ne,,602,i,707,i,876,i,851,,1054.0,,0
568.0,"California State U., Dominguez Hills",3190,,6016,,3506,,2836,,2743,,2780,,2894,,3088,,1384,i,1035.0,,0
568.0,Spelman C.,3084,,3741,,2005,,2944,,2740,,1833,,1874,,1366,,1185,,1035.0,,0
570.0,U. Houston system administration,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,1027.0,,0
571.0,U. Houston-Downtown,509,,175,,292,,520,,1010,,1272,,2123,,584,,605,,1016.0,,0
572.0,U. Wisconsin-Green Bay,1328,,1031,,1056,,979,,1128,,984,i,991,i,998,i,1003,i,1010.0,i,0
573.0,Christopher Newport U.,789,,709,,805,,1038,,1096,,1669,,1327,,1173,,1469,,1002.0,,0
574.0,Pacific U.,402,,793,,808,,519,,1567,,927,,481,,2387,,1094,i,978.0,,0
575.0,Alaska Pacific U.,ne,,ne,,309,,414,,434,,518,,ne,,ne,,ne,,976.0,,0
576.0,Keene State C.,ne,,ne,,ne,,ne,,ne,,1029,,814,i,597,,1048,,966.0,,0
577.0,"CUNY, Medgar Evers C.",636,,512,,283,,358,,618,,1929,,1555,,1134,,1063,,937.0,,0
578.0,Texas A&M International U.,ne,,ne,,196,,1227,,1596,,1336,,1225,,1349,,1450,,925.0,,0
579.0,Sewanee: U. of the South,186,,190,,ne,,ne,,ne,,957,,847,,ne,,1058,,906.0,,0
580.0,McNeese State U.,392,,316,,691,,807,,1000,,1224,,828,,803,,971,,893.0,,0
581.0,"U. South Carolina, Beaufort",,,,,,,,,462,i,882,,ne,,ne,,ne,,892.0,,0
582.0,Austin Peay State U.,ne,,ne,,ne,,ne,,ne,,1603,,1358,,1413,,868,,863.0,,0
583.0,U. Houston-Clear Lake,789,,851,,709,,769,,831,,1273,,1253,,1175,,1013,,853.0,,0
584.0,Saginaw Valley State U.,443,,680,,374,,561,,585,,925,,748,,576,,ne,,838.0,,0
585.0,Ithaca C.,1657,,1434,,1457,,1091,,1046,,963,,1079,,1141,,1079,,836.0,,0
586.0,"CUNY, system office",ne,,ne,,ne,,ne,,ne,,ne,,819,,435,,652,,828.0,,0
587.0,Oregon Institute of Technology,4047,,4155,,4296,,ne,,ne,,258,,ne,,ne,,ne,,788.0,,0
588.0,Western Illinois U.,1154,,1485,,1597,,1742,,1210,,1524,,4514,,1983,,1349,,778.0,,0
589.0,Dickinson C.,847,,1076,,1311,,1479,,1432,,1308,,1133,,836,,756,,760.0,,0
590.0,"Augustana C., Sioux Falls",892,,807,,843,,811,,912,,1578,,1160,,1045,,1106,,756.0,,0
591.0,Rider U.,1287,,1330,,1410,,1550,,442,,373,,550,,823,i,830,i,754.0,,0
592.0,Quinnipiac U.,ne,,ne,,ne,,ne,,ne,,ne,,790,i,803,i,ne,,750.0,i,0
593.0,"U. Puerto Rico, Humacao",4429,,5220,,2124,,1961,,1968,i,1976,,1949,,1452,,1102,,748.0,,0
594.0,Augsburg C.,579,,676,,728,,ne,,ne,,1113,,1073,,620,,ne,,747.0,,0
595.0,"Saint John's U., Collegeville",ne,,ne,,619,,485,,390,,563,,ne,,763,,907,,745.0,,0
596.0,Seton Hall U.,2395,,2685,,2290,,8923,,3030,,5560,,679,,691,,688,,736.0,,0
597.0,U. Wisconsin-Platteville,605,,540,,511,,685,,681,,715,i,ne,,ne,,899,i,726.0,i,0
598.0,Nicholls State U.,1121,,922,,841,,1572,,2202,,2719,,1725,,883,,869,,697.0,,0
599.0,"U. Minnesota, Morris",,,,,,,,,415,,473,,ne,,477,,799,,676.0,,0
600.0,Northwest Indian C.,ne,,ne,,ne,,2491,,2271,i,2557,i,2590,,2760,,2182,i,663.0,i,0
601.0,C. of Saint Benedict,ne,,ne,,ne,,ne,,ne,,513,,ne,,738,,769,,662.0,,0
602.0,Hobart and William Smith Colleges,ne,,685,,1443,,1457,,1320,,1355,,1120,,2042,,1100,,654.0,,0
603.0,Saint Joseph's U.,3037,,2930,,2215,,2129,,1957,,1840,,1704,,937,,569,,650.0,,0
604.0,Mercyhurst U.,819,,767,,609,,825,,1106,,581,,588,,474,,887,,631.0,,0
605.0,Hamilton C.,1504,,1907,,1261,,1344,,1431,,1476,,1136,,1660,,1178,,627.0,,0
606.0,Suffolk U.,ne,,ne,,ne,,ne,,ne,,847,,477,,748,,757,,625.0,,0
607.0,Barry U.,ne,,ne,,697,,875,,897,,1348,,1447,,3034,,1658,,607.0,,0
608.0,Eastern Connecticut State U.,ne,,ne,,ne,,ne,,ne,,96,,ne,,ne,,574,,606.0,,0
609.0,U. of the Incarnate Word,ne,,ne,,ne,,ne,,ne,,302,,ne,,ne,,ne,,576.0,,0
610.0,"CUNY, Advanced Science Research Center",na,,na,,na,,na,,na,,na,,na,,na,,na,,569.0,,0
611.0,U. West Georgia,1042,,1172,,1462,,1072,,1020,,1318,,961,,835,,905,,545.0,,0
612.0,"Wheaton C., Wheaton",ne,,ne,,ne,,ne,,ne,,769,,658,,ne,,850,,532.0,,0
613.0,U. New Haven,ne,,353,,ne,,ne,,ne,,595,,456,,728,,511,i,518.0,,0
614.0,"U. Massachusetts, central office",ne,,ne,,ne,,ne,,ne,,ne,,485,,131,,339,,517.0,,0
615.0,"SUNY, Farmingdale State C.",ne,,ne,,ne,,ne,,228,,604,,693,,1896,,582,,508.0,,0
616.0,La Salle U.,243,,2758,,2920,,2359,,594,,539,,287,,324,,461,,495.0,,0
617.0,Doane C.,ne,,ne,,ne,,ne,,ne,,1022,,678,,ne,,1026,,474.0,,0
618.0,Niagara U.,ne,,ne,,ne,,465,,655,,783,,1476,,1053,,611,,458.0,,0
619.0,Emerson C.,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,455.0,,0
620.0,Washington and Lee U.,402,,329,,272,,804,,939,,455,,ne,,271,,ne,,426.0,,0
621.0,Marist C.,545,i,ne,,927,,989,,433,i,201,,ne,,ne,,ne,,345.0,,0
622.0,Rhode Island School of Design,ne,,ne,,ne,,ne,,ne,,377,,ne,,ne,,ne,,328.0,,0
623.0,"CUNY, York C.",1525,,2550,,2210,,ne,,ne,,2134,,1153,,826,,ne,,315.0,,0
624.0,National U.,ne,,ne,,ne,,ne,,ne,,0,i,0,i,0,,1,,288.0,,0
625.0,La Sierra U.,ne,,ne,,ne,,ne,,ne,,661,,ne,,ne,,283,,280.0,,0
626.0,"U. South Florida, Sarasota-Manatee",,,,,,,,,105,,86,,ne,,ne,,290,,274.0,,0
627.0,U. of Mary Washington,ne,,ne,,ne,,ne,,ne,,563,i,90,,ne,,ne,,266.0,,0
628.0,"U. South Florida, Saint Petersburg",,,,,,,,,659,,364,,559,,1195,,1498,,252.0,,0
629.0,East Central U.,ne,,ne,,ne,,ne,,ne,,1937,i,937,,ne,,295,,246.0,,0
630.0,Seattle Pacific U.,ne,,150,i,ne,,235,,205,,320,,301,,172,,227,,244.0,,0
631.0,U. Redlands,1172,,1206,,1190,,1422,,1107,,1357,,1367,,1280,,1154,,225.0,,0
632.0,Florida Polytechnic U.,na,,na,,na,,na,,na,,na,,na,,na,,na,,212.0,,0
633.0,Jacksonville State U.,1470,,523,,ne,,224,,398,,624,,ne,,ne,,ne,,197.0,,0
634.0,Maine Maritime Academy,ne,,ne,,ne,,ne,,ne,,338,i,ne,,ne,,ne,,168.0,i,0
635.0,Wheeling Jesuit U.,6304,i,7005,,1131,,7097,,2179,,4132,,3179,,853,,502,,108.0,,0
636.0,Wiley C.,ne,,ne,,286,,313,,491,,414,,86,,320,,54,,103.0,,0
637.0,Mills C.,550,i,575,i,560,i,260,,122,,210,,162,,325,,139,,99.0,,0
638.0,"Purdue U., North Central",,,,,,,,,127,,137,,254,,255,,113,,89.0,,0
All other surveyed institutionsb,5562555,,5637308,,5929118,,6355277,,500336,,796586,,702327,,647137,,18623,,0.0,,,-1
