Rank,Institution,All federal R&D expenditures,Unnamed: 3,DOD,Unnamed: 5,DOE,Unnamed: 7,HHS,Unnamed: 9,NASA,Unnamed: 11,NSF,Unnamed: 13,USDA,Unnamed: 15,Othera,Unnamed: 17,shift
442.0,"Pennsylvania State U., Behrend",1510.0,,80.0,,54.0,,6.0,,0.0,,330.0,,0.0,,1040.0,,0
443.0,Central State U.,1508.0,,782.0,,0.0,,11.0,,19.0,,574.0,,103.0,,19.0,,0
444.0,Bowie State U.,1497.0,,266.0,,0.0,,160.0,,11.0,,974.0,,32.0,,54.0,,0
445.0,Sam Houston State U.,1491.0,,356.0,,26.0,,78.0,,0.0,,500.0,,86.0,,445.0,,0
446.0,Bucknell U.,1489.0,,40.0,,73.0,,33.0,,156.0,,1053.0,,0.0,,134.0,,0
447.0,Eastern Michigan U.,1482.0,,170.0,,0.0,,532.0,,123.0,,271.0,,132.0,,254.0,,0
448.0,"U. Louisiana, Monroe",1479.0,,0.0,,0.0,,1138.0,,0.0,,23.0,,21.0,,297.0,,0
449.0,Haverford C.,1476.0,,208.0,,0.0,,179.0,,0.0,,1089.0,,0.0,,0.0,,0
450.0,"U. Massachusetts, central office",1445.0,,0.0,,0.0,,243.0,,0.0,,189.0,,0.0,,1013.0,,0
451.0,Hope C.,1436.0,,6.0,,233.0,,96.0,,53.0,,1046.0,,0.0,,2.0,,0
452.0,Alfred U.,1434.0,,362.0,,734.0,,0.0,,9.0,,321.0,,0.0,,8.0,,0
452.0,U. of the District of Columbia,1434.0,,182.0,,0.0,,369.0,,0.0,,0.0,,860.0,,23.0,,0
454.0,Southeastern Louisiana U.,1429.0,,0.0,,0.0,,133.0,,0.0,,389.0,,263.0,,644.0,,0
455.0,"Toyota Technological Institute, Chicago",1392.0,,5.0,,0.0,,142.0,,0.0,,1245.0,,0.0,,0.0,,0
456.0,Swarthmore C.,1379.0,,0.0,,60.0,,497.0,,44.0,,467.0,,77.0,,234.0,,0
457.0,Benedict C.,1373.0,,189.0,,646.0,,59.0,,0.0,,360.0,,0.0,,119.0,,0
458.0,Oberlin C.,1364.0,,0.0,,0.0,,124.0,,0.0,,1154.0,,0.0,,86.0,,0
459.0,U. Northern Colorado,1359.0,,10.0,,0.0,,276.0,,51.0,,650.0,,159.0,,213.0,,0
460.0,Northern Kentucky U.,1342.0,,0.0,,0.0,,902.0,,79.0,,309.0,,0.0,,52.0,,0
461.0,"U. Alaska, Southeast",1341.0,,21.0,,0.0,,56.0,,65.0,,769.0,,0.0,,430.0,,0
462.0,American Samoa Community C.,1337.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1337.0,,0.0,,0
463.0,Milwaukee School of Engineering,1335.0,,0.0,,0.0,,695.0,,3.0,,571.0,,0.0,,66.0,,0
464.0,"Touro U., Vallejo",1332.0,,0.0,,0.0,,1332.0,,0.0,,0.0,,0.0,,0.0,,0
465.0,U. Central Arkansas,1300.0,,25.0,,0.0,,550.0,,31.0,,460.0,,5.0,,229.0,,0
466.0,St. Cloud State U.,1299.0,,317.0,,0.0,,79.0,,19.0,,708.0,,0.0,,176.0,,0
467.0,Valparaiso U.,1267.0,,0.0,,830.0,,0.0,,43.0,,389.0,,5.0,,0.0,,0
468.0,Santa Clara U.,1226.0,,76.0,,6.0,,168.0,,233.0,,532.0,,78.0,,133.0,,0
469.0,"CUNY, C. Staten Island",1222.0,,62.0,,0.0,,195.0,,0.0,,797.0,,0.0,,168.0,,0
470.0,Morehead State U.,1217.0,,0.0,,0.0,,850.0,,170.0,,22.0,,0.0,,175.0,,0
471.0,Western U. of Health Sciences,1206.0,,166.0,,0.0,,945.0,,0.0,,16.0,,77.0,,2.0,,0
472.0,Salus U.,1198.0,,0.0,,0.0,,1198.0,,0.0,,0.0,,0.0,,0.0,,0
472.0,U. North Florida,1198.0,,50.0,,0.0,,13.0,,25.0,,656.0,,0.0,,454.0,,0
474.0,Salish Kootenai C.,1186.0,,0.0,,0.0,,83.0,,860.0,,81.0,,162.0,,0.0,,0
475.0,Trinity U.,1183.0,,0.0,,0.0,,182.0,,0.0,,965.0,,0.0,,36.0,,0
476.0,Grambling State U.,1177.0,,219.0,,0.0,,323.0,,4.0,,369.0,,0.0,,262.0,,0
477.0,Calvin C.,1175.0,i,0.0,i,0.0,i,211.0,i,5.0,i,839.0,i,0.0,i,120.0,i,0
478.0,Providence C.,1162.0,,0.0,,0.0,,912.0,,0.0,,250.0,,0.0,,0.0,,0
479.0,Claflin U.,1158.0,,20.0,,280.0,,205.0,,1.0,,652.0,,0.0,,0.0,,0
480.0,Wheeling Jesuit U.,1156.0,,808.0,,0.0,,239.0,,16.0,,93.0,,0.0,,0.0,,0
481.0,Saint Michael's C.,1153.0,,0.0,,0.0,,38.0,,60.0,,1050.0,,0.0,,5.0,,0
482.0,Furman U.,1136.0,,0.0,,0.0,,492.0,,27.0,,613.0,,0.0,,4.0,,0
482.0,Siena C.,1136.0,,0.0,,19.0,,56.0,,48.0,,1013.0,,0.0,,0.0,,0
484.0,Vassar C.,1133.0,,0.0,,2.0,,61.0,,35.0,,961.0,,0.0,,74.0,,0
485.0,Albany State U.,1128.0,,219.0,,0.0,,731.0,,23.0,,140.0,,0.0,,15.0,,0
486.0,Norwich U.,1121.0,,0.0,,10.0,,978.0,,14.0,,46.0,,0.0,,73.0,,0
486.0,Texas A&M U.-Commerce,1121.0,,0.0,,102.0,,0.0,,59.0,,794.0,,0.0,,166.0,,0
488.0,Eastern Kentucky U.,1111.0,,131.0,,0.0,,427.0,,0.0,,245.0,,11.0,,297.0,,0
489.0,Maine Maritime Academy,1110.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1110.0,,0
490.0,Colgate U.,1109.0,,0.0,,0.0,,214.0,,11.0,,772.0,,0.0,,112.0,,0
491.0,Franklin W. Olin C. of Engineering,1103.0,,91.0,,0.0,,18.0,,50.0,,784.0,,0.0,,160.0,,0
492.0,U. of the Sciences Philadelphia,1096.0,,0.0,,0.0,,944.0,,0.0,,76.0,,76.0,,0.0,,0
493.0,U. Hartford,1089.0,,255.0,,0.0,,141.0,,427.0,,152.0,,0.0,,114.0,,0
494.0,"Union C., Schenectady",1080.0,,0.0,,4.0,,192.0,,23.0,,861.0,,0.0,,0.0,,0
495.0,Shaw U.,1078.0,i,49.0,i,12.0,i,298.0,i,7.0,i,538.0,i,23.0,i,151.0,i,0
496.0,Pomona C.,1074.0,,0.0,,0.0,,213.0,,63.0,,775.0,,8.0,,15.0,,0
497.0,Lafayette C.,1066.0,,0.0,,0.0,,195.0,,55.0,,598.0,,52.0,,166.0,,0
498.0,Albany C. of Pharmacy and Health Sciences,1065.0,,0.0,,0.0,,1065.0,,0.0,,0.0,,0.0,,0.0,,0
499.0,Pepperdine U.,1058.0,,0.0,,0.0,,0.0,,0.0,,417.0,,0.0,,641.0,,0
500.0,Christopher Newport U.,1041.0,,50.0,,141.0,,0.0,,91.0,,637.0,,0.0,,122.0,,0
500.0,Coastal Carolina U.,1041.0,,107.0,,82.0,,2.0,,8.0,,289.0,,0.0,,553.0,,0
502.0,Colby C.,1038.0,,0.0,,0.0,,500.0,,64.0,,474.0,,0.0,,0.0,,0
503.0,Spelman C.,1035.0,,0.0,,58.0,,225.0,,35.0,,709.0,,0.0,,8.0,,0
504.0,Kettering U.,1032.0,,0.0,,0.0,,0.0,,0.0,,661.0,,0.0,,371.0,,0
505.0,Franklin and Marshall C.,1017.0,,66.0,,0.0,,321.0,,9.0,,551.0,,44.0,,26.0,,0
506.0,U. Wisconsin-La Crosse,1006.0,,23.0,,0.0,,121.0,,19.0,,386.0,,10.0,,447.0,,0
507.0,Indiana State U.,992.0,,46.0,,12.0,,34.0,,20.0,,432.0,,14.0,,434.0,,0
507.0,"St. John's U., Manhattan",992.0,,74.0,,0.0,,559.0,,0.0,,295.0,,0.0,,64.0,,0
509.0,Lawrence Technological U.,976.0,,441.0,,2.0,,70.0,,0.0,,189.0,,0.0,,274.0,,0
509.0,U. Wisconsin-Oshkosh,976.0,i,139.0,i,50.0,i,501.0,i,37.0,i,146.0,i,20.0,i,83.0,i,0
511.0,Skidmore C.,969.0,,0.0,,0.0,,34.0,,74.0,,279.0,,0.0,,582.0,,0
512.0,Sonoma State U.,964.0,,44.0,,87.0,,103.0,,170.0,,450.0,,0.0,,110.0,,0
513.0,Pacific U.,962.0,,0.0,,0.0,,401.0,,0.0,,184.0,,0.0,,377.0,,0
514.0,"U. Puerto Rico, Cayey",959.0,,0.0,,0.0,,889.0,,0.0,,70.0,,0.0,,0.0,,0
515.0,Eastern Washington U.,955.0,,134.0,,499.0,,144.0,,6.0,,73.0,,0.0,,99.0,,0
516.0,Mills C.,938.0,,0.0,,0.0,,0.0,,0.0,,473.0,,0.0,,465.0,,0
517.0,Keck Graduate Institute,937.0,,0.0,,0.0,,750.0,,0.0,,187.0,,0.0,,0.0,,0
518.0,Seattle U.,927.0,,0.0,,0.0,,70.0,,10.0,,810.0,,0.0,,37.0,,0
519.0,Seattle Pacific U.,915.0,,0.0,,0.0,,198.0,,0.0,,717.0,,0.0,,0.0,,0
520.0,"U. Oklahoma, Tulsa",895.0,,22.0,,0.0,,523.0,,0.0,,175.0,,0.0,,175.0,,0
521.0,U. Detroit Mercy,890.0,,0.0,,0.0,,627.0,,0.0,,221.0,,0.0,,42.0,,0
522.0,"Trinity C., Hartford",889.0,,0.0,,0.0,,252.0,,5.0,,632.0,,0.0,,0.0,,0
523.0,Lewis and Clark C.,872.0,,0.0,,305.0,,236.0,,0.0,,322.0,,0.0,,9.0,,0
524.0,"California State U., Chico",854.0,,29.0,,112.0,,98.0,,54.0,,482.0,,34.0,,45.0,,0
525.0,Occidental C.,853.0,,0.0,,1.0,,0.0,,56.0,,735.0,,0.0,,61.0,,0
526.0,"SUNY, Buffalo State",846.0,,23.0,,0.0,,255.0,,0.0,,88.0,,0.0,,480.0,,0
527.0,"CUNY, Baruch C.",845.0,,0.0,,207.0,,75.0,,65.0,,477.0,,20.0,,1.0,,0
528.0,"CUNY, system office",828.0,,797.0,,0.0,,6.0,,0.0,,24.0,,0.0,,1.0,,0
529.0,"California State U., Channel Islands",825.0,,0.0,,0.0,,0.0,,0.0,,208.0,,0.0,,617.0,,0
530.0,Keene State C.,820.0,,0.0,,0.0,,361.0,,2.0,,457.0,,0.0,,0.0,,0
531.0,Loyola Marymount U.,819.0,,23.0,,0.0,,439.0,,0.0,,338.0,,19.0,,0.0,,0
532.0,Alaska Pacific U.,802.0,,90.0,,0.0,,0.0,,26.0,,294.0,,7.0,,385.0,,0
533.0,Murray State U.,798.0,,42.0,,0.0,,47.0,,2.0,,604.0,,38.0,,65.0,,0
534.0,Hawaii Pacific U.,789.0,,59.0,,1.0,,492.0,,0.0,,25.0,,3.0,,209.0,,0
535.0,Dakota State U.,765.0,,108.0,,0.0,,0.0,,0.0,,644.0,,13.0,,0.0,,0
536.0,Connecticut C.,756.0,,81.0,,0.0,,100.0,,0.0,,494.0,,0.0,,81.0,,0
537.0,Willamette U.,745.0,,35.0,,0.0,,0.0,,0.0,,684.0,,7.0,,19.0,,0
538.0,Western Carolina U.,740.0,,6.0,,0.0,,0.0,,0.0,,25.0,,22.0,,687.0,,0
539.0,Texas Woman's U.,722.0,,0.0,,0.0,,149.0,,0.0,,0.0,,123.0,,450.0,,0
540.0,"SUNY, C. Plattsburgh",717.0,,0.0,,0.0,,1.0,,360.0,,0.0,,0.0,,356.0,,0
541.0,Macalester C.,708.0,,0.0,,0.0,,6.0,,35.0,,617.0,,0.0,,50.0,,0
542.0,U. Western States,699.0,,9.0,,0.0,,690.0,,0.0,,0.0,,0.0,,0.0,,0
543.0,"U. South Carolina, Aiken",689.0,,0.0,,19.0,,0.0,,0.0,,29.0,,0.0,,641.0,,0
544.0,"CUNY, Medgar Evers C.",686.0,,0.0,,0.0,,471.0,,128.0,,87.0,,0.0,,0.0,,0
545.0,"Augustana C., Sioux Falls",671.0,,0.0,,0.0,,313.0,,47.0,,300.0,,0.0,,11.0,,0
546.0,Augsburg C.,669.0,,0.0,,42.0,,0.0,,23.0,,604.0,,0.0,,0.0,,0
546.0,"U. Puerto Rico, Humacao",669.0,,6.0,,0.0,,139.0,,0.0,,524.0,,0.0,,0.0,,0
548.0,St. Olaf C.,668.0,,0.0,,0.0,,77.0,,0.0,,545.0,,0.0,,46.0,,0
549.0,"SUNY, Geneseo",663.0,,0.0,,393.0,,68.0,,71.0,,103.0,,0.0,,28.0,,0
550.0,Texas A&M International U.,658.0,,0.0,,0.0,,0.0,,0.0,,61.0,,64.0,,533.0,,0
551.0,Midwestern U.,654.0,,0.0,,0.0,,426.0,,0.0,,13.0,,0.0,,215.0,,0
552.0,Ithaca C.,635.0,,0.0,,0.0,,117.0,,303.0,,142.0,,0.0,,73.0,,0
553.0,Mercyhurst U.,616.0,,0.0,,0.0,,54.0,,1.0,,26.0,,0.0,,535.0,,0
554.0,Colorado C.,602.0,,0.0,,0.0,,0.0,,0.0,,574.0,,0.0,,28.0,,0
555.0,"U. Texas, Permian Basin",595.0,,0.0,,490.0,,0.0,,0.0,,30.0,,0.0,,75.0,,0
556.0,East Central U.,571.0,,0.0,,0.0,,98.0,,12.0,,52.0,,0.0,,409.0,,0
557.0,"Pennsylvania State U., Harrisburg",565.0,,0.0,,0.0,,21.0,,0.0,,421.0,,52.0,,71.0,,0
558.0,Hamilton C.,559.0,,118.0,,1.0,,0.0,,0.0,,157.0,,0.0,,283.0,,0
559.0,"Purdue U., North Central",552.0,,0.0,,0.0,,0.0,,0.0,,11.0,,0.0,,541.0,,0
560.0,Grinnell C.,546.0,,0.0,,0.0,,148.0,,55.0,,343.0,,0.0,,0.0,,0
560.0,"Minnesota State U., Mankato",546.0,,0.0,,0.0,,0.0,,0.0,,167.0,,0.0,,379.0,,0
562.0,U. Wisconsin-Green Bay,545.0,,142.0,i,49.0,i,114.0,i,25.0,i,102.0,i,30.0,i,83.0,i,0
563.0,U. Houston-Clear Lake,541.0,,0.0,,0.0,,36.0,,165.0,,103.0,,0.0,,237.0,,0
564.0,Bastyr U.,540.0,,0.0,,0.0,,540.0,,0.0,,0.0,,0.0,,0.0,,0
565.0,"SUNY, C. Brockport",535.0,,1.0,,0.0,,0.0,,9.0,,42.0,,0.0,,483.0,,0
566.0,"CUNY, York C.",534.0,,25.0,,88.0,,343.0,,29.0,,24.0,,25.0,,0.0,,0
567.0,U. del Este,530.0,,0.0,,0.0,,530.0,,0.0,,0.0,,0.0,,0.0,,0
568.0,Saint Joseph's U.,526.0,,0.0,,0.0,,0.0,,0.0,,465.0,,39.0,,22.0,,0
569.0,Dickinson C.,517.0,,0.0,,0.0,,36.0,,0.0,,390.0,,12.0,,79.0,,0
570.0,"U. Nebraska, Kearney",515.0,,0.0,,0.0,,98.0,,19.0,,119.0,,13.0,,266.0,,0
571.0,West Chester U. Pennsylvania,511.0,,193.0,,0.0,,0.0,,50.0,,238.0,,5.0,,25.0,,0
572.0,"SUNY, Farmingdale State C.",508.0,,0.0,,308.0,,74.0,,0.0,,60.0,,66.0,,0.0,,0
573.0,U. New Haven,507.0,,11.0,,0.0,,0.0,,17.0,,144.0,,0.0,,335.0,,0
574.0,U. San Francisco,503.0,,0.0,,0.0,,220.0,,0.0,,213.0,,0.0,,70.0,,0
575.0,Quinnipiac U.,480.0,i,28.0,i,13.0,i,187.0,i,2.0,i,189.0,i,5.0,i,56.0,i,0
576.0,"U. South Carolina, Beaufort",478.0,,0.0,,0.0,,227.0,,182.0,,69.0,,0.0,,0.0,,0
577.0,Pittsburg State U.,453.0,,0.0,,0.0,,143.0,,18.0,,10.0,,277.0,,5.0,,0
578.0,U. del Turabo,447.0,,0.0,,215.0,,46.0,,0.0,,177.0,,0.0,,9.0,,0
579.0,Hobart and William Smith Colleges,442.0,,0.0,,0.0,,6.0,,0.0,,403.0,,0.0,,33.0,,0
580.0,U. West Georgia,432.0,,0.0,,0.0,,72.0,,0.0,,330.0,,3.0,,27.0,,0
581.0,U. of Mary Washington,425.0,,16.0,,0.0,,0.0,,0.0,,141.0,,0.0,,268.0,,0
582.0,Emerson C.,423.0,,0.0,,0.0,,410.0,,0.0,,0.0,,0.0,,13.0,,0
583.0,New England C. of Optometry,419.0,,0.0,,0.0,,419.0,,0.0,,0.0,,0.0,,0.0,,0
584.0,Commonwealth Medical C.,415.0,,299.0,,0.0,,116.0,,0.0,,0.0,,0.0,,0.0,,0
585.0,"Indiana U., South Bend",408.0,,0.0,,0.0,,0.0,,0.0,,408.0,,0.0,,0.0,,0
586.0,U. of the Incarnate Word,403.0,,388.0,,0.0,,15.0,,0.0,,0.0,,0.0,,0.0,,0
587.0,Doane C.,390.0,,0.0,,0.0,,121.0,,0.0,,269.0,,0.0,,0.0,,0
588.0,Barry U.,386.0,,5.0,,0.0,,364.0,,0.0,,17.0,,0.0,,0.0,,0
589.0,Elon U.,376.0,,0.0,,0.0,,0.0,,0.0,,342.0,,0.0,,34.0,,0
590.0,C. Wooster,373.0,i,0.0,i,0.0,i,73.0,i,0.0,i,253.0,i,47.0,i,0.0,i,0
590.0,Western Illinois U.,373.0,,0.0,,76.0,,0.0,,0.0,,100.0,,29.0,,168.0,,0
592.0,Lamar U.,352.0,,0.0,,12.0,,0.0,,0.0,,253.0,,0.0,,87.0,,0
593.0,Gonzaga U.,348.0,,0.0,,0.0,,51.0,,0.0,,227.0,,50.0,,20.0,,0
594.0,Fairfield U.,339.0,,26.0,,34.0,,65.0,,8.0,,206.0,,0.0,,0.0,,0
595.0,"U. North Carolina, general administration",337.0,,337.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
596.0,Austin Peay State U.,334.0,,0.0,,29.0,,0.0,,0.0,,241.0,,27.0,,37.0,,0
597.0,Sul Ross State U.,333.0,,0.0,,0.0,,0.0,,0.0,,0.0,,39.0,,294.0,,0
598.0,Lake Superior State U.,327.0,,0.0,,0.0,,2.0,,0.0,,117.0,,31.0,,177.0,,0
599.0,Azusa Pacific U.,323.0,,43.0,,0.0,,147.0,,133.0,,0.0,,0.0,,0.0,,0
600.0,"Oklahoma State U., Center for Health Sciences",321.0,,1.0,,0.0,,245.0,,0.0,,26.0,,0.0,,49.0,,0
601.0,Bradley U.,319.0,,68.0,,0.0,,13.0,,20.0,,46.0,,13.0,,159.0,,0
602.0,Washington and Lee U.,317.0,,0.0,,0.0,,0.0,,0.0,,279.0,,27.0,,11.0,,0
603.0,U. Wisconsin-Platteville,309.0,i,80.0,i,25.0,i,50.0,i,11.0,i,54.0,i,41.0,i,48.0,i,0
604.0,"U. Illinois, Springfield",307.0,,0.0,,0.0,,0.0,,4.0,,54.0,,0.0,,249.0,,0
605.0,"U. Minnesota, Morris",306.0,,0.0,,0.0,,78.0,,0.0,,201.0,,0.0,,27.0,,0
606.0,Rider U.,292.0,,0.0,,0.0,,129.0,,0.0,,64.0,,99.0,,0.0,,0
607.0,Heidelberg U.,272.0,,0.0,,0.0,,0.0,,0.0,,23.0,,200.0,,49.0,,0
608.0,Oregon Institute of Technology,270.0,,0.0,,0.0,,0.0,,48.0,,35.0,,0.0,,187.0,,0
609.0,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",264.0,,9.0,,0.0,,250.0,,0.0,,5.0,,0.0,,0.0,,0
610.0,"CUNY, Advanced Science Research Center",257.0,,0.0,,0.0,,187.0,,0.0,,70.0,,0.0,,0.0,,0
611.0,U. Tampa,254.0,,0.0,,0.0,,0.0,,247.0,,0.0,,0.0,,7.0,,0
612.0,Rhode Island School of Design,252.0,,0.0,,0.0,,0.0,,0.0,,252.0,,0.0,,0.0,,0
613.0,Suffolk U.,250.0,,0.0,,0.0,,72.0,,0.0,,145.0,,0.0,,33.0,,0
614.0,Kean U.,244.0,,0.0,,0.0,,0.0,,0.0,,244.0,,0.0,,0.0,,0
615.0,Central Connecticut State U.,243.0,,0.0,,0.0,,64.0,,36.0,,39.0,,0.0,,104.0,,0
616.0,Marshall B. Ketchum U.,224.0,,0.0,,0.0,,224.0,,0.0,,0.0,,0.0,,0.0,,0
617.0,Saginaw Valley State U.,223.0,,160.0,,6.0,,0.0,,5.0,,40.0,,0.0,,12.0,,0
618.0,Florida Polytechnic U.,203.0,,0.0,,203.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
619.0,Stockton U.,198.0,,5.0,,0.0,,29.0,,0.0,,0.0,,0.0,,164.0,,0
620.0,"Wheaton C., Wheaton",193.0,,0.0,,32.0,,43.0,,0.0,,118.0,,0.0,,0.0,,0
621.0,Philadelphia C. of Osteopathic Medicine,192.0,,0.0,,0.0,,192.0,,0.0,,0.0,,0.0,,0.0,,0
622.0,"U. California, Office of the President",181.0,,0.0,,0.0,,42.0,,0.0,,4.0,,135.0,,0.0,,0
623.0,"California State U., Stanislaus",174.0,,0.0,,0.0,,0.0,,0.0,,15.0,,0.0,,159.0,,0
624.0,U. Redlands,118.0,,0.0,,0.0,,2.0,,0.0,,47.0,,0.0,,69.0,,0
625.0,Niagara U.,117.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,117.0,,0
626.0,Marist C.,113.0,,24.0,,0.0,,0.0,,0.0,,89.0,,0.0,,0.0,,0
627.0,Nicholls State U.,108.0,,0.0,,0.0,,23.0,,0.0,,0.0,,0.0,,85.0,,0
628.0,Edward Via C. of Osteopathic Medicine,89.0,,4.0,,0.0,,80.0,,0.0,,0.0,,5.0,,0.0,,0
629.0,La Salle U.,82.0,,0.0,,0.0,,46.0,,0.0,,36.0,,0.0,,0.0,,0
630.0,McNeese State U.,80.0,,0.0,,0.0,,0.0,,33.0,,15.0,,19.0,,13.0,,0
631.0,Sewanee: U. of the South,75.0,,0.0,,0.0,,0.0,,0.0,,72.0,,0.0,,3.0,,0
632.0,"U. South Florida, Sarasota-Manatee",57.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,57.0,,0
633.0,C. of Saint Benedict,53.0,,0.0,,0.0,,0.0,,0.0,,53.0,,0.0,,0.0,,0
634.0,La Sierra U.,45.0,,0.0,,0.0,,0.0,,0.0,,45.0,,0.0,,0.0,,0
635.0,California Maritime Academy,31.0,,0.0,,0.0,,0.0,,0.0,,16.0,,0.0,,15.0,,0
636.0,Eastern Connecticut State U.,17.0,,0.0,,0.0,,0.0,,7.0,,0.0,,10.0,,0.0,,0
