Rank,Institution,2012,Unnamed: 3,2013,Unnamed: 5,2014,Unnamed: 7,2015,All environmental sciences,Unnamed: 10,Atmospheric sciences,Unnamed: 12,Earth sciences,Unnamed: 14,Oceanography,Unnamed: 16,"Environmental sciences, nec",Unnamed: 18,shift
42.0,U. Maine,10572,,10114,,10517,,11375.0,,0.0,,3261.0,,8114.0,,0.0,,,0
43.0,"U. Maryland, Center for Environmental Science",16081,,16852,,13202,,11275.0,,430.0,,1438.0,,9165.0,,242.0,,,0
44.0,Naval Postgraduate School,18293,,14282,,10401,,11033.0,,7483.0,,0.0,,3472.0,,78.0,,,0
45.0,Stanford U.,10745,,10871,,11838,,10310.0,,0.0,,5560.0,,2050.0,,2700.0,,,0
46.0,U. Southern Mississippi,8213,,12712,,12571,,10270.0,,0.0,,250.0,,6411.0,,3609.0,,,0
47.0,U. Kansas,13109,,13863,,11219,,10127.0,,839.0,,9023.0,,138.0,,127.0,,,0
48.0,Michigan Technological U.,8943,,9140,,10660,,10049.0,,2429.0,,159.0,,1864.0,,5597.0,,,0
49.0,"U. Pittsburgh, Pittsburgh",8091,,8265,,8636,,9338.0,,0.0,,1601.0,,0.0,,7737.0,,,0
50.0,Cornell U.,10173,,8906,,9101,,9266.0,,0.0,,5638.0,,13.0,,3615.0,,,0
51.0,"U. California, Davis",8220,,9003,,8796,,9183.0,,0.0,,3909.0,,819.0,,4455.0,,,0
52.0,"Montana State U., Bozeman",8090,,6382,,10699,,9091.0,,0.0,,554.0,,0.0,,8537.0,,,0
53.0,"U. Alabama, Huntsville",7092,,7925,,9449,,8981.0,,8831.0,,150.0,,0.0,,0.0,,,0
54.0,"U. South Florida, Tampa",11835,,8898,,7624,,8752.0,,0.0,,1712.0,,7040.0,,0.0,,,0
55.0,Florida State U.,13380,,11697,,10370,,8655.0,,3121.0,,1427.0,,3738.0,,369.0,,,0
56.0,"Louisiana State U., Baton Rouge",9133,,7420,,8985,,8595.0,,0.0,,1493.0,,5825.0,,1277.0,,,0
57.0,U. Florida,6605,,8123,,9160,,8461.0,,0.0,,6342.0,,2096.0,,23.0,,,0
58.0,U. Utah,7496,,8348,,8305,,8112.0,,3758.0,,4338.0,,0.0,,16.0,,,0
59.0,U. Georgia,5789,,5859,,7726,,7886.0,,0.0,,378.0,,7508.0,,0.0,,,0
60.0,George Mason U.,7028,,7585,,8240,,7745.0,,3386.0,,4299.0,,60.0,,0.0,,,0
61.0,"U. Michigan, Ann Arbor",10622,,10117,,9526,,7590.0,,0.0,,7590.0,,0.0,,0.0,,,0
62.0,"U. Minnesota, Twin Cities",6467,,6312,,6827,,7580.0,,0.0,,7286.0,,0.0,,294.0,,,0
63.0,"U. Minnesota, Duluth",4362,,4711,,3725,,7567.0,,0.0,,4359.0,,681.0,,2527.0,,,0
64.0,"U. Nevada, Reno",10101,,7820,,7595,,7367.0,,480.0,,4615.0,,627.0,,1645.0,,,0
65.0,U. Chicago,5625,,5922,,7197,,7280.0,,0.0,,7280.0,,0.0,,0.0,,,0
66.0,U. North Dakota,8077,,6834,,6669,,6880.0,,3742.0,,3136.0,,0.0,,2.0,,,0
67.0,Oregon Health and Science U.,8391,,10070,,7437,,6878.0,,0.0,,0.0,,0.0,,6878.0,,,0
68.0,"U. California, Berkeley",8585,,7659,,6645,,6686.0,,0.0,,6686.0,,0.0,,0.0,,,0
69.0,U. Connecticut,6204,,6082,,5754,,6488.0,,0.0,,0.0,,6488.0,,0.0,,,0
70.0,Ohio State U.,5656,,6055,,6479,,6268.0,,0.0,,6268.0,,0.0,,0.0,,,0
71.0,"U. Illinois, Urbana-Champaign",7085,,7156,,7160,,5880.0,,2671.0,,3209.0,,0.0,,0.0,,,0
72.0,Texas A&M U.-Corpus Christi,3906,,4118,,4633,,5760.0,,417.0,,269.0,,4657.0,,417.0,,,0
73.0,Northern Arizona U.,3130,,3007,,3957,,5694.0,,174.0,,3453.0,,30.0,,2037.0,,,0
74.0,"U. California, Irvine",6048,,7491,,7444,,5693.0,,0.0,,0.0,,0.0,,5693.0,,,0
75.0,Boston U.,5166,,4971,,5866,,5663.0,,0.0,,5037.0,,0.0,,626.0,,,0
76.0,West Virginia U.,3326,,4464,,4800,,5499.0,,0.0,,3552.0,,0.0,,1947.0,,,0
77.0,"Washington U., Saint Louis",6920,,8904,,8556,,5484.0,,0.0,,5484.0,,0.0,,0.0,,,0
78.0,Morgan State U.,6330,,5969,,5787,,5119.0,,0.0,,5119.0,,0.0,,0.0,,,0
79.0,U. Central Florida,12678,,9659,,4123,,4952.0,,4952.0,,0.0,,0.0,,0.0,,,0
80.0,New Mexico Institute of Mining and Technology,6645,,6667,,4853,,4853.0,,0.0,,3671.0,,0.0,,1182.0,,,0
81.0,Hampton U.,2953,,3286,,4244,,4829.0,,3462.0,,0.0,,662.0,,705.0,,,0
82.0,"U. Maryland, Eastern Shore",1970,,3802,,3942,,4724.0,,0.0,,0.0,,3013.0,,1711.0,,,0
83.0,U. New Mexico,4302,,5175,,4982,,4650.0,,1712.0,,2938.0,,0.0,,0.0,,,0
84.0,Portland State U.,3685,,4714,,4333,,4606.0,,0.0,,1125.0,,0.0,,3481.0,,,0
85.0,South Dakota State U.,3558,,3331,,3623,,4603.0,,0.0,,4603.0,,0.0,,0.0,,,0
86.0,"U. Puerto Rico, Mayaguez",5679,,4757,,4312,,4553.0,,0.0,,612.0,,3941.0,,0.0,,,0
87.0,Washington State U.,3056,,2796,,2550,,4291.0,,551.0,,1714.0,,0.0,,2026.0,,,0
88.0,"SUNY, U. Albany",3701,,3343,,3606,,4270.0,,1422.0,,0.0,,0.0,,2848.0,,,0
89.0,Boston C.,7564,,7183,,5279,,4237.0,,3980.0,,257.0,,0.0,,0.0,,,0
90.0,Southern Methodist U.,5175,,4146,,9694,,4046.0,,0.0,,4046.0,,0.0,,0.0,,,0
91.0,"U. California, Riverside",3531,,4444,,4961,,3991.0,,0.0,,2706.0,,0.0,,1285.0,,,0
92.0,"U. Puerto Rico, Rio Piedras",2144,,2438,,2402,,3713.0,,0.0,,15.0,,224.0,,3474.0,,,0
93.0,"U. Tennessee, Knoxville",4603,,4929,,4713,,3703.0,,0.0,,2142.0,,0.0,,1561.0,,,0
94.0,Stevens Institute of Technology,1157,,1495,,835,,3474.0,,2519.0,,0.0,,348.0,,607.0,,,0
95.0,Boise State U.,3998,,4035,,4627,,3424.0,,0.0,,2289.0,,0.0,,1135.0,,,0
96.0,"U. Virginia, Charlottesville",3671,,3569,,3498,,3406.0,,3406.0,,0.0,,0.0,,0.0,,,0
97.0,Texas Tech U.,4154,,3195,,3704,,3400.0,,0.0,,1701.0,,0.0,,1699.0,,,0
98.0,Old Dominion U.,4312,,3741,,4869,,3355.0,,0.0,,0.0,,3355.0,,0.0,,,0
99.0,Vanderbilt U.,1459,,2069,,3311,,3227.0,,0.0,,3227.0,,0.0,,0.0,,,0
100.0,Florida International U.,4618,,4415,,3100,,3223.0,,1012.0,,1749.0,,462.0,,0.0,,,0
101.0,"U. Massachusetts, Boston",1729,,2057,,2580,,3163.0,,0.0,,0.0,,3130.0,,33.0,,,0
102.0,"Purdue U., West Lafayette",4658,,3959,,3984,,3155.0,,2103.0,,1052.0,,0.0,,0.0,,,0
103.0,"U. Massachusetts, Dartmouth",4958,,4090,,3479,,3105.0,,0.0,,0.0,,3105.0,,0.0,,,0
104.0,Rice U.,2639,,3533,,2481,,3095.0,,0.0,,3095.0,,0.0,,0.0,,,0
105.0,"U. Alaska, Anchorage",2291,,2580,,2494,,3036.0,,1075.0,,711.0,,171.0,,1079.0,,,0
106.0,Yale U.,3947,,4093,,2894,,3020.0,,0.0,,3020.0,,0.0,,0.0,,,0
107.0,Virginia Polytechnic Institute and State U.,3473,,3647,,3457,,2993.0,,40.0,,2953.0,,0.0,,0.0,,,0
108.0,"U. Massachusetts, Amherst",3113,,2886,,2861,,2980.0,,0.0,,2980.0,,0.0,,0.0,,,0
109.0,"U. Nevada, Las Vegas",7119,,7951,,6730,,2954.0,,0.0,,1588.0,,0.0,,1366.0,,,0
110.0,Florida A&M U.,3570,,3722,,3223,,2943.0,,0.0,,62.0,,2869.0,,12.0,,,0
111.0,U. Oregon,3125,,3010,,3853,,2905.0,,0.0,,1868.0,,373.0,,664.0,,,0
112.0,U. Wisconsin-Milwaukee,4691,,4162,,4738,,2875.0,,1886.0,,586.0,,403.0,,0.0,,,0
113.0,U. Idaho,4537,,4592,,3970,,2864.0,,199.0,,2614.0,,0.0,,51.0,,,0
114.0,San Francisco State U.,3786,,4048,,3261,,2712.0,,0.0,,344.0,,2314.0,,54.0,,,0
115.0,Mississippi State U.,5445,,3233,,2354,,2711.0,,738.0,,1048.0,,925.0,,0.0,,,0
116.0,Colorado School of Mines,2290,,2703,,2553,,2702.0,,0.0,,2702.0,,0.0,,0.0,,,0
117.0,Brown U.,5932,,8240,,2789,,2642.0,,357.0,,408.0,,246.0,,1631.0,,,0
118.0,"U. Texas, El Paso",2798,,3057,,1887,,2583.0,,712.0,,1871.0,,0.0,,0.0,,,0
119.0,Howard U.,2542,,2580,,1026,,2479.0,,0.0,,44.0,,2435.0,,0.0,,,0
120.0,Nova Southeastern U.,3280,,2544,,2496,,2427.0,,0.0,,0.0,,2427.0,,0.0,,,0
121.0,Dartmouth C.,2191,,1943,,2162,,2420.0,,0.0,,1631.0,,0.0,,789.0,,,0
122.0,"Auburn U., Auburn",1420,,2048,,2606,,2371.0,,117.0,,431.0,,352.0,,1471.0,,,0
123.0,"U. Alabama, Birmingham",774,,284,,262,,2200.0,,0.0,,500.0,,0.0,,1700.0,,,0
124.0,U. New Orleans,2211,,2071,,1949,,2076.0,,0.0,,367.0,,0.0,,1709.0,,,0
125.0,"U. Nebraska, Lincoln",3622,,3339,,1933,,1977.0,,0.0,,1977.0,,0.0,,0.0,,,0
126.0,"U. South Carolina, Columbia",7681,,5048,,5039,,1956.0,,0.0,,1956.0,,0.0,,0.0,,,0
127.0,Utah State U.,2090,,2627,,2385,,1882.0,,1816.0,,66.0,,0.0,,0.0,,,0
128.0,"California State U., Northridge",1630,,1253,,1571,,1880.0,,0.0,,563.0,,1313.0,,4.0,,,0
129.0,U. Mississippi,3685,,1796,,1439,,1863.0,,0.0,,70.0,,1793.0,,0.0,,,0
130.0,Humboldt State U.,606,,818,,571,,1789.0,,39.0,,69.0,,350.0,,1331.0,,,0
130.0,Idaho State U.,1821,,1420,,1045,,1789.0,,0.0,,1789.0,,0.0,,0.0,,,0
130.0,U. Memphis,1803,,1776,,1529,,1789.0,,0.0,,1789.0,,0.0,,0.0,,,0
133.0,"SUNY, U. Buffalo",2144,,2041,,1951,,1775.0,,0.0,,1775.0,,0.0,,0.0,,,0
134.0,"Indiana U., Bloomington",2083,,2934,,2663,,1727.0,,0.0,,1727.0,,0.0,,0.0,,,0
135.0,Jackson State U.,342,,144,,1895,,1710.0,,0.0,,0.0,,0.0,,1710.0,,,0
136.0,Florida Institute of Technology,1329,,1553,,1332,,1621.0,,0.0,,0.0,,1621.0,,0.0,,,0
137.0,Northeastern U.,1750,,1676,,1614,,1618.0,,0.0,,82.0,,1536.0,,0.0,,,0
138.0,"U. California, Merced",1107,,1363,,1452,,1549.0,,0.0,,1549.0,,0.0,,0.0,,,0
139.0,Alabama A&M U.,1508,i,1506,i,1503,i,1501.0,i,0.0,i,1501.0,i,0.0,i,0.0,i,,0
140.0,"Lincoln U., Jefferson City",1306,,1492,,1491,,1417.0,,0.0,,176.0,,0.0,,1241.0,,,0
141.0,San Diego State U.,1986,,1349,,1464,,1393.0,,0.0,,862.0,,531.0,,0.0,,,0
142.0,U. Guam,1279,,1081,,1256,,1384.0,,0.0,,0.0,,523.0,,861.0,,,0
143.0,"Oklahoma State U., Stillwater",524,,545,,702,,1364.0,,0.0,,1364.0,,0.0,,0.0,,,0
144.0,Rensselaer Polytechnic Institute,2140,,2178,,1451,,1361.0,,0.0,,1361.0,,0.0,,0.0,,,0
145.0,Ohio U.,650,,631,,367,,1346.0,,0.0,,935.0,,0.0,,411.0,,,0
146.0,U. Rochester,630,,1040,,1062,,1319.0,,0.0,,1319.0,,0.0,,0.0,,,0
147.0,Missouri U. of Science and Technology,1738,,1556,,1733,,1271.0,,0.0,,1271.0,,0.0,,0.0,,,0
148.0,U. Pennsylvania,1717,,3283,,1776,,1270.0,,0.0,,1270.0,,0.0,,0.0,,,0
149.0,"U. Arkansas, Fayetteville",1762,,937,,1178,,1253.0,,0.0,,1253.0,,0.0,,0.0,,,0
150.0,Central Washington U.,928,,736,,677,,1240.0,,0.0,,1237.0,,0.0,,3.0,,,0
151.0,"Rutgers, State U. New Jersey, Newark",1101,,1637,,1688,,1235.0,,0.0,,1094.0,,104.0,,37.0,,,0
152.0,"U. Washington, Tacoma",0,,0,,0,,1213.0,,0.0,,0.0,,1213.0,,0.0,,,0
153.0,"CUNY, City C.",836,,4116,,1283,,1204.0,,0.0,,1204.0,,0.0,,0.0,,,0
153.0,East Carolina U.,1365,,978,,851,,1204.0,,0.0,,640.0,,564.0,,0.0,,,0
155.0,"U. Missouri, Columbia",1405,,1422,,986,,1194.0,,0.0,,1194.0,,0.0,,0.0,,,0
156.0,"California State U., Bakersfield",286,,1241,,750,,1189.0,,0.0,,1189.0,,0.0,,0.0,,,0
157.0,Iowa State U.,978,,1916,,1868,,1183.0,,0.0,,1183.0,,0.0,,0.0,,,0
158.0,New Mexico State U.,804,,984,,1976,,1154.0,,0.0,,261.0,,0.0,,893.0,,,0
159.0,Syracuse U.,781,,996,,794,,1151.0,,0.0,,1151.0,,0.0,,0.0,,,0
160.0,Drexel U.,0,,0,,0,,1145.0,,0.0,,0.0,,0.0,,1145.0,,,0
161.0,Western Washington U.,1402,,1103,,1043,,1118.0,,0.0,,565.0,,553.0,,0.0,,,0
162.0,Michigan State U.,10827,,618,,717,,1083.0,,0.0,,1083.0,,0.0,,0.0,,,0
163.0,Miami U.,818,,1687,,1016,,1072.0,,45.0,,569.0,,0.0,,458.0,,,0
164.0,"U. North Carolina, Wilmington",4588,,2139,,1257,,1068.0,,77.0,,539.0,,452.0,,0.0,,,0
165.0,U. Houston,1928,,1725,,1303,,1056.0,,0.0,,1056.0,,0.0,,0.0,,,0
166.0,"Pennsylvania State U., Behrend",1014,,1043,,1286,,1049.0,,19.0,,19.0,,1011.0,,0.0,,,0
167.0,"U. Alaska, Southeast",400,,627,,938,,1042.0,,823.0,,105.0,,98.0,,16.0,,,0
168.0,"U. Texas, San Antonio",327,,588,,560,,1037.0,,0.0,,1037.0,,0.0,,0.0,,,0
169.0,Northwestern U.,980,,946,,1185,,1014.0,,0.0,,1014.0,,0.0,,0.0,,,0
170.0,Kansas State U.,247,,265,,355,,1010.0,,0.0,,1010.0,,0.0,,0.0,,,0
171.0,U. New England,860,,703,,1110,,1006.0,,0.0,,455.0,,481.0,,70.0,,,0
172.0,Lehigh U.,1532,,1445,,1524,,995.0,,0.0,,995.0,,0.0,,0.0,,,0
173.0,Salish Kootenai C.,200,,105,,1164,i,987.0,,860.0,,0.0,,0.0,,127.0,,,0
174.0,U. Kentucky,1893,,1421,,1014,,980.0,,0.0,,980.0,,0.0,,0.0,,,0
175.0,C. Charleston,1822,,1837,,1336,,979.0,,0.0,,974.0,,0.0,,5.0,,,0
176.0,Savannah State U.,1064,,1406,,1079,,977.0,,0.0,,157.0,,820.0,,0.0,,,0
177.0,U. Iowa,333,,701,,784,,976.0,,0.0,,899.0,,0.0,,77.0,,,0
178.0,U. San Diego,786,,834,,1251,,967.0,,0.0,,0.0,,950.0,,17.0,,,0
179.0,Montana Tech of U. Montana,1027,,1795,,1286,,957.0,,0.0,,957.0,,0.0,,0.0,,,0
180.0,Emory U.,0,,606,,645,,923.0,,0.0,,0.0,,0.0,,923.0,,,0
181.0,Coastal Carolina U.,1236,,1447,,1079,,898.0,,0.0,,0.0,,898.0,,0.0,,,0
182.0,Texas A&M U.-Kingsville,390,,540,,1318,,875.0,,67.0,,51.0,,0.0,,757.0,,,0
183.0,"U. Louisiana, Lafayette",385,,400,,492,,866.0,,0.0,,171.0,,0.0,,695.0,,,0
184.0,U. South Alabama,1362,,812,,877,,813.0,,0.0,,54.0,,759.0,,0.0,,,0
185.0,Case Western Reserve U.,799,,899,,737,,810.0,,0.0,,810.0,,0.0,,0.0,,,0
186.0,"U. Illinois, Chicago",1540,,1082,,1432,,809.0,,0.0,,523.0,,0.0,,286.0,,,0
187.0,Plymouth State U.,763,,557,,748,,777.0,,199.0,,558.0,,20.0,,0.0,,,0
188.0,"U. Montana, Missoula",1735,,1456,,1044,,775.0,,0.0,,649.0,,0.0,,126.0,,,0
189.0,"U. Alabama, Tuscaloosa",721,,533,,663,,767.0,,0.0,,700.0,,0.0,,67.0,,,0
190.0,West Virginia State U.,81,,88,,91,,740.0,,0.0,,0.0,,0.0,,740.0,,,0
191.0,Texas State U.,1424,,1627,,825,,732.0,,0.0,,148.0,,0.0,,584.0,,,0
192.0,Saint Louis U.,552,,614,,624,,731.0,,731.0,,0.0,,0.0,,0.0,,,0
193.0,"California State U., Monterey Bay",596,,2021,,1089,,703.0,,12.0,,334.0,,357.0,,0.0,,,0
194.0,U. Toledo,2075,,2289,,2231,,678.0,,0.0,,678.0,,0.0,,0.0,,,0
195.0,"California Polytechnic State U., San Luis Obispo",1399,,1064,,789,,640.0,,0.0,,0.0,,640.0,,0.0,,,0
196.0,"U. Texas, Arlington",823,,740,,845,,639.0,,0.0,,639.0,,0.0,,0.0,,,0
197.0,Delaware State U.,1167,,418,,516,,620.0,,0.0,,91.0,,529.0,,0.0,,,0
198.0,Chapman U.,696,,1033,,1009,,619.0,,56.0,,283.0,,174.0,,106.0,,,0
199.0,Clark U.,1298,,822,,619,,615.0,,0.0,,210.0,,307.0,,98.0,,,0
200.0,Appalachian State U.,523,,533,,721,,606.0,,228.0,,201.0,,0.0,,177.0,,,0
201.0,"Indiana U.-Purdue U., Indianapolis",804,,555,,389,,591.0,,0.0,,456.0,,0.0,,135.0,,,0
202.0,"SUNY, Buffalo State",347,,297,,380,,559.0,,0.0,,50.0,,0.0,,509.0,,,0
203.0,Virginia Commonwealth U.,423,,374,,413,,553.0,,0.0,,0.0,,0.0,,553.0,,,0
204.0,Rochester Institute of Technology,601,,402,,366,,551.0,,0.0,,0.0,,0.0,,551.0,,,0
205.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,740,,555,,437,,506.0,,0.0,,506.0,,0.0,,0.0,,,0
206.0,"Loyola U., Chicago",27,,0,,586,,500.0,,0.0,,0.0,,0.0,,500.0,,,0
207.0,Benedict C.,854,,964,,701,,498.0,,0.0,,498.0,,0.0,,0.0,,,0
207.0,Northern Illinois U.,831,,1370,,448,,498.0,,0.0,,449.0,,0.0,,49.0,,,0
207.0,U. Vermont,815,,585,,363,,498.0,,0.0,,356.0,,126.0,,16.0,,,0
210.0,"U. Texas, Permian Basin",319,,233,,327,,490.0,,0.0,,0.0,,0.0,,490.0,,,0
211.0,Grand Valley State U.,638,i,796,,602,,489.0,,0.0,,33.0,,0.0,,456.0,,,0
211.0,"U. Washington, Bothell",0,,0,,510,,489.0,,489.0,,0.0,,0.0,,0.0,,,0
213.0,Temple U.,392,,248,,329,,479.0,,0.0,,479.0,,0.0,,0.0,,,0
214.0,Sonoma State U.,ne,,880,,918,,476.0,,0.0,,306.0,,170.0,,0.0,,,0
215.0,Pomona C.,345,,497,,644,,464.0,,0.0,,456.0,,0.0,,8.0,,,0
216.0,George Washington U.,494,,450,,465,,462.0,,0.0,,225.0,,0.0,,237.0,,,0
217.0,"Southern U. and A&M C., Baton Rouge",1008,,432,,0,,456.0,,0.0,,0.0,,0.0,,456.0,,,0
218.0,"CUNY, Brooklyn C.",180,,208,,124,,454.0,,0.0,,454.0,,0.0,,0.0,,,0
219.0,South Dakota School of Mines and Technology,422,,567,,438,,435.0,,435.0,,0.0,,0.0,,0.0,,,0
220.0,"California State U., Long Beach",407,i,388,,234,,431.0,,0.0,,431.0,,0.0,,0.0,,,0
221.0,"Southern Illinois U., Edwardsville",425,,395,,400,,430.0,,0.0,,430.0,,0.0,,0.0,,,0
222.0,Roger Williams U.,98,,544,,286,,424.0,,0.0,,0.0,,402.0,,22.0,,,0
223.0,Alaska Pacific U.,ne,,ne,,ne,,411.0,,0.0,,77.0,,334.0,,0.0,,,0
224.0,"SUNY, C. of Environmental Science and Forestry",666,i,606,i,433,i,405.0,,69.0,,322.0,,14.0,,0.0,,,0
225.0,"U. Hawaii, Hilo",4225,,5642,,193,,401.0,,117.0,,272.0,,12.0,,0.0,,,0
226.0,Embry-Riddle Aeronautical U.,408,,528,,433,,395.0,,395.0,,0.0,,0.0,,0.0,,,0
227.0,U. Cincinnati,477,,431,,518,,377.0,,0.0,,377.0,,0.0,,0.0,,,0
228.0,U.S. Naval Academy,278,,380,,442,,371.0,,0.0,,0.0,,371.0,,0.0,,,0
228.0,Wayne State U.,192,,143,,183,,371.0,,0.0,,371.0,,0.0,,0.0,,,0
230.0,Florida Atlantic U.,389,,225,,458,,370.0,,198.0,,0.0,,8.0,,164.0,,,0
231.0,Montclair State U.,465,,514,,474,,366.0,,0.0,,366.0,,0.0,,0.0,,,0
232.0,"U. Maryland, Baltimore",1044,,763,,830,,358.0,,0.0,,0.0,,358.0,,0.0,,,0
233.0,"SUNY, C. Plattsburgh",33,,ne,,106,,356.0,,0.0,,356.0,,0.0,,0.0,,,0
234.0,Tulane U.,1454,,944,,708,,355.0,,0.0,,355.0,,0.0,,0.0,,,0
235.0,North Carolina Agricultural and Technical State U.,273,,614,,495,,350.0,,194.0,,0.0,,156.0,,0.0,,,0
236.0,"Brigham Young U., Provo",367,,310,,335,,347.0,,0.0,,347.0,,0.0,,0.0,,,0
237.0,"California State Polytechnic U., Pomona",0,,101,,295,,345.0,,0.0,,345.0,,0.0,,0.0,,,0
238.0,Baylor U.,321,,460,,459,,344.0,,13.0,,331.0,,0.0,,0.0,,,0
239.0,Kent State U.,526,,536,,465,,343.0,,0.0,,247.0,,51.0,,45.0,,,0
240.0,Wright State U.,340,,328,,189,,329.0,,0.0,,329.0,,0.0,,0.0,,,0
241.0,"CUNY, Queens C.",379,,755,,550,,325.0,,0.0,,325.0,,0.0,,0.0,,,0
242.0,Bowdoin C.,588,,787,,487,,321.0,,0.0,,210.0,,111.0,,0.0,,,0
243.0,Western Carolina U.,392,,246,,176,,320.0,,0.0,,33.0,,287.0,,0.0,,,0
244.0,Georgia State U.,383,,521,,251,,319.0,,0.0,,319.0,,0.0,,0.0,,,0
