Rank,Institution,2013,Unnamed: 3,2014,Unnamed: 5,2015,All non-S&E fields,Unnamed: 8,Business and management,Unnamed: 10,"Communication, journalism, and library science",Unnamed: 12,Education,Unnamed: 14,Humanities,Unnamed: 16,Law,Unnamed: 18,Social work,Unnamed: 20,Visual and performing arts,Unnamed: 22,Other,Unnamed: 24,shift
41.0,"U. Illinois, Urbana-Champaign",21900,,23202,,25806.0,,1611.0,,4957.0,,4198.0,,3757.0,,1625.0,,3599.0,,500.0,,5559.0,,,0
42.0,U. Houston,18375,,18434,,24655.0,,1968.0,,0.0,,6350.0,,2406.0,,423.0,,0.0,,0.0,,13508.0,,,0
43.0,"U. Nebraska, Lincoln",21336,,23420,,24286.0,,5861.0,,2790.0,,4378.0,,5729.0,,2420.0,,0.0,,2706.0,,402.0,,,0
44.0,California Institute of Technology,13557,i,9045,,23591.0,,426.0,,14.0,,0.0,,8154.0,,0.0,,0.0,,0.0,,14997.0,,,0
45.0,Virginia Commonwealth U.,20135,,24318,,22513.0,,183.0,,88.0,,16712.0,,1199.0,,0.0,,1178.0,,746.0,,2407.0,,,0
46.0,"U. Louisiana, Lafayette",9798,,8512,,22050.0,,3348.0,,2092.0,,9113.0,,3713.0,,269.0,,732.0,,1029.0,,1754.0,,,0
47.0,Boston C.,20002,,21398,,21638.0,,4198.0,,12.0,,14731.0,,525.0,,13.0,,1220.0,,47.0,,892.0,,,0
48.0,"Rutgers, State U. New Jersey, New Brunswick",19128,,17040,,21356.0,,748.0,,1020.0,,2930.0,,5095.0,,43.0,,8741.0,,295.0,,2484.0,,,0
49.0,Syracuse U.,22772,,18287,,20512.0,,4645.0,,1226.0,,4465.0,,1652.0,,5748.0,,1222.0,,611.0,,943.0,,,0
50.0,U. Notre Dame,18986,,21767,,19806.0,,3290.0,,14.0,,0.0,,9627.0,,941.0,,0.0,,1493.0,,4441.0,,,0
51.0,U. Iowa,12280,,12295,,19690.0,,3999.0,,507.0,,7349.0,,2928.0,,458.0,,821.0,,434.0,,3194.0,,,0
52.0,U. Louisville,26434,,20177,,19300.0,,1235.0,,183.0,,5177.0,,411.0,,492.0,,1433.0,,108.0,,10261.0,,,0
53.0,Florida State U.,26452,,21158,,19022.0,,603.0,,1996.0,,11326.0,,670.0,,292.0,,1088.0,,939.0,,2108.0,,,0
54.0,Georgetown U.,8492,,9743,,18823.0,,5695.0,,433.0,,368.0,,5784.0,,6543.0,,0.0,,0.0,,0.0,,,0
55.0,"U. Maryland, Baltimore",16928,,20586,,18230.0,,0.0,,0.0,,0.0,,0.0,,604.0,,14642.0,,0.0,,2984.0,,,0
56.0,Texas State U.,10382,,13355,,17760.0,,782.0,,0.0,,3911.0,,1186.0,,9272.0,,0.0,,0.0,,2609.0,,,0
57.0,Portland State U.,16650,,15653,,17517.0,,39.0,,76.0,,2537.0,,134.0,,0.0,,14731.0,,0.0,,0.0,,,0
58.0,San Diego State U.,17395,,18200,,17441.0,,4192.0,,1772.0,,3444.0,,4477.0,,0.0,,1229.0,,1070.0,,1257.0,,,0
59.0,U. Colorado Boulder,16186,,16593,,17121.0,,2295.0,,125.0,,11710.0,,452.0,,2261.0,,201.0,,77.0,,0.0,,,0
60.0,Temple U.,16897,,17545,,17097.0,,1902.0,,811.0,,4064.0,,538.0,,2760.0,,1635.0,,430.0,,4957.0,,,0
61.0,"U. Massachusetts, Amherst",18522,,16989,,16719.0,,1565.0,,369.0,,9266.0,,3428.0,,0.0,,206.0,,138.0,,1747.0,,,0
62.0,Old Dominion U.,22951,,14205,,16674.0,,383.0,,0.0,,14884.0,,310.0,,0.0,,0.0,,12.0,,1085.0,,,0
63.0,"Pennsylvania State U., University Park and Hershey Medical Center",12869,,15068,,16647.0,,6454.0,,427.0,,3996.0,,5298.0,,211.0,,0.0,,261.0,,0.0,,,0
64.0,George Mason U.,13064,,13187,,16565.0,,31.0,,1731.0,,10836.0,,1659.0,,1159.0,,327.0,,309.0,,513.0,,,0
65.0,Boston U.,8969,,13478,,16069.0,,3583.0,,83.0,,3276.0,,3033.0,,3084.0,,2238.0,,1.0,,771.0,,,0
66.0,"U. California, Irvine",18273,,17741,,16000.0,,718.0,,0.0,,6526.0,,8043.0,,564.0,,0.0,,149.0,,0.0,,,0
67.0,"SUNY, U. Buffalo",16476,,16479,,15802.0,,1237.0,,215.0,,12525.0,,323.0,,323.0,,876.0,,36.0,,267.0,,,0
68.0,"U. California, Davis",9864,,12032,,14990.0,,344.0,,89.0,,8943.0,,1472.0,,574.0,,0.0,,3553.0,,15.0,,,0
69.0,George Washington U.,10276,,14661,,14985.0,,4604.0,,473.0,,6296.0,,1532.0,,1363.0,,0.0,,20.0,,697.0,,,0
70.0,Naval Postgraduate School,5264,,7632,,14877.0,,11571.0,,264.0,,314.0,,0.0,,0.0,,0.0,,0.0,,2728.0,,,0
71.0,Florida A&M U.,17611,,16472,,14846.0,,1094.0,,1813.0,,1588.0,,15.0,,265.0,,0.0,,0.0,,10071.0,,,0
72.0,"U. Oklahoma, Norman and Health Science Center",34758,,26240,,14799.0,,219.0,,1243.0,,494.0,,1280.0,,0.0,,44.0,,97.0,,11422.0,,,0
73.0,Fordham U.,12118,,10875,,14587.0,,2096.0,,326.0,,4314.0,,2017.0,,3308.0,,1903.0,,238.0,,385.0,,,0
74.0,U. Oregon,15868,,13548,,14472.0,,156.0,,180.0,,12077.0,,221.0,,98.0,,0.0,,0.0,,1740.0,,,0
75.0,New Jersey Institute of Technology,10222,,11710,,14126.0,,928.0,,0.0,,8191.0,,946.0,,0.0,,0.0,,0.0,,4061.0,,,0
76.0,U. New Hampshire,12911,,16593,,14035.0,,1369.0,,183.0,,10045.0,,450.0,,539.0,,1338.0,,21.0,,90.0,,,0
77.0,"Washington U., Saint Louis",19363,,17996,,13919.0,,468.0,,0.0,,297.0,,164.0,,125.0,,12865.0,,0.0,,0.0,,,0
78.0,Illinois State U.,12434,,13947,,13700.0,,1577.0,,8.0,,11794.0,,24.0,,0.0,,6.0,,40.0,,251.0,,,0
79.0,U. Arizona,12979,,12224,,13345.0,,435.0,,901.0,,6083.0,,3299.0,,1260.0,,0.0,,1367.0,,0.0,,,0
80.0,"U. Arkansas, Fayetteville",13205,,14121,,12981.0,,4807.0,,14.0,,4063.0,,382.0,,503.0,,468.0,,8.0,,2736.0,,,0
81.0,"U. Massachusetts, Lowell",11671,,11996,,12949.0,,1019.0,,108.0,,3034.0,,1237.0,,0.0,,0.0,,540.0,,7011.0,,,0
82.0,U. Chicago,12721,,11760,,12846.0,,3354.0,,5.0,,0.0,,1415.0,,388.0,,5880.0,,16.0,,1788.0,,,0
83.0,Tulane U.,9100,,9041,,12540.0,,0.0,,71.0,,312.0,,1339.0,,5503.0,,0.0,,74.0,,5241.0,,,0
84.0,Kent State U.,3187,,3881,,12152.0,,2750.0,,1147.0,,3990.0,,2545.0,,0.0,,30.0,,624.0,,1066.0,,,0
85.0,"U. Texas, El Paso",10244,,9062,,11903.0,,2206.0,,452.0,,1064.0,,2013.0,,156.0,,300.0,,198.0,,5514.0,,,0
86.0,Fayetteville State U.,14648,,12233,,11654.0,,2376.0,,669.0,,7385.0,,167.0,,0.0,,488.0,,205.0,,364.0,,,0
87.0,Emory U.,82209,,7044,i,10738.0,,1793.0,,2.0,,2449.0,,2042.0,,792.0,,0.0,,212.0,,3448.0,,,0
88.0,Iowa State U.,7276,,15970,,10490.0,,2103.0,,495.0,,4214.0,,2781.0,,0.0,,0.0,,780.0,,117.0,,,0
89.0,U. Southern Mississippi,7050,,6811,,10408.0,,369.0,,114.0,,327.0,,217.0,,0.0,,241.0,,43.0,,9097.0,,,0
90.0,Yale U.,1175,,8838,,10051.0,,291.0,,32.0,,152.0,,8157.0,,1044.0,,0.0,,375.0,,0.0,,,0
91.0,Wichita State U.,8557,,5245,,10038.0,,79.0,,1207.0,,2367.0,,0.0,,0.0,,30.0,,12.0,,6343.0,,,0
92.0,"Montana State U., Bozeman",9992,,8702,,9947.0,,126.0,,136.0,,3047.0,,61.0,,0.0,,0.0,,24.0,,6553.0,,,0
93.0,"U. Illinois, Chicago",9051,,8244,,9941.0,,1204.0,,168.0,,3416.0,,1285.0,,0.0,,3785.0,,78.0,,5.0,,,0
94.0,West Virginia U.,7279,,7508,,9585.0,,858.0,,282.0,,1448.0,,1760.0,,583.0,,90.0,,143.0,,4421.0,,,0
95.0,U. Colorado Denver and Anschutz Medical Campus,8628,,9790,,9566.0,,199.0,,68.0,,7451.0,,134.0,,0.0,,151.0,,0.0,,1563.0,,,0
96.0,Mississippi State U.,9065,,9478,,9542.0,,1071.0,,294.0,,2416.0,,2153.0,,0.0,,0.0,,316.0,,3292.0,,,0
97.0,"SUNY, Binghamton U.",8113,,7422,,9528.0,,1262.0,,0.0,,2206.0,,2237.0,,0.0,,65.0,,258.0,,3500.0,,,0
98.0,U. Utah,7813,,10123,,9519.0,,1315.0,,1360.0,,3000.0,,2570.0,,1139.0,,0.0,,135.0,,0.0,,,0
99.0,"U. California, Santa Barbara",10521,,5708,,9333.0,,4419.0,,447.0,,2375.0,,1430.0,,5.0,,0.0,,591.0,,66.0,,,0
100.0,U. Memphis,8835,,11215,,9136.0,,2664.0,,104.0,,3595.0,,733.0,,47.0,,465.0,,649.0,,879.0,,,0
101.0,Winthrop U.,11288,,12770,,8993.0,,2.0,,1.0,,1890.0,,0.0,,0.0,,6535.0,,23.0,,542.0,,,0
102.0,C. of William and Mary and Virginia Institute of Marine Science,9757,,9587,,8912.0,,84.0,,0.0,,6703.0,,1308.0,,577.0,,0.0,,0.0,,240.0,,,0
103.0,"U. Pittsburgh, Pittsburgh",26180,,20968,,8872.0,,914.0,,8.0,,4221.0,,260.0,,33.0,,1244.0,,0.0,,2192.0,,,0
104.0,Virginia Polytechnic Institute and State U.,9048,,10663,,8780.0,,352.0,,44.0,,6145.0,,352.0,,0.0,,88.0,,804.0,,995.0,,,0
105.0,Southern Methodist U.,4572,,7958,,8744.0,,670.0,,0.0,,6133.0,,395.0,,42.0,,0.0,,495.0,,1009.0,,,0
106.0,Rhode Island C.,9218,,8031,,8684.0,,0.0,,0.0,,7016.0,,226.0,,0.0,,1439.0,,0.0,,3.0,,,0
107.0,Kansas State U.,5571,,6641,,8639.0,,93.0,,1.0,,3152.0,,295.0,,0.0,,0.0,,48.0,,5050.0,,,0
108.0,"Colorado State U., Fort Collins",9777,,7406,,8434.0,,1034.0,,1344.0,,978.0,,118.0,,69.0,,0.0,,48.0,,4843.0,,,0
109.0,Georgia Institute of Technology,4111,,5302,,8254.0,,0.0,,0.0,,2346.0,,1784.0,,0.0,,0.0,,0.0,,4124.0,,,0
110.0,"U. California, Riverside",5701,,5052,,8018.0,,21.0,,0.0,,1422.0,,5056.0,,0.0,,0.0,,38.0,,1481.0,,,0
111.0,Cornell U.,3960,,8565,,7993.0,,2085.0,,667.0,,0.0,,3558.0,,868.0,,0.0,,431.0,,384.0,,,0
112.0,U. New Mexico,6863,,7032,,7950.0,,570.0,,1409.0,,4815.0,,382.0,,529.0,,0.0,,245.0,,0.0,,,0
113.0,U. Delaware,9497,,5922,,7820.0,,961.0,,0.0,,6443.0,,274.0,,0.0,,0.0,,0.0,,142.0,,,0
114.0,U. Connecticut,6125,,10677,,7776.0,,709.0,,356.0,,3934.0,,577.0,,230.0,,1819.0,,151.0,,0.0,,,0
115.0,U. Rhode Island,7517,,7313,,7689.0,,1428.0,,261.0,,2241.0,,232.0,,0.0,,0.0,,0.0,,3527.0,,,0
116.0,"U. California, San Diego",8575,,7181,,7682.0,,719.0,,338.0,,2811.0,,1714.0,,0.0,,0.0,,1688.0,,412.0,,,0
117.0,U. Wisconsin-Milwaukee,9019,,9436,,7531.0,,612.0,,482.0,,1538.0,,222.0,,0.0,,155.0,,61.0,,4461.0,,,0
118.0,Duke U.,5428,,5409,,7505.0,,4669.0,,95.0,,296.0,,1380.0,,631.0,,0.0,,339.0,,95.0,,,0
119.0,Princeton U.,4910,,5544,,7472.0,,0.0,,231.0,,202.0,,5128.0,,0.0,,0.0,,1330.0,,581.0,,,0
120.0,"Brigham Young U., Provo",6486,,7254,,7277.0,,2163.0,,0.0,,1231.0,,2857.0,,898.0,,0.0,,0.0,,128.0,,,0
121.0,Northeastern U.,4954,,4466,,7251.0,,177.0,,439.0,,2677.0,,2473.0,,972.0,,0.0,,0.0,,513.0,,,0
122.0,"Louisiana State U., Baton Rouge",6652,,7614,,7153.0,,724.0,,301.0,,1786.0,,607.0,,1122.0,,45.0,,1255.0,,1313.0,,,0
123.0,"U. South Florida, Saint Petersburg",5710,,5410,,7040.0,,912.0,,103.0,,3389.0,,1458.0,,0.0,,0.0,,4.0,,1174.0,,,0
124.0,Florida Gulf Coast U.,11261,,7476,,7025.0,,1166.0,,1890.0,,3741.0,,0.0,,0.0,,0.0,,0.0,,228.0,,,0
125.0,"U. Tennessee, Knoxville",17790,,8570,,6942.0,,2188.0,,274.0,,1149.0,,1231.0,,83.0,,514.0,,65.0,,1438.0,,,0
126.0,"U. Nevada, Reno",4712,,6296,,6753.0,,1088.0,,28.0,,1065.0,,748.0,,272.0,,41.0,,20.0,,3491.0,,,0
127.0,"U. Alabama, Tuscaloosa",5715,,5220,,6679.0,,2442.0,,762.0,,1738.0,,484.0,,108.0,,513.0,,629.0,,3.0,,,0
128.0,"U. Alabama, Birmingham",5914,,7088,,6643.0,,129.0,,56.0,,700.0,,0.0,,0.0,,27.0,,0.0,,5731.0,,,0
129.0,Johns Hopkins U.a,18798,,14942,i,6622.0,i,0.0,i,479.0,i,0.0,i,6143.0,i,0.0,i,0.0,i,0.0,i,0.0,i,,0
130.0,"U. North Carolina, Greensboro",3961,,4988,,6353.0,,137.0,,26.0,,4157.0,,239.0,,0.0,,282.0,,0.0,,1512.0,,,0
131.0,Seton Hall U.,5798,,5987,,6322.0,,0.0,,0.0,,5816.0,,0.0,,0.0,,0.0,,0.0,,506.0,,,0
132.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,6158,,5442,,6304.0,,32.0,,14.0,,4739.0,,366.0,,0.0,,1039.0,,39.0,,75.0,,,0
133.0,"U. Texas, Dallas",5260,,4766,,6177.0,,4145.0,,0.0,,124.0,,1908.0,,0.0,,0.0,,0.0,,0.0,,,0
134.0,U. Kentucky,7398,,5926,,6147.0,,1022.0,,379.0,,901.0,,655.0,,88.0,,1055.0,,661.0,,1386.0,,,0
135.0,Louisiana Tech U.,5966,,5854,,6083.0,,4890.0,,0.0,,275.0,,362.0,,0.0,,0.0,,424.0,,132.0,,,0
136.0,U. Central Oklahoma,9,,155,,6072.0,,186.0,,0.0,,5698.0,,0.0,,0.0,,0.0,,0.0,,188.0,,,0
137.0,Wayne State U.,6347,,5182,,6048.0,,537.0,,79.0,,1502.0,,232.0,,539.0,,856.0,,137.0,,2166.0,,,0
138.0,Brandeis U.,6662,,7944,i,6010.0,i,0.0,i,0.0,i,805.0,i,0.0,i,59.0,i,0.0,i,33.0,i,5113.0,i,,0
139.0,Dartmouth C.,2596,,8246,,5986.0,,92.0,,0.0,,46.0,,3498.0,,0.0,,0.0,,640.0,,1710.0,,,0
140.0,North Carolina State U.,3944,,5720,,5946.0,,537.0,,0.0,,5368.0,,40.0,,0.0,,0.0,,0.0,,1.0,,,0
141.0,Tufts U.,1831,,4414,,5804.0,,0.0,,37.0,,2276.0,,676.0,,1636.0,,0.0,,0.0,,1179.0,,,0
142.0,Ball State U.,6741,,4845,,5738.0,,957.0,,417.0,,343.0,,196.0,,125.0,,211.0,,56.0,,3433.0,,,0
143.0,Drexel U.,5059,,6706,,5661.0,,240.0,,0.0,,1880.0,,194.0,,3.0,,0.0,,362.0,,2982.0,,,0
144.0,"U. North Texas, Denton",6176,,4727,,5627.0,,524.0,,1027.0,,1861.0,,1955.0,,0.0,,0.0,,43.0,,217.0,,,0
145.0,U. Denver,6546,,6967,,5502.0,,0.0,,0.0,,3432.0,,0.0,,487.0,,1583.0,,0.0,,0.0,,,0
146.0,"U. Washington, Bothell",4691,,6808,,5489.0,,0.0,,21.0,,5468.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
147.0,U. South Alabama,5853,,7687,,5477.0,,1.0,,6.0,,16.0,,154.0,,0.0,,0.0,,0.0,,5300.0,,,0
148.0,New Mexico State U.,6111,,5138,,5377.0,,67.0,,17.0,,726.0,,24.0,,0.0,,2.0,,1.0,,4540.0,,,0
149.0,Bryn Mawr C.,4023,,3814,,5323.0,,0.0,,0.0,,230.0,,4202.0,,0.0,,727.0,,164.0,,0.0,,,0
150.0,St. Edward's U.,5400,,2230,,5315.0,,0.0,,0.0,,1995.0,,0.0,,0.0,,0.0,,0.0,,3320.0,,,0
151.0,San Jose State U.,6226,,7155,,5204.0,,3371.0,,494.0,,141.0,,12.0,,0.0,,209.0,,12.0,,965.0,,,0
152.0,"CUNY, John Jay C. of Criminal Justice",3556,,4907,,5174.0,,95.0,,18.0,,0.0,,109.0,,4247.0,,0.0,,0.0,,705.0,,,0
153.0,"U. Texas, San Antonio",5027,,4743,,4937.0,,2260.0,,0.0,,1549.0,,1073.0,,0.0,,55.0,,0.0,,0.0,,,0
154.0,U. Dayton,1903,,3472,,4863.0,,41.0,,4.0,,4710.0,,41.0,,0.0,,0.0,,67.0,,0.0,,,0
155.0,Marquette U.,4599,,6366,,4831.0,,466.0,,817.0,,228.0,,948.0,,627.0,,0.0,,0.0,,1745.0,,,0
156.0,North Dakota State U.,6104,,6085,,4608.0,,1024.0,,445.0,,1825.0,,681.0,,0.0,,0.0,,380.0,,253.0,,,0
157.0,"U. Massachusetts, central office",3486,,5536,,4539.0,,0.0,,12.0,,2534.0,,0.0,,0.0,,0.0,,0.0,,1993.0,,,0
158.0,"Indiana U.-Purdue U., Indianapolis",7198,,7611,,4494.0,,2049.0,,111.0,,1272.0,,152.0,,37.0,,329.0,,288.0,,256.0,,,0
159.0,"Rutgers, State U. New Jersey, Newark",8024,,4848,,4474.0,,1186.0,,24.0,,555.0,,1033.0,,1327.0,,11.0,,338.0,,0.0,,,0
160.0,U. Akron,7309,,5258,,4423.0,,726.0,,25.0,,442.0,,189.0,,6.0,,73.0,,167.0,,2795.0,,,0
161.0,Rochester Institute of Technology,4414,,4474,,4412.0,,42.0,,2.0,,3955.0,,98.0,,0.0,,0.0,,0.0,,315.0,,,0
162.0,U. Mississippi,9814,,12636,,4333.0,,788.0,,90.0,,491.0,,1020.0,,1585.0,,11.0,,25.0,,323.0,,,0
163.0,"Purdue U., Calumet",5169,,4280,,4325.0,,678.0,,0.0,,1614.0,,17.0,,0.0,,0.0,,1416.0,,600.0,,,0
164.0,"U. California, Santa Cruz",5685,,4198,,4195.0,,0.0,,0.0,,1661.0,,1856.0,,0.0,,0.0,,678.0,,0.0,,,0
165.0,Northern Illinois U.,4161,,1262,i,4062.0,,158.0,,5.0,,28.0,,214.0,,77.0,,0.0,,17.0,,3563.0,,,0
166.0,Carleton C.,1080,,1231,,4028.0,,0.0,,0.0,,2759.0,,912.0,,0.0,,0.0,,0.0,,357.0,,,0
167.0,U. South Dakota,2823,,3333,,3990.0,,967.0,,141.0,,751.0,,540.0,,388.0,,134.0,,374.0,,695.0,,,0
168.0,U. Toledo,5953,,5190,,3963.0,,492.0,,0.0,,3022.0,,9.0,,7.0,,83.0,,78.0,,272.0,,,0
169.0,Wellesley C.,2957,,3590,,3942.0,,1437.0,,21.0,,0.0,,9.0,,0.0,,0.0,,117.0,,2358.0,,,0
170.0,Baylor U.,1739,,2852,,3921.0,,663.0,,83.0,,57.0,,2476.0,,0.0,,479.0,,27.0,,136.0,,,0
171.0,Salisbury U.,4372,,4246,,3780.0,,562.0,,21.0,,1125.0,,636.0,,0.0,,850.0,,245.0,,341.0,,,0
172.0,New School,3300,,3317,,3724.0,,511.0,,119.0,,581.0,,644.0,,0.0,,0.0,,1157.0,,712.0,,,0
173.0,"U. Alabama, Huntsville",4084,,3331,,3694.0,,2241.0,,122.0,,152.0,,867.0,,0.0,,0.0,,312.0,,0.0,,,0
174.0,Saint Louis U.,1057,,2165,,3626.0,,111.0,,80.0,,158.0,,2866.0,,20.0,,195.0,,0.0,,196.0,,,0
175.0,South Carolina State U.,6135,i,4871,i,3605.0,i,0.0,i,80.0,i,1461.0,i,0.0,i,0.0,i,100.0,i,1.0,i,1963.0,i,,0
176.0,Azusa Pacific U.,ne,,ne,,3568.0,,427.0,,562.0,,391.0,,589.0,,0.0,,357.0,,100.0,,1142.0,,,0
177.0,Michigan Technological U.,4497,,3735,,3472.0,,1623.0,,2.0,,153.0,,934.0,,0.0,,0.0,,250.0,,510.0,,,0
178.0,"U. Hawaii, Manoa",348,,4524,,3451.0,,138.0,,9.0,,2814.0,,124.0,,63.0,,294.0,,0.0,,9.0,,,0
179.0,Kennesaw State U.,2962,,311,,3446.0,,0.0,,961.0,,2368.0,,30.0,,0.0,,0.0,,87.0,,0.0,,,0
180.0,U. Miami,6189,,2953,,3424.0,,0.0,,1.0,,1560.0,,348.0,,1453.0,,0.0,,62.0,,0.0,,,0
181.0,"Oklahoma State U., Stillwater",0,,0,,3361.0,,286.0,,197.0,,121.0,,2749.0,,0.0,,0.0,,8.0,,0.0,,,0
