Rank,Institution,2012,Unnamed: 3,2013,Unnamed: 5,2014,Unnamed: 7,2015,All social sciences,Unnamed: 10,Economics,Unnamed: 12,Political science,Unnamed: 14,Sociology,Unnamed: 16,"Social sciences, nec",Unnamed: 18,shift
107.0,U. Houston,1028,,766,,698,,1692.0,,6.0,,112.0,,1573.0,,1.0,,,0
108.0,Georgia State U.,2646,,2195,,809,,1681.0,,649.0,,78.0,,500.0,,454.0,,,0
109.0,U. Kentucky,2301,,1989,,2110,,1675.0,,311.0,,110.0,,870.0,,384.0,,,0
110.0,Emory U.,1996,,3286,,1571,,1648.0,,844.0,,68.0,,736.0,,0.0,,,0
111.0,"Indiana U.-Purdue U., Indianapolis",2355,,1564,,1038,,1644.0,,7.0,,1377.0,,148.0,,112.0,,,0
112.0,"U. Alaska, Fairbanks",1672,,1338,,1173,,1615.0,,18.0,,9.0,,393.0,,1195.0,,,0
113.0,"U. California, Santa Cruz",2969,,1140,,1338,,1539.0,,286.0,,31.0,,210.0,,1012.0,,,0
114.0,U. Texas M. D. Anderson Cancer Center,6233,,3539,,2330,,1538.0,,0.0,,0.0,,1538.0,,0.0,,,0
115.0,"U. North Carolina, Charlotte",1058,,1058,,1493,,1523.0,,9.0,,318.0,,699.0,,497.0,,,0
116.0,"U. Massachusetts, Boston",2849,,1532,,1110,,1505.0,,78.0,,53.0,,1338.0,,36.0,,,0
117.0,South Dakota State U.,1877,,1914,,1296,,1476.0,,212.0,,0.0,,51.0,,1213.0,,,0
118.0,U. Cincinnati,1999,,2269,,1410,,1471.0,,0.0,,388.0,,194.0,,889.0,,,0
119.0,"U. North Carolina, Greensboro",1623,,1160,,1055,,1438.0,,201.0,,17.0,,404.0,,816.0,,,0
120.0,U. Wisconsin-Milwaukee,1748,,906,,1214,,1378.0,,77.0,,124.0,,850.0,,327.0,,,0
121.0,"U. Massachusetts, Amherst",1745,,1317,,1230,,1324.0,,131.0,,398.0,,520.0,,275.0,,,0
122.0,U. Idaho,1252,,1068,,1060,,1296.0,,567.0,,114.0,,3.0,,612.0,,,0
123.0,"U. South Carolina, Columbia",4074,,3202,,3200,,1271.0,,13.0,,91.0,,1167.0,,0.0,,,0
124.0,"U. Hawaii, Manoa",2680,,4718,,3645,,1192.0,,0.0,,9.0,,85.0,,1098.0,,,0
125.0,Bowling Green State U.,1627,,1149,,1223,,1168.0,,102.0,,0.0,,1066.0,,0.0,,,0
125.0,U.S. Military Academy,3648,,2692,,925,,1168.0,,0.0,,0.0,,0.0,,1168.0,,,0
127.0,Virginia Polytechnic Institute and State U.,1737,,2151,,881,,1122.0,,410.0,,24.0,,56.0,,632.0,,,0
128.0,Worcester Polytechnic Institute,1118,,593,,954,,1114.0,,0.0,,0.0,,0.0,,1114.0,,,0
129.0,"CUNY, Graduate Center",1107,,1286,,1363,,1059.0,,0.0,,245.0,,814.0,,0.0,,,0
130.0,U. Maine,1193,,1408,,1416,,1014.0,,44.0,,0.0,,0.0,,970.0,,,0
131.0,Boston U.,1240,,1157,,801,,1001.0,,629.0,,36.0,,3.0,,333.0,,,0
132.0,Tulane U.,889,,700,,918,,979.0,,518.0,,0.0,,39.0,,422.0,,,0
133.0,Texas Tech U.,1514,,1811,,1679,,955.0,,448.0,,11.0,,0.0,,496.0,,,0
134.0,U. Memphis,2718,,1814,,1867,,933.0,,539.0,,284.0,,30.0,,80.0,,,0
135.0,"Montana State U., Bozeman",833,,1258,,1006,,901.0,,354.0,,22.0,,356.0,,169.0,,,0
135.0,"U. Alabama, Tuscaloosa",1260,,559,,817,,901.0,,0.0,,89.0,,53.0,,759.0,,,0
137.0,Miami U.,607,,466,,609,,885.0,,0.0,,0.0,,490.0,,395.0,,,0
138.0,Lehigh U.,519,,634,,1022,,866.0,,105.0,,0.0,,96.0,,665.0,,,0
139.0,Michigan Technological U.,216,,485,,0,,859.0,,0.0,,0.0,,0.0,,859.0,,,0
139.0,Rice U.,1333,,862,,630,,859.0,,202.0,,305.0,,145.0,,207.0,,,0
139.0,U. Northern Iowa,745,,887,,1146,,859.0,,90.0,,0.0,,0.0,,769.0,,,0
142.0,"U. Virginia, Charlottesville",1339,,1149,,834,,828.0,,270.0,,158.0,,64.0,,336.0,,,0
143.0,Florida International U.,2035,,1536,,3233,,814.0,,1.0,,382.0,,32.0,,399.0,,,0
144.0,West Virginia U.,766,,664,,767,,799.0,,20.0,,142.0,,420.0,,217.0,,,0
145.0,"Brigham Young U., Provo",761,,770,,717,,790.0,,137.0,,246.0,,292.0,,115.0,,,0
146.0,San Francisco State U.,1184,,1135,,276,,767.0,,0.0,,0.0,,232.0,,535.0,,,0
147.0,U. New Orleans,1111,,1503,,1102,,764.0,,0.0,,0.0,,179.0,,585.0,,,0
148.0,"California State U., Northridge",344,,61,,605,,762.0,,0.0,,0.0,,1.0,,761.0,,,0
149.0,Utah State U.,789,,770,,528,,752.0,,61.0,,23.0,,647.0,,21.0,,,0
150.0,"CUNY, Lehman C.",327,,613,,759,,746.0,,0.0,,0.0,,129.0,,617.0,,,0
151.0,Rochester Institute of Technology,495,,490,,437,,726.0,,0.0,,5.0,,0.0,,721.0,,,0
152.0,U. Notre Dame,458,,219,,74,,708.0,,95.0,,275.0,,308.0,,30.0,,,0
153.0,Wayne State U.,654,,963,,855,,702.0,,0.0,,5.0,,60.0,,637.0,,,0
154.0,"U. Missouri, Saint Louis",711,,825,,540,,691.0,,0.0,,139.0,,0.0,,552.0,,,0
155.0,Alabama A&M U.,662,i,661,i,660,i,659.0,i,0.0,i,94.0,i,235.0,i,330.0,i,,0
156.0,Dartmouth C.,823,,824,,701,,625.0,,399.0,,0.0,,5.0,,221.0,,,0
157.0,Pepperdine U.,227,,339,,466,,592.0,,0.0,,0.0,,0.0,,592.0,,,0
158.0,"U. Louisiana, Lafayette",175,,134,,508,,577.0,,0.0,,0.0,,0.0,,577.0,,,0
159.0,"U. Alabama, Huntsville",2536,,1095,,192,,570.0,,570.0,,0.0,,0.0,,0.0,,,0
160.0,"U. Alaska, Anchorage",1066,,748,,489,,567.0,,62.0,,0.0,,66.0,,439.0,,,0
161.0,Clark U.,142,,565,,568,,566.0,,304.0,,0.0,,0.0,,262.0,,,0
162.0,"U. Arkansas, Fayetteville",309,,284,,412,,563.0,,0.0,,0.0,,531.0,,32.0,,,0
163.0,"Rutgers, State U. New Jersey, Newark",3076,,686,,493,,554.0,,0.0,,0.0,,0.0,,554.0,,,0
164.0,"U. South Carolina, Aiken",ne,,0,,608,i,552.0,,219.0,,82.0,,92.0,,159.0,,,0
165.0,"California Polytechnic State U., San Luis Obispo",183,,56,,31,,530.0,,0.0,,530.0,,0.0,,0.0,,,0
166.0,Boise State U.,625,,566,,783,,526.0,,16.0,,284.0,,47.0,,179.0,,,0
167.0,"U. Texas, San Antonio",664,,521,,657,,497.0,,0.0,,0.0,,469.0,,28.0,,,0
168.0,"U. Nevada, Reno",1851,,1107,,792,,485.0,,2.0,,0.0,,119.0,,364.0,,,0
169.0,Illinois Institute of Technology,0,,104,,414,,481.0,,0.0,,0.0,,413.0,,68.0,,,0
170.0,"CUNY, Baruch C.",421,,66,,136,,479.0,,15.0,,11.0,,453.0,,0.0,,,0
171.0,U. Southern Mississippi,1116,,519,,301,,472.0,,0.0,,394.0,,26.0,,52.0,,,0
172.0,Northwest Indian C.,484,,0,,0,i,466.0,i,0.0,i,0.0,i,0.0,i,466.0,i,,0
173.0,"U. North Texas, Denton",742,,708,,392,,462.0,,0.0,,315.0,,143.0,,4.0,,,0
174.0,U.S. Air Force Academy,691,,652,,385,,460.0,,164.0,,134.0,,162.0,,0.0,,,0
175.0,"U. Texas, Dallas",566,,160,,236,,450.0,,0.0,,107.0,,53.0,,290.0,,,0
176.0,Cleveland State U.,505,,533,,373,,446.0,,8.0,,13.0,,33.0,,392.0,,,0
177.0,North Carolina Central U.,0,,0,,351,,434.0,,0.0,,3.0,,0.0,,431.0,,,0
178.0,"U. Nevada, Las Vegas",345,,380,,364,,430.0,,0.0,,48.0,,167.0,,215.0,,,0
179.0,Central State U.,167,,0,,0,,421.0,,0.0,,0.0,,0.0,,421.0,,,0
180.0,Idaho State U.,409,,625,,136,,417.0,,0.0,,0.0,,107.0,,310.0,,,0
180.0,"Washington U., Saint Louis",558,,442,,328,,417.0,,0.0,,291.0,,0.0,,126.0,,,0
182.0,Grand Valley State U.,106,i,132,,146,,390.0,,0.0,,0.0,,0.0,,390.0,,,0
183.0,Sam Houston State U.,690,,427,,655,,380.0,,57.0,,0.0,,32.0,,291.0,,,0
183.0,"U. California, Merced",151,,131,,326,,380.0,,0.0,,81.0,,0.0,,299.0,,,0
185.0,U. Richmond,0,,0,,318,,375.0,,0.0,,0.0,,14.0,,361.0,,,0
186.0,"SUNY, Stony Brook U.",602,,658,,454,,372.0,,0.0,,87.0,,125.0,,160.0,,,0
187.0,Davidson C.,181,,610,,245,,348.0,,0.0,,0.0,,0.0,,348.0,,,0
188.0,"SUNY, C. of Environmental Science and Forestry",0,i,263,i,0,i,309.0,,20.0,,3.0,,286.0,,0.0,,,0
189.0,"CUNY, Queens C.",764,,351,,372,,308.0,,5.0,,0.0,,49.0,,254.0,,,0
190.0,"California State U., Sacramento",921,,1108,,422,,299.0,,52.0,,1.0,,0.0,,246.0,,,0
191.0,Northern Illinois U.,668,,261,,439,,298.0,,0.0,,0.0,,107.0,,191.0,,,0
192.0,"CUNY, Hunter C.",949,,625,,491,,294.0,,98.0,,0.0,,174.0,,22.0,,,0
193.0,Towson U.,113,,329,,205,,292.0,,0.0,,0.0,,232.0,,60.0,,,0
194.0,Eastern Michigan U.,1194,,973,,344,,275.0,,0.0,,0.0,,255.0,,20.0,,,0
195.0,U. Miami,536,,136,,367,,269.0,,0.0,,0.0,,135.0,,134.0,,,0
196.0,Texas Christian U.,7,,63,,179,,262.0,,0.0,,219.0,,0.0,,43.0,,,0
197.0,"U. Illinois, Springfield",421,,394,,252,,248.0,,0.0,,0.0,,0.0,,248.0,,,0
198.0,"CUNY, John Jay C. of Criminal Justice",993,,251,,479,,243.0,,0.0,,0.0,,212.0,,31.0,,,0
199.0,Amherst C.,145,i,148,,210,,234.0,,7.0,,0.0,,124.0,,103.0,,,0
200.0,Jackson State U.,1988,,645,,469,,222.0,,0.0,,32.0,,0.0,,190.0,,,0
201.0,Tuskegee U.,1877,,35,,35,i,217.0,i,217.0,i,0.0,i,0.0,i,0.0,i,,0
202.0,U. South Alabama,110,,189,,93,,213.0,,0.0,,0.0,,36.0,,177.0,,,0
203.0,Stephen F. Austin State U.,77,,118,,3,,211.0,,0.0,,0.0,,0.0,,211.0,,,0
203.0,"U. Nebraska, Omaha",485,,186,,517,,211.0,,0.0,,0.0,,0.0,,211.0,,,0
205.0,North Carolina Agricultural and Technical State U.,0,,194,,129,,201.0,,112.0,,0.0,,15.0,,74.0,,,0
206.0,Northern Arizona U.,228,,241,,245,,196.0,,37.0,,66.0,,47.0,,46.0,,,0
207.0,Florida A&M U.,667,,578,,642,,195.0,,0.0,,195.0,,0.0,,0.0,,,0
207.0,Howard U.,1201,,1129,,1556,,195.0,,188.0,,0.0,,7.0,,0.0,,,0
209.0,"California State U., Fullerton",265,,187,,226,,194.0,,0.0,,0.0,,194.0,,0.0,,,0
210.0,U. Tulsa,0,,44,,70,,193.0,,0.0,,0.0,,193.0,,0.0,,,0
211.0,Texas A&M U.-Corpus Christi,258,,93,,28,,189.0,,0.0,,0.0,,0.0,,189.0,,,0
212.0,"U. Alabama, Birmingham",1166,,983,,195,,186.0,,0.0,,0.0,,77.0,,109.0,,,0
213.0,Claremont Graduate U.,5800,,6380,,6248,i,183.0,i,75.0,i,108.0,i,0.0,i,0.0,i,,0
214.0,Creighton U.,0,i,219,i,217,i,179.0,i,45.0,i,65.0,i,69.0,i,0.0,i,,0
215.0,Colorado School of Mines,88,,327,,224,,174.0,,174.0,,0.0,,0.0,,0.0,,,0
216.0,Rensselaer Polytechnic Institute,615,,844,,476,,173.0,,169.0,,0.0,,0.0,,4.0,,,0
217.0,New Mexico Institute of Mining and Technology,0,,0,,0,,172.0,,172.0,,0.0,,0.0,,0.0,,,0
218.0,Williams C.,44,,95,,42,,169.0,,47.0,,21.0,,101.0,,0.0,,,0
219.0,Morgan State U.,724,,277,,977,,166.0,,0.0,,0.0,,0.0,,166.0,,,0
220.0,Louisiana Tech U.,0,,63,,69,,165.0,,0.0,,0.0,,165.0,,0.0,,,0
221.0,"Lincoln U., Jefferson City",205,,188,,193,,163.0,,163.0,,0.0,,0.0,,0.0,,,0
221.0,"SUNY, Buffalo State",958,,535,,354,,163.0,,0.0,,0.0,,65.0,,98.0,,,0
223.0,Virginia Commonwealth U.,1030,,807,,385,,161.0,,79.0,,82.0,,0.0,,0.0,,,0
224.0,Colorado C.,3,,12,,216,,160.0,,0.0,,132.0,,28.0,,0.0,,,0
225.0,"U. Missouri, Kansas City",609,,260,,93,,159.0,,93.0,,0.0,,0.0,,66.0,,,0
226.0,Colgate U.,28,,186,,142,,158.0,,123.0,,0.0,,0.0,,35.0,,,0
227.0,Southeastern Louisiana U.,193,,147,,215,,149.0,,0.0,,0.0,,0.0,,149.0,,,0
228.0,"U. Hawaii, Hilo",247,,530,,93,,147.0,,0.0,,0.0,,92.0,,55.0,,,0
229.0,Ball State U.,295,,91,,59,,143.0,,0.0,,0.0,,137.0,,6.0,,,0
229.0,Fayetteville State U.,147,,137,,143,,143.0,,0.0,,0.0,,0.0,,143.0,,,0
231.0,"California State U., Long Beach",135,i,129,,81,,140.0,,0.0,,50.0,,56.0,,34.0,,,0
232.0,Eastern Washington U.,257,,422,,211,,138.0,,0.0,,0.0,,0.0,,138.0,,,0
233.0,"U. Louisiana, Monroe",0,,0,,0,,137.0,,0.0,,0.0,,0.0,,137.0,,,0
234.0,U. Vermont,189,,191,,199,,136.0,,3.0,,0.0,,84.0,,49.0,,,0
235.0,U. San Diego,20,,3,,145,,132.0,,0.0,,0.0,,0.0,,132.0,,,0
235.0,U. Southern Maine,1665,,1094,,1046,i,132.0,i,37.0,i,27.0,i,68.0,i,0.0,i,,0
237.0,Western Washington U.,170,,260,,316,,127.0,,0.0,,6.0,,87.0,,34.0,,,0
238.0,Baylor U.,112,,223,,214,,123.0,,0.0,,0.0,,123.0,,0.0,,,0
239.0,Drexel U.,104,,3,,74,,119.0,,21.0,,98.0,,0.0,,0.0,,,0
240.0,Fordham U.,37,,54,,79,,115.0,,0.0,,0.0,,115.0,,0.0,,,0
241.0,Indiana State U.,0,,0,,120,,114.0,,0.0,,0.0,,0.0,,114.0,,,0
241.0,Willamette U.,93,,108,,75,,114.0,,0.0,,0.0,,0.0,,114.0,,,0
243.0,Santa Clara U.,8,,0,,12,,113.0,,0.0,,113.0,,0.0,,0.0,,,0
243.0,"Southern Illinois U., Carbondale",162,,282,,198,,113.0,,0.0,,18.0,,0.0,,95.0,,,0
245.0,Western Kentucky U.,1150,,708,,88,,112.0,,0.0,,0.0,,19.0,,93.0,,,0
246.0,East Carolina U.,472,,1659,,1174,,111.0,,1.0,,0.0,,94.0,,16.0,,,0
247.0,Missouri State U.,0,,7,,23,,110.0,,1.0,,0.0,,109.0,,0.0,,,0
248.0,"California State U., Dominguez Hills",667,,195,,146,i,109.0,,0.0,,0.0,,109.0,,0.0,,,0
248.0,U. Dayton,80,,36,,0,,109.0,,0.0,,0.0,,16.0,,93.0,,,0
