Rank,Institution,NASA R&D expenditures,Unnamed: 3,Computer sciences,Unnamed: 5,Environmental sciences,Unnamed: 7,Life sciences,Unnamed: 9,Mathematical sciences,Unnamed: 11,Physical sciences,Unnamed: 13,Psychology,Unnamed: 15,Social sciences,Unnamed: 17,"Sciences, nec",Unnamed: 19,Engineering,Unnamed: 21,All non-S&E fields,Unnamed: 23,shift
371.0,"U. Arkansas, Pine Bluff",21.0,,0.0,,0.0,,0.0,,0.0,,21.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
373.0,Amherst C.,20.0,,0.0,,0.0,,0.0,,0.0,,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
373.0,"Arkansas State U., Jonesboro",20.0,,0.0,,0.0,,2.0,,0.0,,13.0,,0.0,,0.0,,0.0,,5.0,,0.0,,0
373.0,Bradley U.,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,20.0,,0.0,,0
373.0,Indiana State U.,20.0,,0.0,,0.0,,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
373.0,Kentucky State U.,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,20.0,,0.0,,0
373.0,Williams C.,20.0,,0.0,,0.0,,0.0,,0.0,,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
379.0,Central State U.,19.0,,0.0,,1.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,16.0,,0.0,,0
379.0,East Tennessee State U.,19.0,,0.0,,0.0,,0.0,,0.0,,19.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
379.0,St. Cloud State U.,19.0,,0.0,,0.0,,0.0,,0.0,,19.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
379.0,"U. Nebraska, Kearney",19.0,,0.0,,0.0,,0.0,,0.0,,18.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0
379.0,"U. North Carolina, Asheville",19.0,,0.0,,3.0,,0.0,,0.0,,16.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
379.0,U. Wisconsin-La Crosse,19.0,,0.0,,0.0,,0.0,,0.0,,19.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
385.0,"California State U., Bakersfield",18.0,,0.0,,0.0,,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
385.0,Pittsburg State U.,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,18.0,,0.0,,0
387.0,U. New Haven,17.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,17.0,,0.0,,0
388.0,Carleton C.,16.0,,0.0,,1.0,,0.0,,0.0,,14.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0
388.0,"Rutgers, State U. New Jersey, Newark",16.0,,0.0,,16.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
388.0,Wheeling Jesuit U.,16.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,16.0,,0
391.0,Duquesne U.,14.0,,0.0,,0.0,,14.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
391.0,Norwich U.,14.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,14.0,,0.0,,0
391.0,Roger Williams U.,14.0,,0.0,,0.0,,0.0,,14.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
394.0,East Central U.,12.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,12.0,,0.0,,0
394.0,"Purdue U., Calumet",12.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,9.0,,2.0,,0
396.0,Bowie State U.,11.0,,9.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
396.0,Colgate U.,11.0,,0.0,,0.0,,0.0,,0.0,,11.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
396.0,"U. Hawaii, Hilo",11.0,,0.0,,0.0,,0.0,,0.0,,11.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
396.0,U. Wisconsin-Platteville,11.0,i,0.0,i,6.0,i,3.0,i,0.0,i,2.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0
400.0,"CUNY, Hunter C.",10.0,,0.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
400.0,Florida Gulf Coast U.,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,10.0,,0
400.0,Seattle U.,10.0,,0.0,,0.0,,0.0,,0.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
403.0,Alfred U.,9.0,,0.0,,0.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
403.0,Franklin and Marshall C.,9.0,,0.0,,0.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
403.0,Morehouse C.,9.0,,0.0,,0.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
403.0,"SUNY, C. Brockport",9.0,,0.0,,0.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
407.0,Coastal Carolina U.,8.0,,0.0,,0.0,,0.0,,0.0,,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
407.0,Fairfield U.,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,,0.0,,0
407.0,Towson U.,8.0,,0.0,,0.0,,5.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
410.0,Eastern Connecticut State U.,7.0,,0.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
410.0,Shaw U.,7.0,i,0.0,i,0.0,i,4.0,i,0.0,i,3.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0
410.0,"Southern Illinois U., Carbondale",7.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
413.0,Barnard C.,6.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
413.0,Eastern Washington U.,6.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
415.0,Bowling Green State U.,5.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
415.0,Brandeis U.,5.0,,0.0,,0.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
415.0,Calvin C.,5.0,i,0.0,i,5.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0
415.0,Miami U.,5.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
415.0,Saginaw Valley State U.,5.0,,2.0,,0.0,,0.0,,1.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
415.0,"Trinity C., Hartford",5.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,4.0,,0.0,,0
421.0,Grambling State U.,4.0,,0.0,,0.0,,0.0,,0.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
421.0,Mercer U.,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,,0.0,,0
421.0,"U. Illinois, Springfield",4.0,,0.0,,0.0,,0.0,,0.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
424.0,Milwaukee School of Engineering,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,,0.0,,0
425.0,Keene State C.,2.0,,0.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
425.0,Montana Tech of U. Montana,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0
425.0,Murray State U.,2.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
425.0,Quinnipiac U.,2.0,i,0.0,i,0.0,i,1.0,i,0.0,i,1.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0
425.0,"Texas Tech U., Health Sciences Center",2.0,,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
425.0,U. West Florida,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0
431.0,Claflin U.,1.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
431.0,Mercyhurst U.,1.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
431.0,U. Houston-Downtown,1.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
