Rank,Institution,All R&D expenditures,Unnamed: 3,Environmental sciences,Unnamed: 5,Life sciences,Unnamed: 7,Math and computer sciences,Unnamed: 9,Physical sciences,Unnamed: 11,Psychology,Unnamed: 13,Social sciences,Unnamed: 15,"Sciences, nec",Unnamed: 17,Engineering,Unnamed: 19,All non-S&E fields,Unnamed: 21,shift
24.0,Georgia Institute of Technology,765370.0,,19068.0,,19879.0,,113353.0,,47279.0,,7431.0,,9132.0,,7645.0,,533329.0,,8254.0,,0
25.0,U. Florida,739522.0,,14765.0,,539645.0,,9847.0,,26302.0,,5051.0,,16428.0,,405.0,,87307.0,,39772.0,,0
26.0,"U. California, Davis",721077.0,,27637.0,,512472.0,,11303.0,,35150.0,,3190.0,,26728.0,,6334.0,,83273.0,,14990.0,,0
27.0,"Washington U., Saint Louis",694069.0,,6066.0,,617658.0,,4719.0,,14249.0,,6148.0,,1062.0,,2965.0,,27283.0,,13919.0,,0
28.0,U. Southern California,691031.0,,20051.0,,411987.0,,93765.0,,16924.0,,9935.0,,27941.0,,327.0,,69527.0,,40574.0,,0
29.0,Northwestern U.,656167.0,,1924.0,,451943.0,,2268.0,,43551.0,,3602.0,,19787.0,,26569.0,,77676.0,,28847.0,,0
30.0,"U. Texas, Austin",650608.0,,71843.0,,74068.0,,77507.0,,130105.0,,9938.0,,14473.0,,3131.0,,216821.0,,52722.0,,0
31.0,Vanderbilt U.,647816.0,,4299.0,,489531.0,,1290.0,,42365.0,,12159.0,,6902.0,,2580.0,,60740.0,,27950.0,,0
32.0,"U. Illinois, Urbana-Champaign",639817.0,,7214.0,,220029.0,,114512.0,,67182.0,,17276.0,,21340.0,,5000.0,,161458.0,,25806.0,,0
33.0,"Rutgers, State U. New Jersey, New Brunswick",628613.0,,41681.0,,366179.0,,25466.0,,43460.0,,13319.0,,38668.0,,6919.0,,71565.0,,21356.0,,0
34.0,U. Arizona,606219.0,,33631.0,,289954.0,,10461.0,,167875.0,,4394.0,,22698.0,,6950.0,,56911.0,,13345.0,,0
35.0,New York U.,602041.0,,904.0,,407733.0,,24668.0,,15295.0,,26030.0,,20193.0,,0.0,,10248.0,,96970.0,,0
36.0,Emory U.,585210.0,,1343.0,,530684.0,,2179.0,,26032.0,,2384.0,,3557.0,,2492.0,,5801.0,,10738.0,,0
37.0,"Purdue U., West Lafayette",558611.0,,4492.0,,209977.0,,26795.0,,30775.0,,3880.0,,24246.0,,4321.0,,194401.0,,59724.0,,0
38.0,Michigan State U.,558248.0,,2685.0,,259653.0,,20482.0,,132049.0,,9947.0,,39171.0,,11615.0,,44392.0,,38254.0,,0
39.0,Baylor C. of Medicine,520220.0,,0.0,,520220.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
40.0,U. Utah,518928.0,,12633.0,,326552.0,,36715.0,,19361.0,,3545.0,,6237.0,,0.0,,104366.0,,9519.0,,0
41.0,"U. Alabama, Birmingham",516229.0,,8362.0,,455478.0,,1077.0,,3003.0,,4161.0,,283.0,,0.0,,37222.0,,6643.0,,0
42.0,Icahn School of Medicine at Mt. Sinai,508353.0,,0.0,,508353.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
43.0,"U. Maryland, College Park",505699.0,,40202.0,,115904.0,,47018.0,,91974.0,,7147.0,,76855.0,,0.0,,124268.0,,2331.0,,0
44.0,Virginia Polytechnic Institute and State U.,504282.0,,6107.0,,209678.0,,27380.0,,14025.0,,4425.0,,7001.0,,1184.0,,225702.0,,8780.0,,0
45.0,"U. South Florida, Tampa",485354.0,,20312.0,,295103.0,,8572.0,,9923.0,,10370.0,,26006.0,,1872.0,,47844.0,,65352.0,,0
46.0,"Indiana U., Bloomington",485076.0,,4209.0,,323487.0,,29829.0,,34668.0,,15509.0,,32235.0,,11571.0,,0.0,,33568.0,,0
47.0,North Carolina State U.,468293.0,,24908.0,,208852.0,,35535.0,,20955.0,,3398.0,,12745.0,,12666.0,,143288.0,,5946.0,,0
48.0,Arizona State U.,458412.0,,39304.0,,77870.0,,20150.0,,20255.0,,16367.0,,62729.0,,50168.0,,116865.0,,54704.0,,0
49.0,U. Iowa,443218.0,,2839.0,,322019.0,,2585.0,,21033.0,,7519.0,,12656.0,,4401.0,,50476.0,,19690.0,,0
50.0,U. Texas Southwestern Medical Center,438824.0,,0.0,,438824.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
51.0,U. Cincinnati,436028.0,,1320.0,,347134.0,,1788.0,,6775.0,,2505.0,,8604.0,,1178.0,,39108.0,,27616.0,,0
52.0,U. Chicago,421061.0,,8518.0,,276132.0,,28296.0,,52019.0,,11503.0,,24650.0,,28.0,,7069.0,,12846.0,,0
53.0,U. Colorado Boulder,420775.0,,128421.0,,26760.0,,9921.0,,82039.0,,14034.0,,13567.0,,19430.0,,109482.0,,17121.0,,0
54.0,U. Colorado Denver and Anschutz Medical Campus,410081.0,,98.0,,389771.0,,654.0,,678.0,,927.0,,452.0,,16.0,,7919.0,,9566.0,,0
55.0,Case Western Reserve U.,401527.0,,893.0,,340040.0,,949.0,,9583.0,,2117.0,,2225.0,,876.0,,43484.0,,1360.0,,0
56.0,"U. Maryland, Baltimore",397695.0,,1391.0,,371662.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6412.0,,18230.0,,0
57.0,Boston U.,388336.0,,7419.0,,251829.0,,8564.0,,33547.0,,13607.0,,3661.0,,1629.0,,52011.0,,16069.0,,0
58.0,Scripps Research Institute,384161.0,,0.0,,384161.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
59.0,"SUNY, U. Buffalo",382935.0,,2883.0,,238676.0,,13963.0,,13614.0,,4138.0,,4556.0,,814.0,,88489.0,,15802.0,,0
60.0,California Institute of Technology,374424.0,,29132.0,,63913.0,,10003.0,,164339.0,,0.0,,0.0,,22.0,,83424.0,,23591.0,,0
61.0,U. Georgia,374264.0,,18118.0,,232592.0,,10291.0,,11700.0,,16512.0,,19553.0,,11564.0,,9943.0,,43991.0,,0
62.0,"U. Virginia, Charlottesville",373218.0,,5873.0,,227649.0,,8161.0,,21665.0,,5163.0,,6810.0,,5906.0,,58586.0,,33405.0,,0
63.0,U. Miami,365574.0,,63293.0,,268069.0,,2389.0,,9018.0,,13167.0,,593.0,,0.0,,5621.0,,3424.0,,0
64.0,Uniformed Services U. of the Health Sciences,361173.0,,0.0,,360466.0,,0.0,,0.0,,707.0,,0.0,,0.0,,0.0,,0.0,,0
65.0,"U. Illinois, Chicago",354560.0,,2193.0,,258065.0,,14633.0,,11360.0,,10645.0,,14077.0,,12079.0,,21567.0,,9941.0,,0
66.0,U. Rochester,346932.0,,1941.0,,231100.0,,3310.0,,10618.0,,11993.0,,30.0,,2174.0,,83755.0,,2011.0,,0
67.0,Brown U.,342040.0,,6524.0,i,135232.0,i,39373.0,i,25425.0,i,8826.0,i,25252.0,i,9188.0,i,36512.0,i,55708.0,i,0
68.0,Washington State U.,333134.0,,10614.0,,166580.0,,6110.0,,43737.0,,2004.0,,20322.0,,3107.0,,54515.0,,26145.0,,0
69.0,U. Kentucky,331705.0,,2332.0,,232829.0,,3245.0,,7163.0,,10568.0,,8205.0,,12264.0,,48952.0,,6147.0,,0
70.0,"U. California, Irvine",329798.0,,8414.0,,195401.0,,17762.0,,35628.0,,4313.0,,11707.0,,113.0,,40460.0,,16000.0,,0
71.0,Oregon Health and Science U.,326915.0,,7629.0,,296468.0,,0.0,,0.0,,2901.0,,0.0,,7207.0,,11063.0,,1647.0,,0
72.0,Rockefeller U.,323932.0,,803.0,,304586.0,,9094.0,,9449.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
73.0,"Colorado State U., Fort Collins",317219.0,,120232.0,,122500.0,,6856.0,,13059.0,,3041.0,,6910.0,,3337.0,,32850.0,,8434.0,,0
74.0,"U. Hawaii, Manoa",316497.0,,89563.0,,121742.0,,22102.0,,27859.0,,326.0,,3250.0,,24095.0,,24109.0,,3451.0,,0
75.0,U. Kansas,311383.0,,18357.0,,192916.0,,3362.0,,15690.0,,1677.0,,3574.0,,2198.0,,19992.0,,53617.0,,0
76.0,Yeshiva U.,306174.0,,0.0,,306174.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
77.0,Iowa State U.,306125.0,,2882.0,,149392.0,,18398.0,,20659.0,,2598.0,,11848.0,,5744.0,,84114.0,,10490.0,,0
78.0,"SUNY, Polytechnic Institute",295313.0,,0.0,,3658.0,,992.0,,0.0,,0.0,,0.0,,0.0,,290663.0,,0.0,,0
79.0,"U. Nebraska, Lincoln",284438.0,,3703.0,,140320.0,,13124.0,,24804.0,,12287.0,,13066.0,,10522.0,,42326.0,,24286.0,,0
80.0,"Louisiana State U., Baton Rouge",281154.0,,33702.0,,154764.0,,5344.0,,21815.0,,607.0,,7072.0,,11969.0,,38728.0,,7153.0,,0
81.0,Princeton U.,279851.0,,24049.0,,41457.0,,19328.0,,69410.0,,17778.0,,24524.0,,159.0,,75674.0,,7472.0,,0
82.0,U. Connecticut,259397.0,,10348.0,,143533.0,,5316.0,,10993.0,,18787.0,,6838.0,,11477.0,,44329.0,,7776.0,,0
83.0,Florida State U.,256449.0,,21682.0,,34008.0,,10611.0,,64275.0,,38670.0,,13995.0,,11257.0,,42929.0,,19022.0,,0
84.0,"U. Massachusetts, Medical School",250338.0,,0.0,,250338.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
85.0,"U. Missouri, Columbia",246684.0,,1422.0,,181701.0,,4678.0,,6364.0,,1884.0,,11827.0,,0.0,,35554.0,,3254.0,,0
86.0,Oregon State U.,245317.0,,43631.0,,122704.0,,9284.0,,2968.0,,49.0,,5019.0,,16109.0,,43110.0,,2443.0,,0
87.0,Medical U. South Carolina,243534.0,,0.0,,243534.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
88.0,"U. Oklahoma, Norman and Health Science Center",242367.0,,41808.0,,127529.0,,1987.0,,12856.0,,1733.0,,15493.0,,0.0,,26162.0,,14799.0,,0
89.0,Carnegie Mellon U.,242004.0,,348.0,,11212.0,,109026.0,,14162.0,,7757.0,,6791.0,,3479.0,,89054.0,,175.0,,0
90.0,George Washington U.,241117.0,,1140.0,,159215.0,,7750.0,,4291.0,,3402.0,,20534.0,,16395.0,,13405.0,,14985.0,,0
91.0,"U. Texas Health Science Center, Houston",234299.0,,0.0,,234299.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
92.0,U. New Mexico,232271.0,,5528.0,,141878.0,,5492.0,,8853.0,,8354.0,,9401.0,,10281.0,,34534.0,,7950.0,,0
93.0,Temple U.,227468.0,,828.0,,169010.0,,4830.0,,12886.0,,11985.0,,2910.0,,1554.0,,6368.0,,17097.0,,0
94.0,Mississippi State U.,226359.0,,4250.0,,115291.0,,10836.0,,7635.0,,1235.0,,25207.0,,8203.0,,44160.0,,9542.0,,0
95.0,"U. California, Santa Barbara",222870.0,,32016.0,,24093.0,,11326.0,,37981.0,,5345.0,,12539.0,,681.0,,89556.0,,9333.0,,0
96.0,"SUNY, Stony Brook U.",220580.0,,30826.0,,88608.0,,17837.0,,31984.0,,5288.0,,1665.0,,20159.0,,23118.0,,1095.0,,0
97.0,Virginia Commonwealth U.,218925.0,,1027.0,,164136.0,,1807.0,,6350.0,,8799.0,,1909.0,,0.0,,12384.0,,22513.0,,0
98.0,Woods Hole Oceanographic Institution,216592.0,,130315.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,86277.0,,0.0,,0
99.0,U. Central Florida,215519.0,,9540.0,,26898.0,,24013.0,,35393.0,,4663.0,,15970.0,,2919.0,,50374.0,,45749.0,,0
100.0,"U. Massachusetts, Amherst",213902.0,,4754.0,,81165.0,,21900.0,,31831.0,,6682.0,,5479.0,,3982.0,,41390.0,,16719.0,,0
101.0,Wayne State U.,213878.0,,587.0,,157211.0,,4261.0,,17181.0,,4457.0,,3486.0,,1804.0,,18843.0,,6048.0,,0
102.0,Dartmouth C.,209646.0,,2972.0,,154731.0,,5463.0,,8904.0,,3196.0,,2055.0,,1283.0,,25056.0,,5986.0,,0
103.0,"U. South Carolina, Columbia",208736.0,,4289.0,,111133.0,,3463.0,,15023.0,,7634.0,,4623.0,,2018.0,,33559.0,,26994.0,,0
104.0,Medical C. Wisconsin,199283.0,,0.0,,199283.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
105.0,U. Notre Dame,190954.0,,1768.0,,26987.0,,11898.0,,39464.0,,5769.0,,8421.0,,9606.0,,67235.0,,19806.0,,0
106.0,Kansas State U.,188721.0,,1220.0,,122684.0,,5898.0,,8956.0,,3979.0,,6975.0,,6347.0,,24023.0,,8639.0,,0
107.0,U. Louisville,179499.0,,235.0,,135970.0,,530.0,,2131.0,,1771.0,,854.0,,0.0,,18708.0,,19300.0,,0
108.0,Georgetown U.,176131.0,,53.0,,128584.0,,2533.0,,5746.0,,1306.0,,19086.0,,0.0,,0.0,,18823.0,,0
109.0,U. Delaware,175724.0,,18610.0,,58329.0,,6750.0,,15947.0,,4008.0,,15872.0,,491.0,,47897.0,,7820.0,,0
110.0,Utah State U.,175353.0,,2039.0,,59367.0,,2747.0,,4366.0,,10369.0,,1685.0,,488.0,,92787.0,,1505.0,,0
111.0,"U. Tennessee, Knoxville",173533.0,,6011.0,,16590.0,,23180.0,,16497.0,,1320.0,,7542.0,,25110.0,,70341.0,,6942.0,,0
112.0,U. Texas Medical Branch,173506.0,,0.0,,170469.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3037.0,,0.0,,0
113.0,Wake Forest U.,171926.0,,0.0,,167549.0,,246.0,,3304.0,,406.0,,33.0,,0.0,,0.0,,388.0,,0
114.0,Clemson U.,171215.0,,0.0,,39591.0,,8166.0,,9028.0,,750.0,,4957.0,,0.0,,58366.0,,50357.0,,0
115.0,"U. Texas Health Science Center, San Antonio",170277.0,,0.0,,170277.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
116.0,West Virginia U.,170145.0,,10160.0,,96104.0,,1549.0,,9916.0,,881.0,,7628.0,,282.0,,34040.0,,9585.0,,0
117.0,Tufts U.,168314.0,,160.0,,110856.0,,5747.0,,6504.0,,8651.0,,11152.0,,0.0,,19440.0,,5804.0,,0
118.0,Texas Tech U.,163897.0,,12870.0,,36133.0,,7615.0,,13232.0,,6246.0,,14273.0,,0.0,,38185.0,,35343.0,,0
119.0,Florida International U.,163033.0,,6785.0,,41709.0,,13377.0,,8314.0,,9741.0,,7068.0,,0.0,,37637.0,,38402.0,,0
120.0,North Dakota State U.,153542.0,,705.0,,95345.0,,4726.0,,10951.0,,3590.0,,16906.0,,4033.0,,12678.0,,4608.0,,0
121.0,Tulane U.,152658.0,,591.0,,117783.0,,2053.0,,4946.0,,850.0,,6873.0,,0.0,,7022.0,,12540.0,,0
122.0,"U. California, Santa Cruz",151713.0,,22232.0,,22706.0,,3980.0,,30254.0,,614.0,,3622.0,,3272.0,,60838.0,,4195.0,,0
123.0,U. Houston,150628.0,,5656.0,,24341.0,,8026.0,,25141.0,,11221.0,,3951.0,,82.0,,47555.0,,24655.0,,0
124.0,U. New Hampshire,144735.0,,53596.0,,37901.0,,1728.0,,2312.0,,332.0,,6643.0,,3105.0,,25083.0,,14035.0,,0
125.0,Rice U.,144679.0,,6013.0,,11821.0,,16392.0,,34639.0,,1265.0,,8841.0,,1198.0,,61766.0,,2744.0,,0
126.0,"U. California, Riverside",144511.0,,8129.0,,75624.0,,5437.0,,14759.0,,2695.0,,5067.0,,1401.0,,23381.0,,8018.0,,0
127.0,"U. Nebraska, Medical Center",143999.0,,0.0,,143999.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
128.0,"U. Alaska, Fairbanks",142742.0,,63289.0,,21419.0,,1912.0,,12980.0,,0.0,,2113.0,,15924.0,,21968.0,,3137.0,,0
129.0,Georgia State U.,139596.0,,544.0,,40303.0,,3059.0,,13791.0,,6631.0,,13379.0,,2106.0,,0.0,,59783.0,,0
130.0,"Auburn U., Auburn",135899.0,,3461.0,,75745.0,,308.0,,4678.0,,390.0,,2838.0,,5301.0,,40249.0,,2929.0,,0
131.0,"U. Arkansas, Fayetteville",133660.0,,2735.0,,75201.0,,152.0,,9360.0,,860.0,,3902.0,,0.0,,28469.0,,12981.0,,0
132.0,U. Arkansas for Medical Sciences,132451.0,,0.0,,132451.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
133.0,New Mexico State U.,132377.0,,1800.0,,38212.0,,2066.0,,16454.0,,115.0,,106.0,,3713.0,,64534.0,,5377.0,,0
134.0,"Oklahoma State U., Stillwater",129968.0,,5673.0,,72605.0,,4592.0,,8636.0,,3905.0,,7543.0,,4138.0,,19515.0,,3361.0,,0
135.0,Drexel U.,128027.0,,4337.0,,70139.0,,6110.0,,2327.0,,4157.0,,705.0,,204.0,,34387.0,,5661.0,,0
136.0,Northeastern U.,122915.0,,3203.0,,34162.0,,10717.0,,17510.0,,4487.0,,6322.0,,73.0,,39190.0,,7251.0,,0
137.0,Thomas Jefferson U.,119631.0,,0.0,,119631.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
138.0,U. Vermont,114547.0,,1038.0,,93690.0,,1296.0,,1056.0,,2113.0,,348.0,,8004.0,,6545.0,,457.0,,0
139.0,"SUNY, U. Albany",111705.0,,9391.0,,75668.0,,7744.0,,4531.0,,2593.0,,10357.0,,0.0,,0.0,,1421.0,,0
140.0,New Jersey Institute of Technology,110512.0,,165.0,,3026.0,,10291.0,,7571.0,,0.0,,61.0,,15894.0,,59378.0,,14126.0,,0
141.0,"Montana State U., Bozeman",108414.0,,10073.0,,41460.0,,1349.0,,15638.0,,685.0,,2184.0,,7145.0,,19933.0,,9947.0,,0
142.0,George Mason U.,106410.0,,9836.0,,18428.0,,14731.0,,3825.0,,7509.0,,25335.0,,0.0,,10181.0,,16565.0,,0
143.0,Rensselaer Polytechnic Institute,102841.0,,2205.0,,5598.0,,12146.0,,9688.0,,2380.0,,565.0,,0.0,,69540.0,,719.0,,0
144.0,"U. Texas, Dallas",98551.0,,810.0,,21135.0,,8744.0,,13175.0,,1322.0,,1840.0,,5860.0,,39488.0,,6177.0,,0
145.0,U. Dayton,98182.0,,106.0,,811.0,,2523.0,,1664.0,,73.0,,178.0,,804.0,,87160.0,,4863.0,,0
146.0,U. Idaho,97493.0,,5219.0,,63040.0,,2744.0,,2470.0,,155.0,,3049.0,,5807.0,,12975.0,,2034.0,,0
147.0,U. Mississippi,94040.0,,8186.0,,64625.0,,502.0,,9033.0,,388.0,,1297.0,,0.0,,5676.0,,4333.0,,0
148.0,U. Rhode Island,93828.0,,40356.0,,21362.0,,463.0,,5723.0,,1572.0,,4636.0,,6138.0,,5889.0,,7689.0,,0
149.0,San Diego State U.,93572.0,,1983.0,,34173.0,,6269.0,,8216.0,,12298.0,,5068.0,,1731.0,,6393.0,,17441.0,,0
150.0,"U. Nevada, Reno",90138.0,,13530.0,,45177.0,,1942.0,,6347.0,,1366.0,,740.0,,211.0,,14072.0,,6753.0,,0
151.0,"U. Texas, El Paso",89418.0,,5357.0,,25094.0,,6963.0,,6990.0,,4280.0,,4141.0,,165.0,,24525.0,,11903.0,,0
152.0,Naval Postgraduate School,89170.0,,11271.0,,244.0,,8029.0,,11234.0,,0.0,,7641.0,,7516.0,,28358.0,,14877.0,,0
153.0,"U. Alabama, Huntsville",88439.0,,11781.0,,1307.0,,24906.0,,9075.0,,267.0,,1689.0,,0.0,,35720.0,,3694.0,,0
154.0,Cold Spring Harbor Laboratory,84653.0,,0.0,,84653.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
155.0,"SUNY, Binghamton U.",79895.0,,1208.0,,6333.0,,7273.0,,11994.0,,10113.0,,11227.0,,0.0,,22219.0,,9528.0,,0
156.0,U. Oregon,79698.0,,3687.0,,30392.0,,4741.0,,12923.0,,10177.0,,2447.0,,0.0,,859.0,,14472.0,,0
157.0,U. Maine,79500.0,,22189.0,,28621.0,,924.0,,1405.0,,87.0,,1454.0,,6037.0,,17891.0,,892.0,,0
158.0,Rush U.,79048.0,,0.0,,74872.0,,0.0,,0.0,,4176.0,,0.0,,0.0,,0.0,,0.0,,0
159.0,"U. Texas, Arlington",77798.0,,1661.0,,16079.0,,6026.0,,11596.0,,1205.0,,734.0,,0.0,,37401.0,,3096.0,,0
160.0,"U. Louisiana, Lafayette",77300.0,,2146.0,,27078.0,,9952.0,,1565.0,,243.0,,1409.0,,1966.0,,10891.0,,22050.0,,0
161.0,Brandeis U.,74700.0,,0.0,i,30606.0,i,3069.0,i,9043.0,i,3100.0,i,22872.0,i,0.0,i,0.0,i,6010.0,i,0
162.0,"U. Massachusetts, Lowell",70384.0,,472.0,,14770.0,,4489.0,,15085.0,,1337.0,,5069.0,,12.0,,16201.0,,12949.0,,0
163.0,Syracuse U.,69896.0,,2224.0,,6956.0,,4782.0,,10311.0,,2135.0,,8020.0,,312.0,,14644.0,,20512.0,,0
164.0,Michigan Technological U.,69607.0,,15554.0,,2617.0,,3448.0,,3103.0,,831.0,,1959.0,,196.0,,38427.0,,3472.0,,0
165.0,"U. Maryland, Baltimore County",68688.0,,15794.0,,11710.0,,8716.0,,6614.0,,2008.0,,10266.0,,318.0,,12518.0,,744.0,,0
166.0,Georgia Regents U.,67737.0,,0.0,,67736.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0
167.0,"U. Tennessee, Knoxville, Institute of Agriculture",67059.0,,0.0,,49852.0,,0.0,,0.0,,0.0,,5462.0,,6028.0,,5717.0,,0.0,,0
168.0,"U. Tennessee, Health Science Center",65771.0,,0.0,,64908.0,,0.0,,0.0,,0.0,,0.0,,166.0,,697.0,,0.0,,0
169.0,Old Dominion U.,65092.0,,4758.0,,8165.0,,2043.0,,6363.0,,1530.0,,274.0,,1298.0,,23987.0,,16674.0,,0
170.0,U. North Dakota,64384.0,,8499.0,,18007.0,,228.0,,1330.0,,49.0,,89.0,,1837.0,,33551.0,,794.0,,0
171.0,U. Wisconsin-Milwaukee,63414.0,,12504.0,,11077.0,,1851.0,,11375.0,,2845.0,,4554.0,,1962.0,,9715.0,,7531.0,,0
172.0,"U. Massachusetts, Boston",62374.0,,4463.0,,9362.0,,2760.0,,2147.0,,3255.0,,7323.0,,562.0,,433.0,,32069.0,,0
173.0,C. of William and Mary and Virginia Institute of Marine Science,61554.0,,30659.0,,3257.0,,2172.0,,6770.0,,276.0,,9508.0,,0.0,,0.0,,8912.0,,0
174.0,Ohio U.,61078.0,,2470.0,i,14334.0,i,191.0,i,9644.0,i,2780.0,i,1494.0,i,22.0,i,26851.0,i,3292.0,i,0
175.0,"U. Montana, Missoula",60485.0,,1429.0,,41340.0,,724.0,,3203.0,,589.0,,4524.0,,8473.0,,0.0,,203.0,,0
176.0,Wichita State U.,59940.0,,373.0,,659.0,,139.0,,715.0,,983.0,,68.0,,0.0,,46965.0,,10038.0,,0
177.0,U. Akron,58512.0,,609.0,,3120.0,,722.0,,17406.0,,1353.0,,984.0,,0.0,,29895.0,,4423.0,,0
178.0,South Dakota State U.,58373.0,,6130.0,,39926.0,,748.0,,2898.0,,0.0,,3734.0,,0.0,,3997.0,,940.0,,0
179.0,Colorado School of Mines,58349.0,,10586.0,,0.0,,421.0,,6643.0,,0.0,,266.0,,0.0,,39509.0,,924.0,,0
180.0,American U.,58325.0,,542.0,,2109.0,,1396.0,,1945.0,,2582.0,,10674.0,,6102.0,,0.0,,32975.0,,0
