Rank,Institution,All R&D expenditures,Unnamed: 3,Environmental sciences,Unnamed: 5,Life sciences,Unnamed: 7,Math and computer sciences,Unnamed: 9,Physical sciences,Unnamed: 11,Psychology,Unnamed: 13,Social sciences,Unnamed: 15,"Sciences, nec",Unnamed: 17,Engineering,Unnamed: 19,All non-S&E fields,Unnamed: 21,shift
372.0,Morehouse C.,6180.0,,0.0,,455.0,,135.0,,2632.0,,0.0,,38.0,,2576.0,,0.0,,344.0,,0
373.0,"CUNY, Graduate Center",6175.0,,15.0,,603.0,,218.0,,0.0,,362.0,,2946.0,,0.0,,0.0,,2031.0,,0
374.0,U. Guam,6062.0,,1479.0,,4426.0,,0.0,,0.0,,0.0,,14.0,,0.0,,0.0,,143.0,,0
375.0,Kentucky State U.,6017.0,,0.0,,5950.0,,36.0,,0.0,,11.0,,0.0,,0.0,,20.0,,0.0,,0
376.0,"U. Texas, Brownsville",5827.0,,120.0,,2476.0,,634.0,,2410.0,,0.0,,137.0,,15.0,,10.0,,25.0,,0
377.0,Fairfield U.,5750.0,,0.0,,710.0,,316.0,,405.0,,212.0,,533.0,,0.0,,224.0,,3350.0,,0
378.0,Williams C.,5679.0,,250.0,,692.0,,749.0,,1424.0,,256.0,,1090.0,,0.0,,0.0,,1218.0,,0
379.0,"California State U., Fullerton",5611.0,,93.0,,3178.0,,35.0,,1118.0,,134.0,,248.0,,38.0,,474.0,,293.0,,0
380.0,National Defense U.,5542.0,,0.0,,20.0,,0.0,,0.0,,40.0,,4772.0,,0.0,,0.0,,710.0,,0
381.0,"California State U., Monterey Bay",5492.0,,1963.0,,2990.0,,454.0,,0.0,,0.0,,52.0,,0.0,,0.0,,33.0,,0
382.0,Southern Connecticut State U.,5482.0,,336.0,i,3678.0,i,216.0,i,420.0,i,112.0,i,274.0,i,0.0,i,0.0,i,446.0,i,0
383.0,Chapman U.,5353.0,,651.0,,987.0,,15.0,,538.0,,450.0,,433.0,,0.0,,0.0,,2279.0,,0
384.0,Norfolk State U.,5348.0,,0.0,,155.0,,836.0,,1000.0,,0.0,,0.0,,0.0,,3131.0,,226.0,,0
385.0,Smith C.,5268.0,,100.0,,2065.0,,773.0,,623.0,,457.0,,117.0,,21.0,,850.0,,262.0,,0
386.0,Alfred U.,5193.0,,0.0,,9.0,,0.0,,19.0,,0.0,,0.0,,0.0,,5036.0,,129.0,,0
387.0,Stephen F. Austin State U.,5170.0,,302.0,,2381.0,,561.0,,212.0,,6.0,,449.0,,0.0,,9.0,,1250.0,,0
388.0,"Rutgers, State U. New Jersey, Camden",5123.0,,0.0,,1482.0,,294.0,,97.0,,158.0,,1978.0,,431.0,,0.0,,683.0,,0
389.0,"U. Massachusetts, central office",5056.0,,431.0,,85.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,4539.0,,0
390.0,U. Baltimore,5022.0,,59.0,,0.0,,73.0,,0.0,,0.0,,3959.0,,0.0,,0.0,,931.0,,0
391.0,"California State U., Los Angeles",5010.0,,87.0,,940.0,,0.0,,1129.0,,283.0,,171.0,,0.0,,1851.0,,549.0,,0
392.0,West Chester U. Pennsylvania,5009.0,,79.0,,648.0,,191.0,,378.0,,283.0,,707.0,,8.0,,0.0,,2715.0,,0
393.0,Texas Southern U.,5005.0,,130.0,,1596.0,,746.0,,512.0,,0.0,,0.0,,0.0,,105.0,,1916.0,,0
394.0,Western U. of Health Sciences,4904.0,,0.0,,2219.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2685.0,,0
395.0,"Southern U. and A&M C., Baton Rouge",4766.0,,831.0,,359.0,,235.0,,640.0,,0.0,,0.0,,281.0,,1708.0,,712.0,,0
396.0,Kennesaw State U.,4762.0,,0.0,,519.0,,144.0,,286.0,,10.0,,353.0,,0.0,,4.0,,3446.0,,0
397.0,"Southern U. and A&M C., Agricultural Research and Extension Center",4761.0,,206.0,,4555.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
398.0,Pace U.,4647.0,,841.0,,912.0,,474.0,,386.0,,0.0,,0.0,,0.0,,823.0,,1211.0,,0
399.0,"California State Polytechnic U., Pomona",4611.0,,444.0,,2648.0,,28.0,,254.0,,0.0,,21.0,,0.0,,1118.0,,98.0,,0
400.0,"U. Texas, Tyler",4610.0,,22.0,,1675.0,,43.0,,26.0,,4.0,,76.0,,0.0,,503.0,,2261.0,,0
401.0,A. T. Still U.,4571.0,,0.0,,2904.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1667.0,,0
402.0,U. Wisconsin-Stevens Point,4532.0,i,247.0,i,2509.0,i,164.0,i,309.0,i,84.0,i,178.0,i,0.0,i,770.0,i,271.0,i,0
403.0,Milwaukee School of Engineering,4524.0,,0.0,,1136.0,,0.0,,54.0,,0.0,,0.0,,0.0,,3334.0,,0.0,,0
404.0,West Texas A&M U.,4513.0,,103.0,,1579.0,,136.0,,457.0,,0.0,,82.0,,317.0,,1250.0,,589.0,,0
405.0,Gallaudet U.,4477.0,,79.0,,420.0,,1157.0,,83.0,,1219.0,,53.0,,524.0,,8.0,,934.0,,0
406.0,U. San Diego,4476.0,,1065.0,,218.0,,29.0,,616.0,,0.0,,323.0,,0.0,,81.0,,2144.0,,0
407.0,Amherst C.,4412.0,,129.0,,752.0,,229.0,,1509.0,,104.0,,678.0,,0.0,,0.0,,1011.0,,0
408.0,Middle Tennessee State U.,4350.0,,290.0,,842.0,,132.0,,312.0,,40.0,,61.0,,0.0,,288.0,,2385.0,,0
409.0,Fort Valley State U.,4320.0,,0.0,,4149.0,,57.0,,114.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
410.0,Montclair State U.,4274.0,,693.0,,1352.0,,405.0,,593.0,,303.0,,87.0,,0.0,,0.0,,841.0,,0
411.0,"U. North Carolina, general administration",4197.0,,20.0,,508.0,,1607.0,,68.0,,0.0,,7.0,,62.0,,1925.0,,0.0,,0
412.0,St. Cloud State U.,4192.0,,236.0,,487.0,,58.0,,627.0,,4.0,,269.0,,415.0,,52.0,,2044.0,,0
413.0,New York Institute of Technology,4169.0,,0.0,,2636.0,,162.0,,0.0,,0.0,,0.0,,0.0,,709.0,,662.0,,0
414.0,Bucknell U.,4140.0,,212.0,,829.0,,93.0,,878.0,,146.0,,81.0,,141.0,,1410.0,,350.0,,0
415.0,"U. Oklahoma, Tulsa",4104.0,,0.0,,1699.0,,0.0,,0.0,,18.0,,80.0,,0.0,,757.0,,1550.0,,0
416.0,U. of the Sciences Philadelphia,4076.0,,0.0,,2824.0,,0.0,,503.0,,0.0,,39.0,,0.0,,0.0,,710.0,,0
417.0,U. Northern Iowa,4032.0,,242.0,,490.0,,20.0,,574.0,,13.0,,1357.0,,585.0,,0.0,,751.0,,0
418.0,MGH Institute of Health Professions,3931.0,,0.0,,3931.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
419.0,"SUNY, C. of Optometry",3906.0,,0.0,,3906.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
420.0,Franklin and Marshall C.,3888.0,,309.0,,1111.0,,9.0,,515.0,,38.0,,898.0,,1.0,,164.0,,843.0,,0
421.0,Appalachian State U.,3878.0,,769.0,,1708.0,,183.0,,434.0,,258.0,,64.0,,91.0,,0.0,,371.0,,0
422.0,Lewis and Clark C.,3873.0,,498.0,,930.0,,307.0,,710.0,,35.0,,0.0,,0.0,,0.0,,1393.0,,0
423.0,Mount Holyoke C.,3826.0,,389.0,,1088.0,,314.0,,1408.0,,184.0,,182.0,,0.0,,0.0,,261.0,,0
424.0,Texas A&M U.-Commerce,3755.0,,0.0,,451.0,,185.0,,1032.0,,26.0,,0.0,,278.0,,0.0,,1783.0,,0
425.0,"Pennsylvania State U., Behrend",3737.0,,1653.0,,75.0,,171.0,,151.0,,31.0,,61.0,,0.0,,1472.0,,123.0,,0
426.0,Grinnell C.,3723.0,,0.0,,552.0,,126.0,,572.0,,315.0,,526.0,,0.0,,0.0,,1632.0,,0
427.0,James Madison U.,3712.0,,649.0,,773.0,,202.0,,785.0,,463.0,,179.0,,55.0,,594.0,,12.0,,0
428.0,U. North Florida,3689.0,,46.0,,481.0,,269.0,,637.0,,143.0,,310.0,,60.0,,1214.0,,529.0,,0
429.0,Kettering U.,3673.0,,0.0,,44.0,,80.0,,104.0,,0.0,,0.0,,0.0,,2457.0,,988.0,,0
430.0,U. Northern Colorado,3652.0,,187.0,,1136.0,,407.0,,573.0,,179.0,,178.0,,10.0,,0.0,,982.0,,0
431.0,"U. Washington, Tacoma",3618.0,,1557.0,,82.0,,173.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1806.0,,0
432.0,U. Wisconsin-La Crosse,3615.0,,36.0,,1171.0,,85.0,,476.0,,36.0,,976.0,,168.0,,0.0,,667.0,,0
433.0,Missouri State U.,3540.0,,15.0,,2695.0,,49.0,,413.0,,0.0,,121.0,,0.0,,223.0,,24.0,,0
434.0,Pomona C.,3538.0,,620.0,,1162.0,,392.0,,559.0,,107.0,,394.0,,0.0,,0.0,,304.0,,0
435.0,U. Central Arkansas,3502.0,,0.0,,760.0,,503.0,,360.0,,164.0,,250.0,,0.0,,0.0,,1465.0,,0
436.0,"Pennsylvania State U., Harrisburg",3379.0,,1.0,,3.0,,481.0,,6.0,,74.0,,2047.0,,0.0,,767.0,,0.0,,0
437.0,Youngstown State U.,3348.0,,52.0,,143.0,,4.0,,2079.0,,105.0,,17.0,,0.0,,931.0,,17.0,,0
438.0,Roseman U. of Health Sciences,3287.0,,0.0,,3287.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
439.0,Harvey Mudd C.,3272.0,,0.0,,167.0,,1513.0,,300.0,,0.0,,0.0,,642.0,,582.0,,68.0,,0
440.0,Jacksonville State U.,3242.0,,78.0,,71.0,,13.0,,0.0,,0.0,,0.0,,0.0,,35.0,,3045.0,,0
441.0,"California State U., Bakersfield",3192.0,,1339.0,,405.0,,653.0,,342.0,,8.0,,17.0,,0.0,,93.0,,335.0,,0
442.0,Mills C.,3159.0,,0.0,,86.0,,0.0,,13.0,,0.0,,0.0,,0.0,,0.0,,3060.0,,0
443.0,Towson U.,3153.0,,166.0,,677.0,,505.0,,397.0,,129.0,,292.0,,34.0,,0.0,,953.0,,0
444.0,"CUNY, Lehman C.",3130.0,,12.0,,843.0,,169.0,,657.0,,0.0,,932.0,,0.0,,0.0,,517.0,,0
445.0,"Touro U., Vallejo",3106.0,,0.0,,3106.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
446.0,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",3089.0,,0.0,,3089.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
447.0,Sam Houston State U.,3086.0,,64.0,,522.0,,633.0,,426.0,,75.0,,1084.0,,0.0,,0.0,,282.0,,0
448.0,U. Richmond,3069.0,,136.0,,458.0,,25.0,,898.0,,395.0,,572.0,,0.0,,0.0,,585.0,,0
449.0,"CUNY, C. Staten Island",3060.0,,3.0,,607.0,,252.0,,658.0,,78.0,,79.0,,0.0,,230.0,,1153.0,,0
450.0,Reed C.,3050.0,,0.0,,1456.0,,165.0,,424.0,,677.0,,328.0,,0.0,,0.0,,0.0,,0
451.0,Fuller Theological Seminary,2998.0,,0.0,,0.0,,0.0,,0.0,,2998.0,,0.0,,0.0,,0.0,,0.0,,0
452.0,Bowdoin C.,2991.0,,412.0,,1677.0,,161.0,,332.0,,0.0,,289.0,,2.0,,0.0,,118.0,,0
453.0,Eastern Washington U.,2973.0,,36.0,,703.0,,0.0,,113.0,,0.0,,2121.0,,0.0,,0.0,,0.0,,0
454.0,Calvin C.,2945.0,i,55.0,i,1401.0,i,492.0,i,423.0,i,2.0,i,90.0,i,0.0,i,65.0,i,417.0,i,0
455.0,Swarthmore C.,2943.0,,0.0,,474.0,,126.0,,457.0,,239.0,,178.0,,197.0,,544.0,,728.0,,0
456.0,Hope C.,2932.0,,14.0,,419.0,,39.0,,1996.0,,57.0,,112.0,,0.0,,295.0,,0.0,,0
457.0,Texas A&M International U.,2917.0,,72.0,,304.0,,213.0,,80.0,,177.0,,15.0,,64.0,,0.0,,1992.0,,0
458.0,Barnard C.,2916.0,,86.0,,496.0,,161.0,,824.0,,960.0,,35.0,,0.0,,0.0,,354.0,,0
459.0,Vassar C.,2854.0,,91.0,i,970.0,i,360.0,i,335.0,i,6.0,i,204.0,i,1.0,i,151.0,i,736.0,i,0
460.0,Seattle U.,2847.0,,4.0,,791.0,,153.0,,244.0,,0.0,,21.0,,0.0,,762.0,,872.0,,0
461.0,Lamar U.,2824.0,,15.0,,230.0,,169.0,,114.0,,0.0,,26.0,,0.0,,1664.0,,606.0,,0
462.0,Plymouth State U.,2807.0,,810.0,,450.0,,0.0,,0.0,,0.0,,271.0,,0.0,,0.0,,1276.0,,0
463.0,Bates C.,2791.0,,427.0,,1433.0,,139.0,,484.0,,136.0,,98.0,,0.0,,8.0,,66.0,,0
464.0,U. of the Pacific,2734.0,,49.0,,485.0,,53.0,,396.0,,0.0,,82.0,,0.0,,423.0,,1246.0,,0
465.0,Colgate U.,2721.0,,336.0,,597.0,,195.0,,640.0,,172.0,,304.0,,0.0,,0.0,,477.0,,0
466.0,Pepperdine U.,2714.0,,34.0,,236.0,,49.0,,25.0,,43.0,,1338.0,,0.0,,0.0,,989.0,,0
467.0,Tougaloo C.,2689.0,,0.0,,1868.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,821.0,,0
468.0,Southeastern Louisiana U.,2670.0,,67.0,,963.0,,0.0,,551.0,,91.0,,284.0,,0.0,,28.0,,686.0,,0
469.0,Naval War C.,2653.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2653.0,,0
470.0,Haverford C.,2633.0,,61.0,i,776.0,i,55.0,i,1195.0,i,37.0,i,141.0,i,1.0,i,0.0,i,367.0,i,0
470.0,Trinity U.,2633.0,,183.0,,328.0,,249.0,,1146.0,,190.0,,86.0,,0.0,,43.0,,408.0,,0
472.0,Elon U.,2608.0,,23.0,,195.0,,141.0,,237.0,,84.0,,332.0,,0.0,,42.0,,1554.0,,0
473.0,U. San Francisco,2599.0,,183.0,,436.0,,85.0,,3.0,,0.0,,28.0,,1113.0,,0.0,,751.0,,0
474.0,Hofstra U.,2585.0,,63.0,,360.0,,45.0,,38.0,,15.0,,88.0,,0.0,,1430.0,,546.0,,0
475.0,Central Washington U.,2581.0,,1452.0,,308.0,,0.0,,272.0,,14.0,,135.0,,0.0,,1.0,,399.0,,0
476.0,Philadelphia C. of Osteopathic Medicine,2561.0,,0.0,,2519.0,,0.0,,0.0,,42.0,,0.0,,0.0,,0.0,,0.0,,0
477.0,"St. John's U., Manhattan",2558.0,,0.0,,959.0,,56.0,,913.0,,289.0,,8.0,,0.0,,0.0,,333.0,,0
478.0,"California State U., Dominguez Hills",2557.0,,20.0,,205.0,,120.0,,581.0,,0.0,,109.0,,0.0,,0.0,,1522.0,,0
479.0,"Toyota Technological Institute, Chicago",2543.0,,0.0,,0.0,,2543.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
480.0,Albany C. of Pharmacy and Health Sciences,2533.0,,0.0,,2506.0,,11.0,,3.0,,0.0,,0.0,,0.0,,0.0,,13.0,,0
481.0,Northwest Indian C.,2530.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,663.0,i,0.0,i,0.0,i,1867.0,i,0
482.0,Lawrence Technological U.,2528.0,,0.0,,0.0,,65.0,,161.0,,0.0,,0.0,,0.0,,1736.0,,566.0,,0
483.0,U. del Turabo,2473.0,,101.0,,388.0,,101.0,,158.0,,0.0,,67.0,,0.0,,965.0,,693.0,,0
484.0,U. Houston-Downtown,2459.0,,114.0,,27.0,,486.0,,214.0,,13.0,,15.0,,0.0,,147.0,,1443.0,,0
485.0,"CUNY, Baruch C.",2451.0,,41.0,,36.0,,82.0,,229.0,,198.0,,640.0,,153.0,,0.0,,1072.0,,0
486.0,Black Hills State U.,2430.0,,0.0,,701.0,,0.0,,496.0,,0.0,,0.0,,0.0,,0.0,,1233.0,,0
487.0,Erikson Institute,2397.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2397.0,,0
488.0,"U. North Carolina, Asheville",2384.0,,561.0,,136.0,,5.0,,868.0,,170.0,,301.0,,0.0,,5.0,,338.0,,0
489.0,Davidson C.,2377.0,,20.0,,942.0,,76.0,,157.0,,598.0,,512.0,,0.0,,0.0,,72.0,,0
490.0,Murray State U.,2371.0,,264.0,,1788.0,,31.0,,247.0,,0.0,,11.0,,0.0,,0.0,,30.0,,0
491.0,"SUNY, Buffalo State",2366.0,,1354.0,,418.0,,0.0,,37.0,,27.0,,498.0,,21.0,,0.0,,11.0,,0
492.0,Roger Williams U.,2348.0,,693.0,,134.0,,14.0,,560.0,,0.0,,0.0,,49.0,,0.0,,898.0,,0
493.0,Texas Woman's U.,2310.0,,0.0,,1526.0,,13.0,,70.0,,31.0,,37.0,,135.0,,0.0,,498.0,,0
494.0,National U.,2305.0,,0.0,,288.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2017.0,,0
495.0,Alabama State U.,2303.0,,0.0,,2303.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
496.0,"Minnesota State U., Mankato",2294.0,,509.0,,32.0,,74.0,,25.0,,178.0,,64.0,,167.0,,583.0,,662.0,,0
497.0,Hamilton C.,2291.0,,80.0,,65.0,,48.0,,220.0,,86.0,,128.0,,0.0,,0.0,,1664.0,,0
498.0,Elizabeth City State U.,2277.0,,205.0,,12.0,,873.0,,746.0,,0.0,,1.0,,0.0,,0.0,,440.0,,0
499.0,Colorado C.,2247.0,,318.0,,231.0,,61.0,,392.0,,116.0,,305.0,,0.0,,0.0,,824.0,,0
500.0,Edward Via C. of Osteopathic Medicine,2237.0,,0.0,,2237.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
501.0,U. Wisconsin-Oshkosh,2236.0,i,120.0,i,1238.0,i,81.0,i,151.0,i,42.0,i,87.0,i,0.0,i,381.0,i,136.0,i,0
502.0,Pittsburg State U.,2210.0,,60.0,,154.0,,0.0,,28.0,,0.0,,0.0,,0.0,,1963.0,,5.0,,0
503.0,Sul Ross State U.,2204.0,,6.0,,1534.0,,0.0,,0.0,,0.0,,647.0,,0.0,,0.0,,17.0,,0
504.0,Wiley C.,2176.0,,0.0,,22.0,,74.0,,0.0,,0.0,,7.0,,0.0,,0.0,,2073.0,,0
505.0,Commonwealth Medical C.,2171.0,,0.0,,2171.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
506.0,Franklin W. Olin C. of Engineering,2136.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2136.0,,0.0,,0
507.0,Austin Peay State U.,2113.0,,4.0,,748.0,,0.0,,111.0,,0.0,,0.0,,0.0,,0.0,,1250.0,,0
508.0,Saint Joseph's U.,2093.0,,3.0,,244.0,,6.0,,257.0,,52.0,,88.0,,0.0,,0.0,,1443.0,,0
509.0,"U. Illinois, Springfield",2070.0,,0.0,,95.0,,0.0,,10.0,,5.0,,1930.0,,0.0,,0.0,,30.0,,0
510.0,Oregon Institute of Technology,2056.0,,150.0,,0.0,,0.0,,0.0,,0.0,,9.0,,0.0,,629.0,,1268.0,,0
511.0,U. of the District of Columbia,2043.0,,53.0,,1967.0,,23.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
512.0,Northern Kentucky U.,2026.0,,0.0,,628.0,,31.0,,626.0,,306.0,,124.0,,0.0,,0.0,,311.0,,0
513.0,Pacific U.,2016.0,,28.0,,539.0,,9.0,,51.0,,341.0,,10.0,,0.0,,0.0,,1038.0,,0
514.0,Willamette U.,2007.0,,89.0,,582.0,,550.0,,234.0,,22.0,,166.0,,0.0,,0.0,,364.0,,0
515.0,Mercyhurst U.,1987.0,,32.0,,212.0,,0.0,,30.0,,0.0,,354.0,,3.0,,0.0,,1356.0,,0
516.0,Norwich U.,1985.0,,135.0,,991.0,,112.0,,91.0,,51.0,,172.0,,0.0,,209.0,,224.0,,0
517.0,"California State U., Channel Islands",1949.0,,311.0,,353.0,,229.0,,384.0,,52.0,,98.0,,213.0,,0.0,,309.0,,0
518.0,Oberlin C.,1932.0,,241.0,,766.0,,153.0,,532.0,,71.0,,38.0,,0.0,,0.0,,131.0,,0
519.0,Furman U.,1928.0,,117.0,,153.0,,42.0,,1317.0,,104.0,,15.0,,0.0,,0.0,,180.0,,0
520.0,Connecticut C.,1900.0,,0.0,,908.0,,0.0,,743.0,,0.0,,249.0,,0.0,,0.0,,0.0,,0
521.0,U. Detroit Mercy,1882.0,,0.0,,1328.0,,135.0,,165.0,,70.0,,27.0,,0.0,,147.0,,10.0,,0
522.0,Grambling State U.,1863.0,,0.0,,0.0,,0.0,,1098.0,,0.0,,0.0,,0.0,,0.0,,765.0,,0
523.0,Coastal Carolina U.,1862.0,,1603.0,,70.0,,6.0,,67.0,,0.0,,4.0,,0.0,,0.0,,112.0,,0
524.0,Morehead State U.,1838.0,,44.0,,367.0,,0.0,,259.0,,587.0,,0.0,,161.0,,2.0,,418.0,,0
525.0,"California State U., Chico",1837.0,,330.0,,907.0,,39.0,,1.0,,1.0,,46.0,,17.0,,335.0,,161.0,,0
526.0,U. New Haven,1832.0,,55.0,,37.0,,0.0,,0.0,,0.0,,25.0,,0.0,,401.0,,1314.0,,0
527.0,Niagara U.,1828.0,,0.0,,68.0,,19.0,,121.0,,6.0,,244.0,,0.0,,0.0,,1370.0,,0
528.0,Savannah State U.,1801.0,,977.0,,654.0,,29.0,,62.0,,0.0,,14.0,,12.0,,53.0,,0.0,,0
529.0,"CUNY, system office",1782.0,,1.0,,6.0,,821.0,,0.0,,0.0,,0.0,,0.0,,0.0,,954.0,,0
530.0,Skidmore C.,1772.0,,256.0,,862.0,,32.0,,240.0,,100.0,,130.0,,0.0,,0.0,,152.0,,0
531.0,Eastern Michigan U.,1761.0,,202.0,,361.0,,64.0,,171.0,,241.0,,308.0,,0.0,,162.0,,252.0,,0
532.0,Colby C.,1748.0,,220.0,,534.0,,42.0,,529.0,,132.0,,110.0,,6.0,,0.0,,175.0,,0
533.0,Rider U.,1726.0,,188.0,,276.0,,29.0,,77.0,,0.0,,184.0,,0.0,,0.0,,972.0,,0
534.0,"U. Texas, Permian Basin",1725.0,,614.0,,30.0,,0.0,,20.0,,2.0,,0.0,,210.0,,256.0,,593.0,,0
535.0,Keck Graduate Institute,1722.0,,0.0,,1708.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,14.0,,0
536.0,Wheeling Jesuit U.,1721.0,,0.0,,108.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1613.0,,0
537.0,"Trinity C., Hartford",1717.0,,4.0,,498.0,,427.0,,40.0,,66.0,,115.0,,0.0,,67.0,,500.0,,0
538.0,U. Hartford,1701.0,,0.0,,222.0,,104.0,,0.0,,0.0,,26.0,,0.0,,998.0,,351.0,,0
539.0,"Palmer C. of Chiropractic, Davenport",1698.0,,0.0,,1698.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
540.0,Lafayette C.,1693.0,,75.0,,121.0,,227.0,,196.0,,0.0,,4.0,,161.0,,417.0,,492.0,,0
541.0,Eastern Kentucky U.,1681.0,,123.0,,1091.0,,0.0,,144.0,,1.0,,8.0,,8.0,,0.0,,306.0,,0
542.0,Valparaiso U.,1678.0,,0.0,,158.0,,130.0,,422.0,,12.0,,2.0,,0.0,,866.0,,88.0,,0
543.0,McNeese State U.,1672.0,,0.0,,330.0,,30.0,,110.0,,104.0,,121.0,,0.0,,198.0,,779.0,,0
543.0,"U. Louisiana, Monroe",1672.0,,7.0,,1495.0,,0.0,,1.0,,0.0,,137.0,,0.0,,0.0,,32.0,,0
545.0,Santa Clara U.,1659.0,,114.0,,402.0,,3.0,,209.0,,11.0,,139.0,,0.0,,776.0,,5.0,,0
546.0,"Oklahoma State U., Center for Health Sciences",1625.0,,0.0,,1624.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0
547.0,Siena C.,1623.0,,63.0,,193.0,,100.0,,620.0,,7.0,,55.0,,440.0,,0.0,,145.0,,0
548.0,"Indiana U., South Bend",1619.0,,0.0,,109.0,,27.0,,365.0,,520.0,,37.0,,456.0,,0.0,,105.0,,0
549.0,Middlebury C.,1599.0,,313.0,,644.0,,78.0,,313.0,,105.0,,121.0,,0.0,,0.0,,25.0,,0
550.0,"U. South Florida, Sarasota-Manatee",1595.0,,0.0,,74.0,,0.0,,0.0,,92.0,,108.0,,0.0,,0.0,,1321.0,,0
551.0,Nicholls State U.,1591.0,,24.0,,657.0,,0.0,,16.0,,0.0,,0.0,,0.0,,0.0,,894.0,,0
552.0,"U. Alaska, Southeast",1588.0,,1130.0,,65.0,,0.0,,89.0,,0.0,,28.0,,262.0,,14.0,,0.0,,0
553.0,"Union C., Schenectady",1560.0,,319.0,,125.0,,64.0,,198.0,,149.0,,140.0,,0.0,,436.0,,129.0,,0
554.0,Occidental C.,1544.0,,268.0,,686.0,,0.0,,372.0,,100.0,,0.0,,0.0,,0.0,,118.0,,0
555.0,California Maritime Academy,1542.0,,13.0,,0.0,,0.0,,8.0,,0.0,,0.0,,0.0,,1501.0,,20.0,,0
556.0,Indiana State U.,1541.0,,188.0,,1003.0,,0.0,,27.0,,0.0,,124.0,,0.0,,117.0,,82.0,,0
557.0,U. Houston-Clear Lake,1535.0,,367.0,,152.0,,186.0,,56.0,,46.0,,46.0,,0.0,,0.0,,682.0,,0
558.0,Saint Michael's C.,1532.0,,18.0,,1259.0,,64.0,,169.0,,14.0,,8.0,,0.0,,0.0,,0.0,,0
559.0,Spelman C.,1524.0,,0.0,,284.0,,219.0,,294.0,,166.0,,0.0,,0.0,,72.0,,489.0,,0
560.0,"U. Puerto Rico, Cayey",1521.0,,107.0,,0.0,,0.0,,99.0,,0.0,,142.0,,1173.0,,0.0,,0.0,,0
561.0,Central State U.,1508.0,,176.0,,69.0,,12.0,,39.0,,0.0,,421.0,,700.0,,91.0,,0.0,,0
562.0,Bradley U.,1499.0,,0.0,,133.0,,116.0,,210.0,,3.0,,3.0,,0.0,,987.0,,47.0,,0
563.0,Bowie State U.,1497.0,,0.0,,149.0,,1153.0,,195.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
564.0,"U. Nebraska, Kearney",1496.0,,0.0,,546.0,,64.0,,498.0,,17.0,,52.0,,39.0,,0.0,,280.0,,0
565.0,Dickinson C.,1492.0,,171.0,,144.0,,7.0,,242.0,,15.0,,154.0,,27.0,,0.0,,732.0,,0
566.0,Maine Maritime Academy,1483.0,,87.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,81.0,i,1315.0,i,0
567.0,Marshall B. Ketchum U.,1468.0,,0.0,,1468.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
568.0,Stockton U.,1452.0,,1123.0,,88.0,,0.0,,38.0,,0.0,,48.0,,0.0,,0.0,,155.0,,0
569.0,U. Tampa,1449.0,,0.0,,15.0,,0.0,,785.0,,0.0,,17.0,,0.0,,247.0,,385.0,,0
570.0,Bastyr U.,1409.0,,0.0,,1405.0,,0.0,,0.0,,0.0,,4.0,,0.0,,0.0,,0.0,,0
571.0,Shaw U.,1404.0,i,0.0,i,594.0,i,91.0,i,268.0,i,53.0,i,130.0,i,0.0,i,0.0,i,268.0,i,0
